fips_a,fips_b,lc_type,accuracy,n_a,n_b,imp_st_damcat,imp_bldgtype,imp_clr
6083,6111,shrub,0.729676511954993,1220,2335,7.173776895992329,3.9635225551380615,88.8627005488696
6085,6087,shrub,,1143,2,,,
6085,6099,shrub,0.9544014833947808,1143,436,2.713089518363048,3.4976232610537528,93.78928722058319
6089,6093,shrub,0.9989759344598054,930,1022,1.7878559748927247,1.5978884727543181,96.61425555235296
6089,6103,shrub,0.9992110453648916,930,1604,1.3899830212694249,2.817708046344867,95.79230893238572
6089,6105,shrub,,930,0,,,
6091,6115,shrub,,41,779,,,
6093,6105,shrub,,1022,0,,,
6095,6097,shrub,0.8072716543037254,2426,5606,2.1142356799006734,1.9006581848827393,95.98510613521654
6095,6113,shrub,0.9902209318793372,2426,335,7.241519723452718,8.269270410682939,84.48920986586434
6099,6109,shrub,0.9971691309051569,436,270,8.281000714502047,2.044039441106161,89.67495984439181
6101,6113,shrub,0.9961013645224172,179,335,2.1805640469669623,2.530374199179041,95.28906175385399
6101,6115,shrub,0.8455002612330199,179,779,3.032529198142444,52.63103045747056,44.33644034438699
6103,6105,shrub,,1604,0,,,
6001,6013,urban,0.9050998399777361,50702,21163,4.191896446561356,5.226743744746585,90.58135980869206
6001,6075,urban,0.9299703511922162,50702,21139,22.224183240862516,2.6945772788360567,75.08123948030145
6001,6077,urban,0.9238974406915186,50702,15485,4.713353219061637,2.4353283258377134,92.85131845510064
6001,6081,urban,0.960182609525683,50702,7137,28.05637722805692,0.3319899514125838,71.61163282053049
6001,6085,urban,0.5858565983354991,50702,66540,45.842602475275875,12.293712207329632,41.86368531739451
6001,6099,urban,0.9186097685878943,50702,15387,1.5727760729960003,1.2795761104953118,97.14764781650871
6003,6005,urban,,0,0,,,
6003,6009,urban,,0,0,,,
6003,6017,urban,,0,0,,,
6003,6051,urban,,0,0,,,
6003,6109,urban,,0,0,,,
6005,6009,urban,,0,0,,,
6005,6017,urban,,0,0,,,
6005,6067,urban,,0,62030,,,
6005,6077,urban,,0,15485,,,
6007,6011,urban,,0,0,,,
6007,6021,urban,,0,0,,,
6007,6063,urban,,0,0,,,
6007,6101,urban,,0,0,,,
6007,6103,urban,,0,0,,,
6007,6115,urban,,0,0,,,
6009,6077,urban,,0,15485,,,
6009,6099,urban,,0,15387,,,
6009,6109,urban,,0,0,,,
6011,6021,urban,,0,0,,,
6011,6033,urban,,0,0,,,
6011,6101,urban,,0,0,,,
6011,6113,urban,,0,2043,,,
6013,6041,urban,0.9977246450874429,21163,372,12.504920429192826,0.5412801177690776,86.95379945303809
6013,6067,urban,0.9208827665789189,21163,62030,2.517001554234407,1.7881046191363101,95.6948938266293
6013,6075,urban,0.9612074927871755,21163,21139,26.54869463897793,2.965462829617588,70.48584253140446
6013,6077,urban,0.6325856799825366,21163,15485,7.288766170765432,4.893629670902536,87.81760415833202
6013,6095,urban,,21163,0,,,
6013,6097,urban,,21163,0,,,
6015,6023,urban,,0,35,,,
6015,6093,urban,,0,0,,,
6017,6061,urban,,0,10671,,,
6017,6067,urban,,0,62030,,,
6019,6027,urban,,42799,0,,,
6019,6031,urban,,42799,0,,,
6019,6039,urban,,42799,0,,,
6019,6047,urban,,42799,0,,,
6019,6051,urban,,42799,0,,,
6019,6053,urban,0.9927324283935629,42799,957,11.456154846323523,0.74579210889029,87.79805304478619
6019,6069,urban,,42799,0,,,
6019,6107,urban,0.9980266954625479,42799,276,1.4086986556546457,5.7818984320426265,92.80940291230272
6021,6033,urban,,0,0,,,
6021,6045,urban,,0,0,,,
6021,6103,urban,,0,0,,,
6023,6045,urban,,35,0,,,
6023,6093,urban,,35,0,,,
6023,6105,urban,,35,0,,,
6025,6065,urban,0.9971503473085215,796,68686,12.52615472088182,2.110169688091263,85.36367559102693
6025,6073,urban,0.9975807712445993,796,119077,14.037460611317425,3.6407693092302975,82.32177007945226
6027,6029,urban,,0,33965,,,
6027,6051,urban,,0,0,,,
6027,6071,urban,,0,81649,,,
6027,6107,urban,,0,276,,,
6029,6031,urban,,33965,0,,,
6029,6037,urban,0.9882388765282855,33965,356814,24.104741903532787,1.1134127875984847,74.78184530886871
6029,6071,urban,0.7060823083709585,33965,81649,36.19056056013745,34.9046716579868,28.904767781875734
6029,6079,urban,,33965,0,,,
6029,6083,urban,,33965,0,,,
6029,6107,urban,0.9975175890368312,33965,276,2.245866651917831,3.4843068905651635,94.269826457517
6029,6111,urban,0.9095605359014328,33965,14244,5.996492793089448,3.2680250044084134,90.73548220250213
6031,6053,urban,,0,957,,,
6031,6079,urban,,0,0,,,
6031,6107,urban,,0,276,,,
6033,6045,urban,,0,0,,,
6033,6055,urban,,0,0,,,
6033,6097,urban,,0,0,,,
6033,6113,urban,,0,2043,,,
6035,6049,urban,,0,0,,,
6035,6063,urban,,0,0,,,
6035,6089,urban,,0,0,,,
6035,6091,urban,,0,0,,,
6037,6059,urban,0.9651008554586996,356814,131708,24.803526886842164,0.47183755335865935,74.72463555979918
6037,6071,urban,0.9756307834425925,356814,81649,27.99811769335512,1.253465732399337,70.74841657424552
6037,6111,urban,0.9897293684545273,356814,14244,26.392013549251015,2.3051455512894403,71.30284089945957
6039,6043,urban,,0,0,,,
6039,6047,urban,,0,0,,,
6039,6051,urban,,0,0,,,
6039,6109,urban,,0,0,,,
6041,6075,urban,0.9861466269203384,372,21139,21.788628802137836,14.577650492087916,63.63372070577425
6041,6095,urban,,372,0,,,
6041,6097,urban,,372,0,,,
6043,6047,urban,,0,0,,,
6043,6099,urban,,0,15387,,,
6043,6109,urban,,0,0,,,
6045,6097,urban,,0,0,,,
6045,6103,urban,,0,0,,,
6045,6105,urban,,0,0,,,
6047,6069,urban,,0,0,,,
6047,6085,urban,,0,66540,,,
6047,6099,urban,,0,15387,,,
6049,6089,urban,,0,0,,,
6049,6093,urban,,0,0,,,
6051,6109,urban,,0,0,,,
6053,6069,urban,,957,0,,,
6053,6079,urban,,957,0,,,
6053,6087,urban,,957,16,,,
6055,6095,urban,,0,0,,,
6055,6097,urban,,0,0,,,
6055,6113,urban,,0,2043,,,
6057,6061,urban,,0,10671,,,
6057,6091,urban,,0,0,,,
6057,6115,urban,,0,0,,,
6059,6065,urban,0.6589269139794606,131708,68686,47.21477367354688,25.003916427583416,27.7813098988697
6059,6071,urban,0.620307747109305,131708,81649,49.50662011766726,28.754103993374933,21.739275888957792
6059,6073,urban,0.9381541958251093,131708,119077,24.826165378946264,0.2567365855370235,74.91709803551674
6061,6067,urban,0.9543197320987336,10671,62030,0.7032296535068882,0.99398625236898,98.30278409412414
6061,6101,urban,,10671,0,,,
6061,6115,urban,,10671,0,,,
6063,6089,urban,,0,0,,,
6063,6091,urban,,0,0,,,
6063,6103,urban,,0,0,,,
6063,6115,urban,,0,0,,,
6065,6071,urban,0.5581334972493461,68686,81649,30.39504677317283,44.33603990026453,25.26891332656264
6065,6073,urban,0.9494841848687988,68686,119077,21.808719055584604,1.1746970026067902,77.01658394180862
6067,6077,urban,0.9326065990735244,62030,15485,1.5734587556046145,4.712502594330918,93.71403865006445
6067,6095,urban,,62030,0,,,
6067,6101,urban,,62030,0,,,
6067,6113,urban,0.9911038912668942,62030,2043,9.976990883102108,1.2739406476847888,88.74906846921311
6069,6085,urban,,0,66540,,,
6069,6087,urban,,0,16,,,
6075,6081,urban,0.9653416599082658,21139,7137,30.28240582685629,3.2416467594958385,66.47594741364789
6077,6099,urban,0.5783882728191109,15485,15387,4.753760573835853,2.597297246704077,92.6489421794601
6079,6083,urban,,0,0,,,
6081,6085,urban,0.9687419411756721,7137,66540,18.415097085895137,0.41074431305493864,81.17415860104992
6081,6087,urban,,7137,16,,,
6083,6111,urban,,0,14244,,,
6085,6087,urban,,66540,16,,,
6085,6099,urban,0.9344538430554029,66540,15387,2.5749091257719323,1.8415349854042276,95.58355588882387
6089,6093,urban,,0,0,,,
6089,6103,urban,,0,0,,,
6089,6105,urban,,0,0,,,
6091,6115,urban,,0,0,,,
6093,6105,urban,,0,0,,,
6095,6097,urban,,0,0,,,
6095,6113,urban,,0,2043,,,
6099,6109,urban,,15387,0,,,
6101,6113,urban,,0,2043,,,
6101,6115,urban,,0,0,,,
6103,6105,urban,,0,0,,,
6001,6013,other,,0,2,,,
6001,6075,other,,0,0,,,
6001,6077,other,,0,0,,,
6001,6081,other,,0,0,,,
6001,6085,other,,0,0,,,
6001,6099,other,,0,0,,,
6003,6005,other,,0,0,,,
6003,6009,other,,0,0,,,
6003,6017,other,,0,0,,,
6003,6051,other,,0,0,,,
6003,6109,other,,0,0,,,
6005,6009,other,,0,0,,,
6005,6017,other,,0,0,,,
6005,6067,other,,0,0,,,
6005,6077,other,,0,0,,,
6007,6011,other,,0,0,,,
6007,6021,other,,0,0,,,
6007,6063,other,,0,0,,,
6007,6101,other,,0,0,,,
6007,6103,other,,0,0,,,
6007,6115,other,,0,0,,,
6009,6077,other,,0,0,,,
6009,6099,other,,0,0,,,
6009,6109,other,,0,0,,,
6011,6021,other,,0,0,,,
6011,6033,other,,0,0,,,
6011,6101,other,,0,0,,,
6011,6113,other,,0,0,,,
6013,6041,other,,2,0,,,
6013,6067,other,,2,0,,,
6013,6075,other,,2,0,,,
6013,6077,other,,2,0,,,
6013,6095,other,,2,0,,,
6013,6097,other,,2,0,,,
6015,6023,other,,0,0,,,
6015,6093,other,,0,0,,,
6017,6061,other,,0,0,,,
6017,6067,other,,0,0,,,
6019,6027,other,,0,0,,,
6019,6031,other,,0,0,,,
6019,6039,other,,0,0,,,
6019,6047,other,,0,0,,,
6019,6051,other,,0,0,,,
6019,6053,other,,0,0,,,
6019,6069,other,,0,0,,,
6019,6107,other,,0,0,,,
6021,6033,other,,0,0,,,
6021,6045,other,,0,0,,,
6021,6103,other,,0,0,,,
6023,6045,other,,0,0,,,
6023,6093,other,,0,0,,,
6023,6105,other,,0,0,,,
6025,6065,other,,0,0,,,
6025,6073,other,,0,0,,,
6027,6029,other,,0,0,,,
6027,6051,other,,0,0,,,
6027,6071,other,,0,0,,,
6027,6107,other,,0,0,,,
6029,6031,other,,0,0,,,
6029,6037,other,,0,0,,,
6029,6071,other,,0,0,,,
6029,6079,other,,0,0,,,
6029,6083,other,,0,0,,,
6029,6107,other,,0,0,,,
6029,6111,other,,0,0,,,
6031,6053,other,,0,0,,,
6031,6079,other,,0,0,,,
6031,6107,other,,0,0,,,
6033,6045,other,,0,0,,,
6033,6055,other,,0,0,,,
6033,6097,other,,0,0,,,
6033,6113,other,,0,0,,,
6035,6049,other,,0,0,,,
6035,6063,other,,0,0,,,
6035,6089,other,,0,0,,,
6035,6091,other,,0,0,,,
6037,6059,other,,0,0,,,
6037,6071,other,,0,0,,,
6037,6111,other,,0,0,,,
6039,6043,other,,0,0,,,
6039,6047,other,,0,0,,,
6039,6051,other,,0,0,,,
6039,6109,other,,0,0,,,
6041,6075,other,,0,0,,,
6041,6095,other,,0,0,,,
6041,6097,other,,0,0,,,
6043,6047,other,,0,0,,,
6043,6099,other,,0,0,,,
6043,6109,other,,0,0,,,
6045,6097,other,,0,0,,,
6045,6103,other,,0,0,,,
6045,6105,other,,0,0,,,
6047,6069,other,,0,0,,,
6047,6085,other,,0,0,,,
6047,6099,other,,0,0,,,
6049,6089,other,,0,0,,,
6049,6093,other,,0,0,,,
6051,6109,other,,0,0,,,
6053,6069,other,,0,0,,,
6053,6079,other,,0,0,,,
6053,6087,other,,0,0,,,
6055,6095,other,,0,0,,,
6055,6097,other,,0,0,,,
6055,6113,other,,0,0,,,
6057,6061,other,,0,0,,,
6057,6091,other,,0,0,,,
6057,6115,other,,0,0,,,
6059,6065,other,,0,0,,,
6059,6071,other,,0,0,,,
6059,6073,other,,0,0,,,
6061,6067,other,,0,0,,,
6061,6101,other,,0,0,,,
6061,6115,other,,0,0,,,
6063,6089,other,,0,0,,,
6063,6091,other,,0,0,,,
6063,6103,other,,0,0,,,
6063,6115,other,,0,0,,,
6065,6071,other,,0,0,,,
6065,6073,other,,0,0,,,
6067,6077,other,,0,0,,,
6067,6095,other,,0,0,,,
6067,6101,other,,0,0,,,
6067,6113,other,,0,0,,,
6069,6085,other,,0,0,,,
6069,6087,other,,0,0,,,
6075,6081,other,,0,0,,,
6077,6099,other,,0,0,,,
6079,6083,other,,0,0,,,
6081,6085,other,,0,0,,,
6081,6087,other,,0,0,,,
6083,6111,other,,0,0,,,
6085,6087,other,,0,0,,,
6085,6099,other,,0,0,,,
6089,6093,other,,0,0,,,
6089,6103,other,,0,0,,,
6089,6105,other,,0,0,,,
6091,6115,other,,0,0,,,
6093,6105,other,,0,0,,,
6095,6097,other,,0,0,,,
6095,6113,other,,0,0,,,
6099,6109,other,,0,0,,,
6101,6113,other,,0,0,,,
6101,6115,other,,0,0,,,
6103,6105,other,,0,0,,,
6001,6013,crop,,0,542,,,
6001,6075,crop,,0,0,,,
6001,6077,crop,,0,2000,,,
6001,6081,crop,,0,2,,,
6001,6085,crop,,0,310,,,
6001,6099,crop,,0,1464,,,
6003,6005,crop,,0,12,,,
6003,6009,crop,,0,0,,,
6003,6017,crop,,0,0,,,
6003,6051,crop,,0,4,,,
6003,6109,crop,,0,0,,,
6005,6009,crop,,12,0,,,
6005,6017,crop,,12,0,,,
6005,6067,crop,,12,1033,,,
6005,6077,crop,,12,2000,,,
6007,6011,crop,0.9957264957264957,245,221,2.957661427322366,1.435120482821786,95.60721808985586
6007,6021,crop,0.8470319634703195,245,193,6.583310896004453,5.918406526368146,87.49828257762744
6007,6063,crop,,245,0,,,
6007,6101,crop,0.8677834388348517,245,519,4.984220502372503,9.666936334858095,85.3488431627694
6007,6103,crop,0.9969969969969971,245,89,2.8737843803035164,3.1053490424974113,94.02086657719909
6007,6115,crop,0.7785246572539389,245,297,3.6677218994402283,2.89406067467829,93.43821742588149
6009,6077,crop,,0,2000,,,
6009,6099,crop,,0,1464,,,
6009,6109,crop,,0,0,,,
6011,6021,crop,0.9758454106280193,221,193,10.218895942515259,4.00622728288642,85.77487677459833
6011,6033,crop,,221,13,,,
6011,6101,crop,0.9729655596151104,221,519,31.39673851749208,1.3452791928300638,67.25798228967787
6011,6113,crop,0.9863275540264004,221,510,31.218730421552273,1.841036074899942,66.94023350354782
6013,6041,crop,,542,0,,,
6013,6067,crop,0.8990476190476192,542,1033,1.7718000836355017,4.506166065741062,93.72203385062346
6013,6075,crop,,542,0,,,
6013,6077,crop,0.8202205527462817,542,2000,6.4825696610095624,9.32532349970553,84.1921068392849
6013,6095,crop,0.7508548362206898,542,317,4.528250450242687,2.5417587033490063,92.92999084640829
6013,6097,crop,0.8509984639016898,542,109,26.8396297879042,33.56582527959205,39.59454493250376
6015,6023,crop,,0,0,,,
6015,6093,crop,,0,25,,,
6017,6061,crop,,0,66,,,
6017,6067,crop,,0,1033,,,
6019,6027,crop,,2085,2,,,
6019,6031,crop,0.8782442457141252,2085,1151,20.049639370030906,4.657051066794179,75.29330956317492
6019,6039,crop,0.9863461923770479,2085,332,5.7427272169054495,2.518177274571144,91.73909550852342
6019,6047,crop,0.9447810801589043,2085,2569,3.387576127126978,5.7730000042301395,90.83942386864288
6019,6051,crop,,2085,4,,,
6019,6053,crop,0.9033469571653847,2085,812,14.182913470313187,5.718041694970589,80.09904483471622
6019,6069,crop,0.9446133275001661,2085,280,2.547804208163069,4.379510237592764,93.07268555424419
6019,6107,crop,0.8493408662900187,2085,2694,3.3373527620336523,2.75309100947909,93.90955622848725
6021,6033,crop,,193,13,,,
6021,6045,crop,,193,0,,,
6021,6103,crop,0.9716312056737589,193,89,8.416343985809705,7.902246929877505,83.68140908431278
6023,6045,crop,,0,0,,,
6023,6093,crop,,0,25,,,
6023,6105,crop,,0,0,,,
6025,6065,crop,0.8779480344123196,1500,1130,9.355664424925564,2.8674763642529086,87.77685921082151
6025,6073,crop,,1500,13,,,
6027,6029,crop,,2,1368,,,
6027,6051,crop,,2,4,,,
6027,6071,crop,,2,18,,,
6027,6107,crop,,2,2694,,,
6029,6031,crop,0.9130536163611254,1368,1151,37.42665427610352,6.599457038233424,55.973888685663056
6029,6037,crop,,1368,2,,,
6029,6071,crop,,1368,18,,,
6029,6079,crop,0.9322983265093491,1368,301,6.659222897789282,11.095652668499023,82.2451244337117
6029,6083,crop,0.9321321321321321,1368,297,11.673932151674148,12.292566236333123,76.03350161199275
6029,6107,crop,0.8924175283111767,1368,2694,2.590503574947436,3.623477636811651,93.78601878824091
6029,6111,crop,0.9665188411630536,1368,215,4.99546121429461,8.006447272314787,86.99809151339058
6031,6053,crop,0.997453914450903,1151,812,2.998082593022308,1.302430712174369,95.69948669480331
6031,6079,crop,0.9972451790633609,1151,301,4.88034224857247,1.7394095368943128,93.38024821453321
6031,6107,crop,1.0,1151,2694,29.140332484446,0.29151757416863333,70.56814994138536
6033,6045,crop,,13,0,,,
6033,6055,crop,,13,127,,,
6033,6097,crop,,13,109,,,
6033,6113,crop,,13,510,,,
6035,6049,crop,,41,62,,,
6035,6063,crop,,41,0,,,
6035,6089,crop,,41,56,,,
6035,6091,crop,,41,0,,,
6037,6059,crop,,2,0,,,
6037,6071,crop,,2,18,,,
6037,6111,crop,,2,215,,,
6039,6043,crop,,332,0,,,
6039,6047,crop,0.8862461220268872,332,2569,55.49585198704086,17.226731563084137,27.277416449875002
6039,6051,crop,,332,4,,,
6039,6109,crop,,332,0,,,
6041,6075,crop,,0,0,,,
6041,6095,crop,,0,317,,,
6041,6097,crop,,0,109,,,
6043,6047,crop,,0,2569,,,
6043,6099,crop,,0,1464,,,
6043,6109,crop,,0,0,,,
6045,6097,crop,,0,109,,,
6045,6103,crop,,0,89,,,
6045,6105,crop,,0,0,,,
6047,6069,crop,0.9589314698759543,2569,280,27.939169878630054,2.521222397513216,69.53960772385673
6047,6085,crop,0.9833275402618469,2569,310,6.448566855779,5.727662388434745,87.82377075578627
6047,6099,crop,0.979172014220806,2569,1464,24.54073829841513,1.661007678922655,73.79825402266222
6049,6089,crop,0.9914529914529915,62,56,2.484144999498005,3.27163859589337,94.24421640460862
6049,6093,crop,,62,25,,,
6051,6109,crop,,4,0,,,
6053,6069,crop,0.858974358974359,812,280,3.4085172886418134,8.384227068796417,88.20725564256179
6053,6079,crop,0.7888589398023361,812,301,5.657188401325848,9.738280465311457,84.60453113336268
6053,6087,crop,,812,2,,,
6055,6095,crop,0.9932432432432433,127,317,1.8702741673967536,2.018706103569285,96.11101972903397
6055,6097,crop,0.9787406686140864,127,109,7.566245018857934,2.403870892901172,90.02988408824089
6055,6113,crop,0.8665662739539965,127,510,8.52413033283994,2.858729118021839,88.61714054913824
6057,6061,crop,,0,66,,,
6057,6091,crop,,0,0,,,
6057,6115,crop,,0,297,,,
6059,6065,crop,,0,1130,,,
6059,6071,crop,,0,18,,,
6059,6073,crop,,0,13,,,
6061,6067,crop,0.9836189653717683,66,1033,8.076180010585798,1.5461820328427651,90.37763795657143
6061,6101,crop,0.9521367521367522,66,519,4.598624448722262,4.565845881387952,90.83552966988981
6061,6115,crop,0.9228650137741047,66,297,2.8902694489831084,3.4735043537351356,93.63622619728176
6063,6089,crop,,0,56,,,
6063,6091,crop,,0,0,,,
6063,6103,crop,,0,89,,,
6063,6115,crop,,0,297,,,
6065,6071,crop,,1130,18,,,
6065,6073,crop,,1130,13,,,
6067,6077,crop,0.8911968348170128,1033,2000,1.7901280967750197,5.899348113293167,92.3105237899318
6067,6095,crop,0.8955555555555555,1033,317,2.962828028475305,5.79174231978796,91.24542965173676
6067,6101,crop,0.8447159510989298,1033,519,2.8399145827197856,6.886926013923366,90.27315940335686
6067,6113,crop,0.8684409353632278,1033,510,4.64942141636997,6.615327910448101,88.73525067318192
6069,6085,crop,0.7847474014986705,280,310,3.7336212565036324,5.082733821686908,91.18364492180946
6069,6087,crop,,280,2,,,
6075,6081,crop,,0,2,,,
6077,6099,crop,0.6443484110728478,2000,1464,3.6717293916506937,13.522126834938398,82.80614377341092
6079,6083,crop,0.7090452261306533,301,297,4.376505746716852,16.143944760004814,79.47954949327836
6081,6085,crop,,2,310,,,
6081,6087,crop,,2,2,,,
6083,6111,crop,0.7558307533539731,297,215,5.813713702458651,6.80918953138551,87.37709676615583
6085,6087,crop,,310,2,,,
6085,6099,crop,0.9351762930443134,310,1464,4.223129008893753,2.8556480064844796,92.92122298462175
6089,6093,crop,,56,25,,,
6089,6103,crop,0.9863945578231292,56,89,5.281594615266353,6.869359487608166,87.84904589712549
6089,6105,crop,,56,0,,,
6091,6115,crop,,0,297,,,
6093,6105,crop,,25,0,,,
6095,6097,crop,0.812206572769953,317,109,8.325607066807313,17.821370556343023,73.85302237684967
6095,6113,crop,0.9963768115942028,317,510,3.828821721637067,2.5670441775366353,93.6041341008263
6099,6109,crop,,1464,0,,,
6101,6113,crop,0.9815354713313896,519,510,3.825515927580031,5.727527304895136,90.44695676752484
6101,6115,crop,0.685049019607843,519,297,25.144676900095355,18.202576071528945,56.65274702837569
6103,6105,crop,,89,0,,,
6001,6013,forest,0.96179268416572,3430,8217,1.4312430343567484,0.8577823505944102,97.71097461504887
6001,6075,forest,,3430,14,,,
6001,6077,forest,0.9667333825316248,3430,2101,2.1679942495693427,3.5003417951594558,94.33166395527121
6001,6081,forest,0.8623589743589744,3430,6320,1.981723711759826,1.0062901387845729,97.01198614945561
6001,6085,forest,0.6249303190968005,3430,5563,29.572031809240805,14.807661807988556,55.62030638277063
6001,6099,forest,0.9467979096939105,3430,3487,1.2082555188164927,3.7874927965908736,95.00425168459262
6003,6005,forest,0.9858115458721007,269,2832,14.166518710747404,7.8849307115691705,77.9485505776834
6003,6009,forest,0.9861725663716814,269,5155,23.54325677325796,0.32885787331515365,76.12788535342689
6003,6017,forest,1.0,269,15425,3.306008546225608,9.533632321914656,87.16035913185974
6003,6051,forest,0.8460302837030212,269,965,3.2751329934272326,7.1404680564373955,89.58439895013538
6003,6109,forest,0.9937720010831302,269,7117,3.6803782512298238,0.7113811564215695,95.60824059234861
6005,6009,forest,0.9974958054176484,2832,5155,2.4423384118951263,1.4267755083410958,96.13088607976377
6005,6017,forest,0.9749138185775634,2832,15425,0.5596515955672231,1.8226869998984494,97.61766140453433
6005,6067,forest,0.9194745859508853,2832,2421,2.2353023957366704,4.344705176906638,93.4199924273567
6005,6077,forest,0.9608763068306475,2832,2101,1.063306234496269,1.0447458060037151,97.89194795950003
6007,6011,forest,1.0,7356,196,8.388573932618575,11.006249302576729,80.6051767648047
6007,6021,forest,0.9952084952084953,7356,366,0.6723460947970549,2.570042759828604,96.75761114537434
6007,6063,forest,0.8774628065942903,7356,2592,1.333183891419818,8.285707210084714,90.38110889849548
6007,6101,forest,0.9936431532504435,7356,352,0.8806584376735932,9.76007398432574,89.35926757800067
6007,6103,forest,1.0,7356,2395,1.2573706701644893,1.0684772240261253,97.67415210580937
6007,6115,forest,0.9160687848764377,7356,1425,1.12555562168556,8.257290546343722,90.61715383197071
6009,6077,forest,0.999586435070306,5155,2101,3.41703956450648,0.9357026456498901,95.64725778984364
6009,6099,forest,0.9997685185185184,5155,3487,5.144590410887153,0.3769881043299688,94.47842148478287
6009,6109,forest,0.7327248853855951,5155,7117,3.624457843116712,3.6715010568797064,92.7040411000036
6011,6021,forest,0.9839856638980544,196,366,4.7673490974812225,3.9285064116071675,91.30414449091161
6011,6033,forest,0.9901813394760115,196,5100,5.508406631024556,28.813861311096375,65.67773205787906
6011,6101,forest,0.9653515883024081,196,352,21.015987542892166,2.2896914219977176,76.69432103511014
6011,6113,forest,0.9289361771998096,196,409,7.188087023530323,2.102448308760866,90.7094646677088
6013,6041,forest,0.9110626438870714,8217,8289,17.028362617706343,0.40943290362928036,82.56220447866438
6013,6067,forest,0.9664410603496899,8217,2421,0.6484917834489685,2.9472118435542733,96.40429637299675
6013,6075,forest,,8217,14,,,
6013,6077,forest,0.8212833131589091,8217,2101,2.4645093279240027,5.460052183347419,92.0754384887286
6013,6095,forest,0.933557595113264,8217,994,1.0299615044919121,2.5680581982200983,96.40198029728802
6013,6097,forest,0.6548059461780635,8217,11540,2.8089036080886474,3.6807780103276957,93.51031838158369
6015,6023,forest,0.9211586627463791,2288,6895,1.7746973002729813,5.264262776363671,92.96103992336334
6015,6093,forest,1.0,2288,2950,1.1368450404173651,1.157099509762406,97.70605544982024
6017,6061,forest,0.7314653255328611,15425,13804,0.49553710728398925,2.202767190633927,97.30169570208204
6017,6067,forest,0.9544994536049133,15425,2421,2.049331359617234,3.411968821079178,94.53869981930359
6019,6027,forest,0.9899768122833411,1939,156,3.6522032496395784,3.5984292570293848,92.74936749333104
6019,6031,forest,0.9617349433092909,1939,178,3.3248617528762208,19.591559652447916,77.08357859467587
6019,6039,forest,0.9631012949699088,1939,4240,2.087433150496528,5.099526448244973,92.81304040125849
6019,6047,forest,0.9721634954193094,1939,899,4.415191884622388,7.3851538412801885,88.1996542740974
6019,6051,forest,0.9545454545454546,1939,965,1.5603654235572724,9.277906422562625,89.16172815388013
6019,6053,forest,0.9265328874024527,1939,7031,5.35664610421769,5.758431322049397,88.8849225737329
6019,6069,forest,0.9387288523090992,1939,248,1.681391075016803,4.515542380911043,93.80306654407217
6019,6107,forest,0.9616834946678842,1939,2341,3.4304875093053404,10.07954306634791,86.48996942434675
6021,6033,forest,0.9742041712403952,366,5100,5.71869332559,12.844725499348856,81.43658117506115
6021,6045,forest,0.9776491397330761,366,5853,4.152686183715123,2.724308628059873,93.123005188225
6021,6103,forest,0.994206439125714,366,2395,3.5256011470829263,6.426396830736058,90.04800202218102
6023,6045,forest,0.5822876155404502,6895,5853,9.883152727019802,44.2215050187601,45.8953422542201
6023,6093,forest,0.8685630083969759,6895,2950,0.94917178083127,4.911668589370625,94.13915962979809
6023,6105,forest,0.9513834988649768,6895,1312,11.30827064370147,5.696249794100011,82.9954795621985
6025,6065,forest,,36,4234,,,
6025,6073,forest,,36,11106,,,
6027,6029,forest,0.9885448307242027,156,1939,5.31429636191627,2.111736752709271,92.57396688537445
6027,6051,forest,0.8884914433723771,156,965,31.488094428585583,63.31443313983661,5.197472431577817
6027,6071,forest,0.9977902046993458,156,9347,2.8750438093872708,2.8005568504116476,94.32439934020108
6027,6107,forest,0.9967948717948718,156,2341,19.454617915246764,0.0,80.54538208475324
6029,6031,forest,0.9674040142245796,1939,178,7.199017345098575,7.210149826608315,85.5908328282931
6029,6037,forest,0.9310152193218455,1939,4990,4.255112427306749,3.391215611494439,92.3536719611988
6029,6071,forest,0.8439659755449229,1939,9347,12.022481380271206,41.853918659419215,46.12359996030957
6029,6079,forest,0.954145032021894,1939,3622,0.9146931164123934,6.539379405075092,92.5459274785125
6029,6083,forest,0.8992102321037359,1939,4401,7.54712642425407,8.68849444372535,83.76437913202061
6029,6107,forest,0.9651873489075476,1939,2341,1.1349100266058414,7.351490840575368,91.5135991328188
6029,6111,forest,0.9516130077801388,1939,3331,1.5518550851433268,5.190607386375821,93.25753752848084
6031,6053,forest,1.0,178,7031,7.569553741768865,0.6587502208534955,91.77169603737764
6031,6079,forest,1.0,178,3622,22.960404980017103,1.3919092770520243,75.64768574293089
6031,6107,forest,1.0,178,2341,17.011074348741243,1.5934061468126528,81.3955195044461
6033,6045,forest,0.6021181411485438,5100,5853,7.583585333058317,31.883303445127552,60.53311122181411
6033,6055,forest,0.8972130836986781,5100,2722,1.3469962409712475,8.805502548367787,89.84750121066098
6033,6097,forest,0.9875601177345749,5100,11540,19.000014521450698,4.472320378218507,76.52766510033081
6033,6113,forest,0.969141930043656,5100,409,1.219603510726198,14.286827189750028,84.49356929952381
6035,6049,forest,0.9878769333887032,758,150,1.7747137394225816,12.926022020720032,85.29926423985738
6035,6063,forest,0.7865690870643652,758,2592,16.31980911335028,27.858063105632837,55.82212778101686
