fips_a,fips_b,lc_type,accuracy,n_a,n_b,imp_st_damcat,imp_bldgtype,imp_clr
6035,6089,forest,0.9646469408449985,758,10217,1.5962658691384963,8.160454618418688,90.24327951244284
6035,6091,forest,0.9563683897801544,758,365,14.546389673015389,3.624550635816093,81.82905969116852
6037,6059,forest,0.9438830791158216,4990,1746,2.0587838040506723,2.1692375541238254,95.77197864182551
6037,6071,forest,0.9016530654948735,4990,9347,2.533844641806,1.1619798256954534,96.30417553249855
6037,6111,forest,0.9963943173317947,4990,3331,16.358521681711974,0.44499010050389537,83.19648821778415
6039,6043,forest,0.9404804507884741,4240,1170,10.922907602872895,14.410183836100247,74.66690856102686
6039,6047,forest,0.8273983265226699,4240,899,24.833487190680696,58.74532242421325,16.421190385106037
6039,6051,forest,0.9327569644572526,4240,965,7.0941190368552896,11.311129435677381,81.59475152746731
6039,6109,forest,0.8707404019024875,4240,7117,3.1626956824695913,2.667844677846216,94.16945963968419
6041,6075,forest,,8289,14,,,
6041,6095,forest,0.9995690583925878,8289,994,4.785788232493876,6.764548734934817,88.44966303257131
6041,6097,forest,0.9250091277447042,8289,11540,16.86207208276807,1.3135741091373205,81.8243538080946
6043,6047,forest,0.845819397993311,1170,899,9.825391245509797,2.220907121823303,87.95370163266692
6043,6099,forest,0.9982826167289561,1170,3487,6.773654708276832,0.715902725148633,92.51044256657454
6043,6109,forest,0.9630753494179185,1170,7117,3.2333935926972366,7.436224184295971,89.33038222300678
6045,6097,forest,0.9765419299460024,5853,11540,22.006778496485442,3.5469116949125676,74.446309808602
6045,6103,forest,0.8922158360615983,5853,2395,0.6844866769849417,3.1420336932043362,96.17347962981071
6045,6105,forest,0.9434755167400183,5853,1312,18.076011391561188,1.648657502737934,80.2753311057009
6047,6069,forest,0.9258927635685937,899,248,7.887928527890483,4.2282532929299,87.88381817917963
6047,6085,forest,0.9877746827607551,899,5563,1.3589611705118665,0.768487614859648,97.87255121462847
6047,6099,forest,0.9822161422708618,899,3487,32.63491291712959,2.203119787350635,65.16196729551977
6049,6089,forest,1.0,150,10217,22.51191464114036,1.3370342617262283,76.15105109713339
6049,6093,forest,0.9835483836740249,150,2950,2.2455463329405165,18.16042175420548,79.59403191285399
6051,6109,forest,0.9764909675822816,965,7117,11.307219694960457,2.2114861299588187,86.4812941750807
6053,6069,forest,0.9839265327446007,7031,248,0.8005981484946679,3.38886255468832,95.81053929681701
6053,6079,forest,0.841359241528208,7031,3622,1.080323119065055,3.4798472652109074,95.43982961572405
6053,6087,forest,0.5861439152247475,7031,8298,9.055385972171356,43.67133199906123,47.273282028767404
6055,6095,forest,0.9983855776824205,2722,994,5.463579268301009,8.701033342869152,85.83538738882984
6055,6097,forest,1.0,2722,11540,11.701274824360146,1.146845533641397,87.15187964199846
6055,6113,forest,0.8853418582069358,2722,409,18.0805063934408,6.108825760216337,75.81066784634287
6057,6061,forest,0.9599149502123477,11592,13804,21.929939669550766,1.8446678071730844,76.22539252327617
6057,6091,forest,0.9894621346188028,11592,365,5.387199237945836,12.16988087872918,82.44291988332496
6057,6115,forest,0.9538296074364293,11592,1425,1.5480247080402705,9.52308222368787,88.92889306827185
6059,6065,forest,0.7118728656281607,1746,4234,9.55960154922413,45.16662821218287,45.27377023859303
6059,6071,forest,0.8440458083647355,1746,9347,5.864308659982699,18.3324398325853,75.803251507432
6059,6073,forest,0.9703548085901027,1746,11106,2.697514599730976,4.311006097140966,92.99147930312805
6061,6067,forest,0.9773805473600686,13804,2421,0.8693920018270156,6.828140297569018,92.30246770060394
6061,6101,forest,0.9945606202687399,13804,352,0.33960059159762274,0.744822606746657,98.91557680165569
6061,6115,forest,0.9936305947510001,13804,1425,0.5789023286503321,12.359675799656289,87.06142187169336
6063,6089,forest,0.9022563955711428,2592,10217,3.2806471787649762,17.791816726758107,78.92753609447689
6063,6091,forest,0.9857960688213673,2592,365,9.822725434636382,3.208311725416122,86.9689628399475
6063,6103,forest,1.0,2592,2395,1.545904888576009,2.3991157538985246,96.05497935752545
6063,6115,forest,0.8127956186208612,2592,1425,7.879505958881723,45.06686280527092,47.05363123584737
6065,6071,forest,0.7162211913702968,4234,9347,10.786124664541733,49.32472534215224,39.88914999330602
6065,6073,forest,0.9350062208990133,4234,11106,7.247165921891016,3.234919432511291,89.5179146455977
6067,6077,forest,0.957540760271694,2421,2101,2.4032805718864916,3.278577780093875,94.31814164801962
6067,6095,forest,0.8890212434159195,2421,994,2.696082265610081,2.4335808938227155,94.8703368405672
6067,6101,forest,0.9354510354510355,2421,352,2.2007792504843944,0.851548056303605,96.947672693212
6067,6113,forest,0.957953639963813,2421,409,1.3030740293549976,1.703727747498726,96.99319822314627
6069,6085,forest,0.9790053347100326,248,5563,1.8528308684581727,4.1237442245024765,94.02342490703933
6069,6087,forest,0.9863093019694142,248,8298,1.4823476393552506,4.978450420702937,93.5392019399418
6075,6081,forest,,14,6320,,,
6077,6099,forest,0.6832487437441852,2101,3487,1.4273455556011851,4.260718446510512,94.31193599788828
6079,6083,forest,0.7970842799124837,3622,4401,1.6001229674249366,4.3662548163180075,94.03362221625706
6081,6085,forest,0.8201632584364217,6320,5563,3.4223481170176835,0.3629574637782624,96.21469441920404
6081,6087,forest,0.5931041867933748,6320,8298,15.232468022615873,18.082670188347134,66.68486178903699
6083,6111,forest,0.8085872128361139,4401,3331,2.0733923773652183,2.0659139906348503,95.86069363199995
6085,6087,forest,0.8616261074278819,5563,8298,8.713121357682343,1.4196459496865341,89.86723269263116
6085,6099,forest,0.9588951731523138,5563,3487,0.31343455208288057,2.9003050382790754,96.78626040963803
6089,6093,forest,0.999848105111263,10217,2950,2.632411157191548,0.8923274579598527,96.47526138484861
6089,6103,forest,0.9999207104345068,10217,2395,2.8606088602634347,12.75469736754875,84.3846937721878
6089,6105,forest,0.9993928354584093,10217,1312,8.564296915781402,0.3793461911878778,91.0563568930307
6091,6115,forest,0.9916229169711346,365,1425,6.235370810257255,12.154671429358803,81.60995776038394
6093,6105,forest,0.9436890637750972,2950,1312,3.406958852449924,1.9570167515885064,94.63602439596157
6095,6097,forest,0.9505345460347855,994,11540,1.1965151211467573,2.559932853874836,96.24355202497838
6095,6113,forest,0.9978632478632479,994,409,4.588432312744994,2.0038826809583967,93.4076850062966
6099,6109,forest,0.9999056781739295,3487,7117,3.779446927375175,0.3390872673546529,95.88146580527018
6101,6113,forest,0.9934331331113255,352,409,3.829119748538012,3.4760039537265977,92.69487629773538
6101,6115,forest,0.8992667836470535,352,1425,2.221183785986972,33.0019694708239,64.77684674318913
6103,6105,forest,0.9104437718643136,2395,1312,1.4057078654053343,6.28166923284331,92.31262290175135
6001,6013,grass,,26,55,,,
6001,6075,grass,,26,0,,,
6001,6077,grass,,26,69,,,
6001,6081,grass,,26,0,,,
6001,6085,grass,,26,23,,,
6001,6099,grass,,26,24,,,
6003,6005,grass,,0,16,,,
6003,6009,grass,,0,13,,,
6003,6017,grass,,0,0,,,
6003,6051,grass,,0,56,,,
6003,6109,grass,,0,16,,,
6005,6009,grass,,16,13,,,
6005,6017,grass,,16,0,,,
6005,6067,grass,,16,40,,,
6005,6077,grass,,16,69,,,
6007,6011,grass,,36,4,,,
6007,6021,grass,,36,30,,,
6007,6063,grass,,36,0,,,
6007,6101,grass,,36,0,,,
6007,6103,grass,,36,112,,,
6007,6115,grass,,36,0,,,
6009,6077,grass,,13,69,,,
6009,6099,grass,,13,24,,,
6009,6109,grass,,13,16,,,
6011,6021,grass,,4,30,,,
6011,6033,grass,,4,85,,,
6011,6101,grass,,4,0,,,
6011,6113,grass,,4,2,,,
6013,6041,grass,0.9642010431484116,55,57,2.3055199655667855,4.137487322969616,93.55699271146361
6013,6067,grass,,55,40,,,
6013,6075,grass,,55,0,,,
6013,6077,grass,0.7098335269066977,55,69,12.621186628384924,46.216481896572816,41.16233147504227
6013,6095,grass,0.8940516005733397,55,219,5.46660146906902,16.00697603790649,78.52642249302451
6013,6097,grass,,55,28,,,
6015,6023,grass,,0,0,,,
6015,6093,grass,,0,76,,,
6017,6061,grass,,0,20,,,
6017,6067,grass,,0,40,,,
6019,6027,grass,0.9624429727740985,270,182,15.757572742492153,5.026229576115514,79.21619768139233
6019,6031,grass,,270,8,,,
6019,6039,grass,,270,12,,,
6019,6047,grass,0.9331306430808918,270,134,3.9405112794227968,5.577860132864011,90.48162858771317
6019,6051,grass,0.9540151772567674,270,56,9.803306510592796,9.959652171407004,80.23704131800022
6019,6053,grass,,270,13,,,
6019,6069,grass,,270,29,,,
6019,6107,grass,0.914351851851852,270,162,7.81724860362354,5.282108971163369,86.90064242521308
6021,6033,grass,,30,85,,,
6021,6045,grass,,30,0,,,
6021,6103,grass,,30,112,,,
6023,6045,grass,,0,0,,,
6023,6093,grass,,0,76,,,
6023,6105,grass,,0,0,,,
6025,6065,grass,,0,1407,,,
6025,6073,grass,,0,47,,,
6027,6029,grass,0.983730018459605,182,924,2.904993811731167,1.8388889266827821,95.25611726158603
6027,6051,grass,0.7982067510548524,182,56,32.34537914699605,50.494093002851905,17.16052785015205
6027,6071,grass,0.994006142794659,182,3155,1.3126080293722917,1.5841340200216323,97.10325795060605
6027,6107,grass,0.9971014492753624,182,162,1.6117382681657646,1.406490482037523,96.98177124979674
6029,6031,grass,,924,8,,,
6029,6037,grass,0.900798542903806,924,1072,8.589527531843748,6.4354133116584835,84.97505915649779
6029,6071,grass,0.7945577053485118,924,3155,18.327081451628096,36.62330638063657,45.04961216773535
6029,6079,grass,0.9293397393014251,924,293,4.390606605944298,12.398801586120301,83.2105918079354
6029,6083,grass,0.9623015873015873,924,84,7.727098367462504,28.521808343201847,63.75109328933564
6029,6107,grass,0.9475138121546962,924,162,3.407920612796464,3.4597157992799112,93.13236358792365
6029,6111,grass,0.9175154372056881,924,640,1.8985649535996416,8.248106407642773,89.85332863875757
6031,6053,grass,,8,13,,,
6031,6079,grass,,8,293,,,
6031,6107,grass,,8,162,,,
6033,6045,grass,,85,0,,,
6033,6055,grass,,85,36,,,
6033,6097,grass,,85,28,,,
6033,6113,grass,,85,2,,,
6035,6049,grass,,175,6,,,
6035,6063,grass,,175,0,,,
6035,6089,grass,,175,23,,,
6035,6091,grass,,175,9,,,
6037,6059,grass,0.9920094562647753,1072,54,3.8649724043846163,6.574856716834546,89.56017087878082
6037,6071,grass,0.9264253607759639,1072,3155,1.6392291254524298,3.7045432391007767,94.65622763544681
6037,6111,grass,0.9369209655779848,1072,640,7.938327351703712,2.8546648552192053,89.2070077930771
6039,6043,grass,,12,2,,,
6039,6047,grass,,12,134,,,
6039,6051,grass,,12,56,,,
6039,6109,grass,,12,16,,,
6041,6075,grass,,57,0,,,
6041,6095,grass,0.9963768115942028,57,219,5.03544536874229,0.8393725021555953,94.12518212910213
6041,6097,grass,,57,28,,,
6043,6047,grass,,2,134,,,
6043,6099,grass,,2,24,,,
6043,6109,grass,,2,16,,,
6045,6097,grass,,0,28,,,
6045,6103,grass,,0,112,,,
6045,6105,grass,,0,0,,,
6047,6069,grass,,134,29,,,
6047,6085,grass,,134,23,,,
6047,6099,grass,,134,24,,,
6049,6089,grass,,6,23,,,
6049,6093,grass,,6,76,,,
6051,6109,grass,,56,16,,,
6053,6069,grass,,13,29,,,
6053,6079,grass,,13,293,,,
6053,6087,grass,,13,0,,,
6055,6095,grass,,36,219,,,
6055,6097,grass,,36,28,,,
6055,6113,grass,,36,2,,,
6057,6061,grass,,0,20,,,
6057,6091,grass,,0,9,,,
6057,6115,grass,,0,0,,,
6059,6065,grass,0.9630390143737166,54,1407,3.4100401214477127,72.8066214878249,23.783338390727398
6059,6071,grass,0.9831723245587195,54,3155,2.110267738024183,58.120863852237925,39.76886840973789
6059,6073,grass,,54,47,,,
6061,6067,grass,,20,40,,,
6061,6101,grass,,20,0,,,
6061,6115,grass,,20,0,,,
6063,6089,grass,,0,23,,,
6063,6091,grass,,0,9,,,
6063,6103,grass,,0,112,,,
6063,6115,grass,,0,0,,,
6065,6071,grass,0.7012274069460305,1407,3155,22.44067497055459,21.747164005644287,55.81216102380113
6065,6073,grass,,1407,47,,,
6067,6077,grass,,40,69,,,
6067,6095,grass,,40,219,,,
6067,6101,grass,,40,0,,,
6067,6113,grass,,40,2,,,
6069,6085,grass,,29,23,,,
6069,6087,grass,,29,0,,,
6075,6081,grass,,0,0,,,
6077,6099,grass,,69,24,,,
6079,6083,grass,0.8435343915343915,293,84,4.941342673398445,6.949207345629791,88.10944998097176
6081,6085,grass,,0,23,,,
6081,6087,grass,,0,0,,,
6083,6111,grass,0.9171381868477303,84,640,6.667793791952606,7.089671876027499,86.24253433201991
6085,6087,grass,,23,0,,,
6085,6099,grass,,23,24,,,
6089,6093,grass,,23,76,,,
6089,6103,grass,,23,112,,,
6089,6105,grass,,23,0,,,
6091,6115,grass,,9,0,,,
6093,6105,grass,,76,0,,,
6095,6097,grass,,219,28,,,
6095,6113,grass,,219,2,,,
6099,6109,grass,,24,16,,,
6101,6113,grass,,0,2,,,
6101,6115,grass,,0,0,,,
6103,6105,grass,,112,0,,,
6001,6013,urban+other,,32,3,,,
6001,6075,urban+other,,32,0,,,
6001,6077,urban+other,,32,0,,,
6001,6081,urban+other,,32,0,,,
6001,6085,urban+other,,32,0,,,
6001,6099,urban+other,,32,0,,,
6003,6005,urban+other,,0,0,,,
6003,6009,urban+other,,0,0,,,
6003,6017,urban+other,,0,0,,,
6003,6051,urban+other,,0,0,,,
6003,6109,urban+other,,0,0,,,
6005,6009,urban+other,,0,0,,,
6005,6017,urban+other,,0,0,,,
6005,6067,urban+other,,0,0,,,
6005,6077,urban+other,,0,0,,,
6007,6011,urban+other,,0,0,,,
6007,6021,urban+other,,0,0,,,
6007,6063,urban+other,,0,0,,,
6007,6101,urban+other,,0,0,,,
6007,6103,urban+other,,0,0,,,
6007,6115,urban+other,,0,0,,,
6009,6077,urban+other,,0,0,,,
6009,6099,urban+other,,0,0,,,
6009,6109,urban+other,,0,0,,,
6011,6021,urban+other,,0,0,,,
6011,6033,urban+other,,0,0,,,
6011,6101,urban+other,,0,0,,,
6011,6113,urban+other,,0,16,,,
6013,6041,urban+other,,3,0,,,
6013,6067,urban+other,,3,0,,,
6013,6075,urban+other,,3,0,,,
6013,6077,urban+other,,3,0,,,
6013,6095,urban+other,,3,0,,,
6013,6097,urban+other,,3,0,,,
6015,6023,urban+other,,0,0,,,
6015,6093,urban+other,,0,0,,,
6017,6061,urban+other,,0,0,,,
6017,6067,urban+other,,0,0,,,
6019,6027,urban+other,,0,0,,,
6019,6031,urban+other,,0,0,,,
6019,6039,urban+other,,0,0,,,
6019,6047,urban+other,,0,0,,,
6019,6051,urban+other,,0,0,,,
6019,6053,urban+other,,0,0,,,
6019,6069,urban+other,,0,0,,,
6019,6107,urban+other,,0,0,,,
6021,6033,urban+other,,0,0,,,
6021,6045,urban+other,,0,0,,,
6021,6103,urban+other,,0,0,,,
6023,6045,urban+other,,0,0,,,
6023,6093,urban+other,,0,0,,,
6023,6105,urban+other,,0,0,,,
6025,6065,urban+other,,0,0,,,
6025,6073,urban+other,,0,45,,,
6027,6029,urban+other,,0,0,,,
6027,6051,urban+other,,0,0,,,
6027,6071,urban+other,,0,0,,,
6027,6107,urban+other,,0,0,,,
6029,6031,urban+other,,0,0,,,
6029,6037,urban+other,,0,16,,,
6029,6071,urban+other,,0,0,,,
6029,6079,urban+other,,0,0,,,
6029,6083,urban+other,,0,0,,,
6029,6107,urban+other,,0,0,,,
6029,6111,urban+other,,0,0,,,
6031,6053,urban+other,,0,0,,,
6031,6079,urban+other,,0,0,,,
6031,6107,urban+other,,0,0,,,
6033,6045,urban+other,,0,0,,,
6033,6055,urban+other,,0,0,,,
6033,6097,urban+other,,0,0,,,
6033,6113,urban+other,,0,16,,,
6035,6049,urban+other,,0,0,,,
6035,6063,urban+other,,0,0,,,
6035,6089,urban+other,,0,0,,,
6035,6091,urban+other,,0,0,,,
6037,6059,urban+other,,16,51,,,
6037,6071,urban+other,,16,0,,,
6037,6111,urban+other,,16,0,,,
6039,6043,urban+other,,0,0,,,
6039,6047,urban+other,,0,0,,,
6039,6051,urban+other,,0,0,,,
6039,6109,urban+other,,0,0,,,
6041,6075,urban+other,,0,0,,,
6041,6095,urban+other,,0,0,,,
6041,6097,urban+other,,0,0,,,
6043,6047,urban+other,,0,0,,,
6043,6099,urban+other,,0,0,,,
6043,6109,urban+other,,0,0,,,
6045,6097,urban+other,,0,0,,,
6045,6103,urban+other,,0,0,,,
6045,6105,urban+other,,0,0,,,
6047,6069,urban+other,,0,0,,,
6047,6085,urban+other,,0,0,,,
6047,6099,urban+other,,0,0,,,
6049,6089,urban+other,,0,0,,,
6049,6093,urban+other,,0,0,,,
6051,6109,urban+other,,0,0,,,
6053,6069,urban+other,,0,0,,,
6053,6079,urban+other,,0,0,,,
6053,6087,urban+other,,0,0,,,
6055,6095,urban+other,,0,0,,,
6055,6097,urban+other,,0,0,,,
6055,6113,urban+other,,0,16,,,
6057,6061,urban+other,,0,0,,,
6057,6091,urban+other,,0,0,,,
6057,6115,urban+other,,0,0,,,
6059,6065,urban+other,,51,0,,,
6059,6071,urban+other,,51,0,,,
6059,6073,urban+other,,51,45,,,
6061,6067,urban+other,,0,0,,,
6061,6101,urban+other,,0,0,,,
6061,6115,urban+other,,0,0,,,
6063,6089,urban+other,,0,0,,,
6063,6091,urban+other,,0,0,,,
6063,6103,urban+other,,0,0,,,
6063,6115,urban+other,,0,0,,,
6065,6071,urban+other,,0,0,,,
6065,6073,urban+other,,0,45,,,
6067,6077,urban+other,,0,0,,,
6067,6095,urban+other,,0,0,,,
6067,6101,urban+other,,0,0,,,
6067,6113,urban+other,,0,16,,,
6069,6085,urban+other,,0,0,,,
6069,6087,urban+other,,0,0,,,
6075,6081,urban+other,,0,0,,,
6077,6099,urban+other,,0,0,,,
6079,6083,urban+other,,0,0,,,
6081,6085,urban+other,,0,0,,,
6081,6087,urban+other,,0,0,,,
6083,6111,urban+other,,0,0,,,
6085,6087,urban+other,,0,0,,,
6085,6099,urban+other,,0,0,,,
6089,6093,urban+other,,0,0,,,
6089,6103,urban+other,,0,0,,,
6089,6105,urban+other,,0,0,,,
6091,6115,urban+other,,0,0,,,
6093,6105,urban+other,,0,0,,,
6095,6097,urban+other,,0,0,,,
6095,6113,urban+other,,0,16,,,
6099,6109,urban+other,,0,0,,,
6101,6113,urban+other,,0,16,,,
6101,6115,urban+other,,0,0,,,
6103,6105,urban+other,,0,0,,,
6001,6013,urban+crop,0.9934823091247672,54,3168,3.6638277109347444,2.1632894446575297,94.17288284440772
6001,6075,urban+crop,,54,0,,,
6001,6077,urban+crop,0.9989452478076895,54,18908,8.8135175439821,3.2969645495747253,87.88951790644319
6001,6081,urban+crop,,54,0,,,
6001,6085,urban+crop,0.7652084757347916,54,176,8.12171688885202,25.704363334489674,66.17391977665831
6001,6099,urban+crop,0.9974647600783114,54,7835,5.976438910312529,0.7673328727753764,93.2562282169121
6003,6005,urban+crop,,0,0,,,
6003,6009,urban+crop,,0,0,,,
6003,6017,urban+crop,,0,0,,,
6003,6051,urban+crop,,0,0,,,
6003,6109,urban+crop,,0,0,,,
6005,6009,urban+crop,,0,0,,,
6005,6017,urban+crop,,0,0,,,
6005,6067,urban+crop,,0,8699,,,
6005,6077,urban+crop,,0,18908,,,
6007,6011,urban+crop,0.9530386740331492,842,1330,18.208604110764288,1.8369282653899668,79.95446762384577
6007,6021,urban+crop,0.8770315105334778,842,939,6.472990384092666,2.666324096683757,90.86068551922355
6007,6063,urban+crop,,842,0,,,
6007,6101,urban+crop,0.9595569153960231,842,5562,10.701276634405092,3.9005548588071455,85.39816850678774
6007,6103,urban+crop,,842,28,,,
6007,6115,urban+crop,0.9291457565228324,842,4013,3.735035159347686,3.338051805748933,92.92691303490338
6009,6077,urban+crop,,0,18908,,,
6009,6099,urban+crop,,0,7835,,,
6009,6109,urban+crop,,0,0,,,
6011,6021,urban+crop,0.9431455737047987,1330,939,19.480569295357547,3.1863347865501526,77.33309591809235
6011,6033,urban+crop,,1330,2,,,
6011,6101,urban+crop,0.9722869185586477,1330,5562,25.347142680272686,0.8390345207568402,73.81382279897048
6011,6113,urban+crop,0.9711809838626749,1330,8143,24.816823427225298,4.527043724854218,70.65613284792047
6013,6041,urban+crop,,3168,0,,,
6013,6067,urban+crop,0.9135419236549368,3168,8699,2.3653799834731366,2.3210180707406587,95.3136019457862
6013,6075,urban+crop,,3168,0,,,
6013,6077,urban+crop,0.8757473641483845,3168,18908,9.314400087967703,5.09654662755732,85.58905328447496
6013,6095,urban+crop,0.7911990577346836,3168,1468,4.722650940013627,2.4565714562675236,92.82077760371885
6013,6097,urban+crop,,3168,41,,,
6015,6023,urban+crop,,0,0,,,
6015,6093,urban+crop,,0,133,,,
6017,6061,urban+crop,,0,99,,,
6017,6067,urban+crop,,0,8699,,,
6019,6027,urban+crop,,9235,15,,,
6019,6031,urban+crop,0.87732460283727,9235,8617,11.09351956441182,1.018831737285029,87.88764869830314
6019,6039,urban+crop,0.925112737487987,9235,4292,9.00175353107806,2.4959982660609037,88.50224820286104
6019,6047,urban+crop,0.8972150372376202,9235,13492,1.3085376812354572,4.440750411687536,94.25071190707703
6019,6051,urban+crop,,9235,0,,,
6019,6053,urban+crop,0.8589894050559046,9235,8097,17.891150106615342,3.6502475318183176,78.45860236156634
6019,6069,urban+crop,0.9889005781341518,9235,315,3.8501701867006703,2.4511218764111438,93.69870793688818
6019,6107,urban+crop,0.8707116962411754,9235,16970,2.670927018138839,2.6032838228420005,94.72578915901913
6021,6033,urban+crop,,939,2,,,
6021,6045,urban+crop,,939,0,,,
6021,6103,urban+crop,,939,28,,,
6023,6045,urban+crop,,0,0,,,
6023,6093,urban+crop,,0,133,,,
6023,6105,urban+crop,,0,0,,,
6025,6065,urban+crop,0.942020077852899,7673,2089,12.3163581537643,2.414298125466734,85.26934372076896
6025,6073,urban+crop,0.9965070648056424,7673,57,26.12204118093126,3.7879446561349637,70.09001416293377
6027,6029,urban+crop,,15,6680,,,
6027,6051,urban+crop,,15,0,,,
6027,6071,urban+crop,,15,346,,,
6027,6107,urban+crop,,15,16970,,,
6029,6031,urban+crop,0.8961887951885991,6680,8617,16.106715557530215,2.4227898031783592,81.47049463929142
6029,6037,urban+crop,,6680,35,,,
6029,6071,urban+crop,0.9507543410190721,6680,346,61.03556582956096,26.350601600587765,12.61383256985127
6029,6079,urban+crop,0.957902257165543,6680,945,6.283656988617816,2.824812240601176,90.891530770781
6029,6083,urban+crop,0.8669813790998262,6680,4995,15.335902600058843,2.2336014417466545,82.4304959581945
6029,6107,urban+crop,0.9046510623328722,6680,16970,2.229821769413121,4.560647551354542,93.20953067923237
6029,6111,urban+crop,0.9384798259546123,6680,1935,4.091570401815983,5.0969544169315135,90.8114751812525
6031,6053,urban+crop,0.9442981462002252,8617,8097,16.543903258127617,2.681349050100775,80.77474769177162
6031,6079,urban+crop,0.9996863237139273,8617,945,16.863695720443896,0.5919664356987835,82.54433784385732
6031,6107,urban+crop,0.9999609176534959,8617,16970,15.019385529470139,0.4569214045441341,84.52369306598571
6033,6045,urban+crop,,2,0,,,
6033,6055,urban+crop,,2,1,,,
6033,6097,urban+crop,,2,41,,,
6033,6113,urban+crop,,2,8143,,,
6035,6049,urban+crop,,10,94,,,
6035,6063,urban+crop,,10,0,,,
6035,6089,urban+crop,,10,5,,,
6035,6091,urban+crop,,10,0,,,
6037,6059,urban+crop,,35,78,,,
6037,6071,urban+crop,,35,346,,,
6037,6111,urban+crop,,35,1935,,,
6039,6043,urban+crop,,4292,0,,,
6039,6047,urban+crop,0.7863810166441745,4292,13492,4.418904821755776,4.855219904550212,90.72587527369402
6039,6051,urban+crop,,4292,0,,,
6039,6109,urban+crop,,4292,0,,,
6041,6075,urban+crop,,0,0,,,
6041,6095,urban+crop,,0,1468,,,
6041,6097,urban+crop,,0,41,,,
6043,6047,urban+crop,,0,13492,,,
6043,6099,urban+crop,,0,7835,,,
6043,6109,urban+crop,,0,0,,,
6045,6097,urban+crop,,0,41,,,
6045,6103,urban+crop,,0,28,,,
6045,6105,urban+crop,,0,0,,,
6047,6069,urban+crop,0.9941334105272879,13492,315,8.696227246640051,1.394575038281534,89.9091977150784
6047,6085,urban+crop,0.996268656716418,13492,176,2.5825348410116087,1.1616263238858002,96.2558388351026
6047,6099,urban+crop,0.9529704130913865,13492,7835,19.068640119988412,0.5114182035017241,80.41994167650985
6049,6089,urban+crop,,94,5,,,
6049,6093,urban+crop,0.8944444444444445,94,133,4.403434311008319,6.051789323484851,89.54477636550682
6051,6109,urban+crop,,0,0,,,
6053,6069,urban+crop,0.9885877318116977,8097,315,14.334587531749753,6.471989489596248,79.19342297865403
6053,6079,urban+crop,0.933421809334218,8097,945,10.003062402578735,7.215824579943742,82.78111301747751
6053,6087,urban+crop,,8097,7,,,
6055,6095,urban+crop,,1,1468,,,
6055,6097,urban+crop,,1,41,,,
6055,6113,urban+crop,,1,8143,,,
6057,6061,urban+crop,,0,99,,,
6057,6091,urban+crop,,0,0,,,
6057,6115,urban+crop,,0,4013,,,
6059,6065,urban+crop,0.9640055222864615,78,2089,15.950350965129196,66.86005309472613,17.18959594014467
6059,6071,urban+crop,0.8160356940698564,78,346,45.54971311068784,23.98191568313601,30.468371206176137
6059,6073,urban+crop,0.9259259259259259,78,57,3.802363093116352,3.8851938648510664,92.31244304203257
6061,6067,urban+crop,0.9963628354766222,99,8699,2.675262130988289,1.5647517280922663,95.75998614091947
6061,6101,urban+crop,0.991697579932874,99,5562,7.841495617889155,2.1198051297922382,90.0386992523186
6061,6115,urban+crop,0.9885705108069306,99,4013,1.8326546045851069,8.775343768499681,89.39200162691522
6063,6089,urban+crop,,0,5,,,
6063,6091,urban+crop,,0,0,,,
6063,6103,urban+crop,,0,28,,,
6063,6115,urban+crop,,0,4013,,,
6065,6071,urban+crop,0.860780746670878,2089,346,41.850363765321646,40.20273955657295,17.946896678105404
6065,6073,urban+crop,0.9930102485968407,2089,57,14.826478821543823,0.8800246989275757,84.29349647952859
6067,6077,urban+crop,0.885536184888288,8699,18908,6.246934324587037,2.6782887445700374,91.07477693084292
6067,6095,urban+crop,0.95239500344251,8699,1468,6.364866742639007,1.2115385141657906,92.4235947431952
6067,6101,urban+crop,0.8560406002978199,8699,5562,1.081939519238634,0.7548620706579349,98.16319841010345
6067,6113,urban+crop,0.8763804773779835,8699,8143,6.749297957635159,0.9408913614832142,92.30981068088161
6069,6085,urban+crop,0.8432714848620879,315,176,2.944452178476193,2.1148819888449877,94.9406658326788
6069,6087,urban+crop,,315,7,,,
6075,6081,urban+crop,,0,0,,,
6077,6099,urban+crop,0.7417640482518545,18908,7835,3.0510532533178836,2.1078341697248244,94.8411125769573
6079,6083,urban+crop,0.8986531986531987,945,4995,11.490269215783162,5.349685258659516,83.16004552555732
6081,6085,urban+crop,,0,176,,,
6081,6087,urban+crop,,0,7,,,
6083,6111,urban+crop,0.8352092352092352,4995,1935,7.778021485585887,4.211366409747246,88.01061210466682
6085,6087,urban+crop,,176,7,,,
6085,6099,urban+crop,0.9910123109871553,176,7835,2.9546081243924327,1.6276161150461157,95.41777576056148
6089,6093,urban+crop,,5,133,,,
6089,6103,urban+crop,,5,28,,,
6089,6105,urban+crop,,5,0,,,
6091,6115,urban+crop,,0,4013,,,
6093,6105,urban+crop,,133,0,,,
6095,6097,urban+crop,,1468,41,,,
6095,6113,urban+crop,0.9795027718629891,1468,8143,13.097943091622238,2.4836736078544015,84.41838330052336
6099,6109,urban+crop,,7835,0,,,
6101,6113,urban+crop,0.9500913667668494,5562,8143,14.593829764975423,1.9607336443377261,83.44543659068685
6101,6115,urban+crop,0.6591117404919381,5562,4013,2.9219718983095717,9.675978882419017,87.4020492192714
