fips,lc_type,divergence,anomalous
6037,urban+barren,0.6339986960897582,False
6037,urban+crop,0.6465017494477989,False
6037,urban+forest,0.5374214805972178,False
6037,urban+grass,0.5903144542659265,False
6037,urban+other,0.4303443365672709,False
6037,urban+shrub,0.4530974068705176,False
6039,crop,0.6305848872612088,False
6039,forest,0.5937664373722119,False
6039,grass,0.7369187958278659,True
6039,shrub,0.681798388329095,False
6039,urban+crop,0.6103788724929884,False
6039,urban+forest,0.6393310863262764,False
6039,urban+grass,0.70317532935318,False
6039,urban+shrub,0.7074391514997178,True
6041,forest,0.5985099518216213,False
6041,grass,0.6920402238722475,False
6041,shrub,0.6795103266187758,False
6041,urban,0.6871947544707838,False
6041,urban+barren,0.7059088663827109,True
6041,urban+forest,0.6401746692809762,False
6041,urban+grass,0.6909578261754062,False
6041,urban+shrub,0.68251701179599,False
6043,forest,0.7173271243832283,True
6043,grass,0.777786604610197,True
6043,shrub,0.7370944525884261,True
6043,urban+forest,0.6860796789322195,False
6043,urban+shrub,0.7325691353758073,True
6045,forest,0.5866259202289498,False
6045,urban+forest,0.6286119004337508,False
6047,crop,0.6103950641136011,False
6047,forest,0.5786514517071512,False
6047,grass,0.6976957036465921,False
6047,shrub,0.6773970621994564,False
6047,urban+crop,0.6077781586211338,False
6047,urban+forest,0.6445407226430834,False
6047,urban+grass,0.6762501164398079,False
6047,urban+shrub,0.70436979509733,False
6049,crop,0.7122390509880808,True
6049,forest,0.7282126652636015,True
6049,grass,0.7663751177970626,True
6049,shrub,0.690588427942361,False
6049,urban+crop,0.7105048122589442,True
6049,urban+forest,0.7295822461301316,True
6049,urban+grass,0.7000235648434254,False
6049,urban+shrub,0.6507807666580044,False
6051,barren,0.7437799770965741,True
6051,crop,0.7200784704757786,True
6051,forest,0.6994862898946705,False
6051,grass,0.6727258046013058,False
6051,shrub,0.7253310202971253,True
6051,urban+barren,0.7082589809365917,True
6051,urban+forest,0.6835123834741992,False
6051,urban+grass,0.6983141275809223,False
6051,urban+shrub,0.6387055756136837,False
6053,crop,0.5024938848051885,False
6053,forest,0.5147429713284658,False
6053,grass,0.6453508389992006,False
6053,shrub,0.5689795411197033,False
6053,urban,0.6069614640665216,False
6053,urban+barren,0.6816437686577219,False
6053,urban+crop,0.48107893286469217,False
6053,urban+forest,0.4628653975592863,False
6053,urban+grass,0.4699911969284125,False
6053,urban+shrub,0.5955906071051872,False
6055,crop,0.6230150588850015,False
6055,forest,0.6169189851674688,False
6055,grass,0.6459798822284227,False
6055,shrub,0.6172332067127653,False
6055,urban+crop,0.7423973864781418,True
6055,urban+forest,0.6241222109903306,False
6055,urban+grass,0.6540404737424284,False
6055,urban+shrub,0.6128276065488787,False
6057,forest,0.5885555681544542,False
6057,shrub,0.7850889201932763,True
6057,urban+forest,0.6347485867093084,False
6059,barren,0.21671758087835075,False
6059,forest,0.5568728842118895,False
6059,grass,0.36521571454963936,False
6059,shrub,0.44514491015020025,False
6059,urban,0.4055533158437319,False
6059,urban+barren,0.15964636282193478,False
6059,urban+crop,0.5431833125149612,False
6059,urban+forest,0.5205038120937899,False
6059,urban+grass,0.46528553156842123,False
6059,urban+other,0.4102497130265782,False
6059,urban+shrub,0.39876945271229824,False
6061,crop,0.5128073477302206,False
6061,forest,0.5257337331811747,False
6061,grass,0.5804552713376528,False
6061,shrub,0.5619443012806629,False
6061,urban,0.637190532395847,False
6061,urban+barren,0.7087416153108144,True
6061,urban+crop,0.45892200673602807,False
6061,urban+forest,0.5073762938929429,False
6061,urban+grass,0.44290584807679517,False
6061,urban+shrub,0.615472825164631,False
6063,forest,0.6626056914988521,False
6063,shrub,0.6987680791836428,False
6063,urban+forest,0.688274288242142,False
6063,urban+grass,0.6867450576910166,False
6063,urban+shrub,0.7395836545836925,True
6065,barren,0.20361058633088977,False
6065,crop,0.4718705683533502,False
6065,forest,0.5520614409203407,False
6065,grass,0.34154906453079137,False
6065,shrub,0.4355363722863735,False
6065,urban,0.41040249025236397,False
6065,urban+barren,0.1403499838765313,False
6065,urban+crop,0.5318333866224075,False
6065,urban+forest,0.5246346884397296,False
6065,urban+grass,0.47154705344180525,False
6065,urban+shrub,0.395671889297424,False
6067,crop,0.4681519991224159,False
6067,forest,0.5706476703988251,False
6067,grass,0.3603705827207915,False
6067,shrub,0.4332177444222396,False
6067,urban,0.41583007156545654,False
6067,urban+barren,0.15271195095687376,False
6067,urban+crop,0.5352526660416059,False
6067,urban+forest,0.5266744752916708,False
6067,urban+grass,0.4719734145115803,False
6067,urban+shrub,0.3949179867330652,False
6069,crop,0.5662388979222974,False
6069,forest,0.6241966502723563,False
6069,grass,0.5995450862553284,False
6069,shrub,0.6379743854401739,False
6069,urban+crop,0.5976618665865204,False
6069,urban+forest,0.6344743067533727,False
6069,urban+grass,0.6462855561939284,False
6069,urban+shrub,0.6323125990584054,False
6071,barren,0.18495135466217488,False
6071,crop,0.49266019697846936,False
6071,forest,0.555015237237706,False
6071,grass,0.34714639614434967,False
6071,shrub,0.4358542889024085,False
6071,urban,0.40616039122728365,False
6071,urban+barren,0.14555966535121043,False
6071,urban+crop,0.5281355119755545,False
6071,urban+forest,0.5146153526033583,False
6071,urban+grass,0.47361860454388416,False
6071,urban+shrub,0.39698206138180614,False
6073,barren,0.5558294797652057,False
6073,crop,0.6810383127358635,False
6073,forest,0.581494985757395,False
6073,grass,0.5673751015868759,False
6073,shrub,0.5136250956896491,False
6073,urban,0.42525904492399985,False
6073,urban+barren,0.6333805492681905,False
6073,urban+crop,0.6465732914885441,False
6073,urban+forest,0.5294002200476592,False
6073,urban+grass,0.5939747203476597,False
6073,urban+other,0.407691461381858,False
6073,urban+shrub,0.4543889350758321,False
6075,barren,0.697263981118208,False
6075,forest,0.5931604271219708,False
6075,urban,0.6729464617378331,False
6075,urban+barren,0.7250933055476412,True
6075,urban+forest,0.6459285041956281,False
6075,urban+shrub,0.6994566004389972,False
6077,crop,0.47200987882989054,False
6077,forest,0.5334487016361512,False
6077,grass,0.5723979599337607,False
6077,shrub,0.54295732963634,False
6077,urban,0.6186735948823321,False
6077,urban+barren,0.7121474280372055,True
6077,urban+crop,0.44426772429726014,False
6077,urban+forest,0.5066083936555008,False
6077,urban+grass,0.42185071197982543,False
6077,urban+shrub,0.613849293337753,False
6079,crop,0.4727624859029491,False
6079,forest,0.540916678688516,False
6079,grass,0.552530527098194,False
6079,shrub,0.554584116671189,False
6079,urban+crop,0.439557182759865,False
6079,urban+forest,0.5066270761931649,False
6079,urban+grass,0.43299206325347717,False
6079,urban+shrub,0.619771093126325,False
6081,barren,0.6912772266324101,False
6081,crop,0.6864188032233798,False
6081,forest,0.5099020905796503,False
6081,shrub,0.5638842142975233,False
6081,urban,0.6143190877568506,False
6081,urban+barren,0.6828868587593199,False
6081,urban+forest,0.47345606802768797,False
6081,urban+shrub,0.5906944152743192,False
6083,crop,0.49912041455044337,False
6083,forest,0.5096641207841223,False
6083,grass,0.5547458216881522,False
6083,shrub,0.5670660920954329,False
6083,urban+crop,0.4830886556060488,False
6083,urban+forest,0.4698335156461479,False
6083,urban+grass,0.464013601308511,False
6083,urban+shrub,0.5941925904466097,False
6085,crop,0.4583818819778502,False
6085,forest,0.558070953624809,False
6085,grass,0.3900513958410717,False
6085,shrub,0.42898714288846235,False
6085,urban,0.4105862094095528,False
6085,urban+barren,0.18252054186904074,False
6085,urban+crop,0.5404029248289276,False
6085,urban+forest,0.5147282745736468,False
6085,urban+grass,0.46822472071710924,False
6085,urban+shrub,0.3957042281391209,False
6087,barren,0.688752562840482,False
6087,crop,0.6978346099107304,False
6087,forest,0.5171053264436308,False
6087,shrub,0.6302135149742378,False
6087,urban,0.6128332481930768,False
6087,urban+barren,0.6835420000802556,False
6087,urban+crop,0.6579243066792784,False
6087,urban+forest,0.4721570817819973,False
6087,urban+shrub,0.595987864281043,False
6089,crop,0.5200577907217031,False
6089,forest,0.5488420422089669,False
6089,grass,0.5649070945804802,False
6089,shrub,0.5941196367662781,False
6089,urban+crop,0.519942092317787,False
6089,urban+forest,0.520396247437103,False
6089,urban+grass,0.47651900485073145,False
6089,urban+shrub,0.60071216826885,False
6091,forest,0.697205988758584,False
6091,grass,0.7166339350436152,True
6091,shrub,0.753574167125416,True
6091,urban+forest,0.6902182301130373,False
6091,urban+grass,0.6945818928101332,False
6091,urban+shrub,0.6397066142584268,False
6093,crop,0.6397437880356076,False
6093,forest,0.6115457360966919,False
6093,grass,0.6084267640793583,False
6093,shrub,0.5921819501414003,False
6093,urban+crop,0.6453993941739461,False
6093,urban+forest,0.6235288096486736,False
6093,urban+grass,0.6651218881406008,False
6093,urban+shrub,0.6184778128624671,False
6095,crop,0.5072226574837336,False
6095,forest,0.5146797957250642,False
6095,grass,0.5534721519410108,False
6095,shrub,0.5604564839079613,False
6095,urban+crop,0.48867763755674476,False
6095,urban+forest,0.46799620483563575,False
6095,urban+grass,0.4663639336317513,False
6095,urban+shrub,0.5922882522515037,False
6097,crop,0.4486515863346965,False
6097,forest,0.5302788650416249,False
6097,grass,0.5680452194526795,False
6097,shrub,0.5411100727817681,False
6097,urban+crop,0.4739173474501086,False
6097,urban+forest,0.510323584678438,False
6097,urban+grass,0.4196037530282752,False
6097,urban+shrub,0.6281598099775475,False
6099,crop,0.49157346080684894,False
6099,forest,0.5445903853101016,False
6099,grass,0.5729585669781178,False
6099,shrub,0.5637046623486776,False
6099,urban,0.6249030035801063,False
6099,urban+barren,0.6905521431063767,False
6099,urban+crop,0.4584793033935306,False
6099,urban+forest,0.5190121121800152,False
6099,urban+grass,0.4444368082683976,False
6099,urban+shrub,0.6295630168739752,False
6101,crop,0.5669564470821754,False
6101,forest,0.6135612791789988,False
6101,shrub,0.628235999617493,False
6101,urban+crop,0.5970715576493175,False
6101,urban+forest,0.6251041503298836,False
6101,urban+shrub,0.634487619488189,False
6103,crop,0.6080856107476642,False
6103,forest,0.6147930772040986,False
6103,grass,0.6493802397223809,False
6103,shrub,0.5950204191971903,False
6103,urban+crop,0.6159560297069657,False
6103,urban+forest,0.6205385204619648,False
6103,urban+grass,0.6591794749125127,False
6103,urban+shrub,0.5969583862982931,False
6105,forest,0.6811752878905126,False
6105,urban+forest,0.6594084772901883,False
6107,crop,0.45909969712909204,False
6107,forest,0.5527067403412254,False
6107,grass,0.5738776346083185,False
6107,shrub,0.5723576407489241,False
6107,urban,0.6207210933530034,False
6107,urban+barren,0.7054801342891892,True
6107,urban+crop,0.45078661112148066,False
6107,urban+forest,0.5144724968752299,False
6107,urban+grass,0.42060018312144704,False
6107,urban+shrub,0.6461920254740857,False
6109,forest,0.6155087406048488,False
6109,grass,0.6622220769955637,False
6109,shrub,0.5938257998829802,False
6109,urban+forest,0.6154842508172778,False
6109,urban+shrub,0.5958588358108997,False
6111,barren,0.7244072703469957,True
6111,crop,0.46169089929018514,False
6111,forest,0.5410160710188061,False
6111,grass,0.5566529219038603,False
6111,shrub,0.5482574989911352,False
6111,urban,0.6376068957797958,False
6111,urban+barren,0.6892918634504067,False
6111,urban+crop,0.433590225004795,False
6111,urban+forest,0.5058219466646457,False
6111,urban+grass,0.43207624431541064,False
6111,urban+shrub,0.5962977851194042,False
6113,crop,0.6295699134358201,False
6113,forest,0.6133876994732159,False
6113,grass,0.6505740572012205,False
6113,shrub,0.620425481702249,False
6113,urban,0.5805177890995082,False
6113,urban+barren,0.673460781853421,False
6113,urban+crop,0.6322612515931584,False
6113,urban+forest,0.6219091522510292,False
6113,urban+grass,0.6579068993419237,False
6113,urban+other,0.5756322936138887,False
6113,urban+shrub,0.6002620670696557,False
6115,crop,0.5808360100209133,False
6115,forest,0.6581302275880853,False
6115,shrub,0.669946490711319,False
6115,urban+crop,0.610371092461752,False
6115,urban+forest,0.673951746366492,False
6115,urban+grass,0.6870978927088143,False
6115,urban+shrub,0.6437533694338532,False
