lc_type,clr,count,total,proportion,stable
urban+forest,amber,38332,1188645,0.03224848461904101,True
urban+forest,aqua,1435,1188645,0.0012072570027215864,True
urban+forest,aquamarine,321,1188645,0.0002700553992150726,False
urban+forest,auburn,78,1188645,6.562093812702699e-05,False
urban+forest,azure,5504,1188645,0.004630482608348161,True
urban+forest,bar,1804,1188645,0.0015176945177071371,True
urban+forest,beige,5005,1188645,0.004210676863150899,True
urban+forest,blue,7276,1188645,0.006121255715541646,True
urban+forest,brown,212844,1188645,0.17906439685524272,True
urban+forest,cocoa,198622,1188645,0.16709951247008148,True
urban+forest,coffee,53064,1188645,0.04464242898426359,True
urban+forest,crimson,3782,1188645,0.0031817742050822577,True
urban+forest,emerald,381,1188645,0.0003205330439281703,False
urban+forest,foo,13754,1188645,0.011571158756399092,True
urban+forest,gold,939,1188645,0.0007899751397599788,False
urban+forest,gray,4287,1188645,0.0036066277147508295,True
urban+forest,green,86748,1188645,0.07298057872619663,True
urban+forest,grey,4843,1188645,0.004074387222425535,True
urban+forest,indigo,19980,1188645,0.01680905568946153,True
urban+forest,ivory,12204,1188645,0.01026715293464407,True
urban+forest,lavender,56993,1188645,0.04794787341889294,True
urban+forest,lemon,17147,1188645,0.014425669564924767,True
urban+forest,lilac,13099,1188645,0.011020111134947776,True
urban+forest,maroon,38,1188645,3.196917498496187e-05,False
urban+forest,navy,13931,1188645,0.011720067808302731,True
urban+forest,olive,90502,1188645,0.07613879669707944,True
urban+forest,orange,48427,1188645,0.040741348342019694,True
urban+forest,plum,797,1188645,0.0006705113806056476,False
urban+forest,purple,13050,1188645,0.010978887725098746,True
urban+forest,red,29640,1188645,0.024935956488270256,True
urban+forest,sage,55371,1188645,0.0465832944234822,True
urban+forest,scarlet,270,1188645,0.00022714940120893958,False
urban+forest,sienna,2121,1188645,0.0017843847406080033,True
urban+forest,tan,890,1188645,0.000748751729910949,False
urban+forest,terracotta,94660,1188645,0.07963689747569712,True
urban+forest,verde,12255,1188645,0.010310058932650202,True
urban+forest,yellow,290,1188645,0.00024397528277997216,False
urban+grass,alabaster,98428,1042351,0.09442884402662827,True
urban+grass,amber,72259,1042351,0.0693230974978678,True
urban+grass,aqua,3146,1042351,0.0030181771783209304,True
urban+grass,aquamarine,690,1042351,0.0006619651153977883,False
urban+grass,auburn,56,1042351,5.372470501779151e-05,False
urban+grass,azure,22192,1042351,0.02129033310276481,True
urban+grass,bar,589,1042351,0.0005650687724192714,False
urban+grass,beige,2413,1042351,0.0023149591644273377,True
urban+grass,blue,13970,1042351,0.013402395162474061,True
urban+grass,brown,155683,1042351,0.14935755805865777,True
urban+grass,cocoa,125805,1042351,0.12069350919220109,True
urban+grass,coffee,8809,1042351,0.008451087973245097,True
urban+grass,crimson,581,1042351,0.000557393814559587,False
urban+grass,emerald,107,1042351,0.00010265256137328021,False
urban+grass,foo,21144,1042351,0.020284913623146137,True
urban+grass,gold,964,1042351,0.0009248324220919825,False
urban+grass,gray,4669,1042351,0.004479297280858367,True
urban+grass,green,19531,1042351,0.01873745024468725,True
urban+grass,grey,2148,1042351,0.0020607261853252887,True
urban+grass,indigo,12838,1042351,0.012316388625328705,True
urban+grass,ivory,13430,1042351,0.012884335506945357,True
urban+grass,lavender,69880,1042351,0.06704075690434412,True
urban+grass,lemon,17021,1042351,0.016329432216211238,True
urban+grass,lilac,14183,1042351,0.01360674091548816,True
urban+grass,maroon,140,1042351,0.00013431176254447878,False
urban+grass,navy,34513,1042351,0.0331107275764114,True
urban+grass,olive,22276,1042351,0.021370920160291493,True
urban+grass,orange,63115,1042351,0.06055062066424841,True
urban+grass,plum,230,1042351,0.0002206550384659294,False
urban+grass,purple,35357,1042351,0.03392043563060811,True
urban+grass,red,69955,1042351,0.06711270963427866,True
urban+grass,sage,45822,1042351,0.043960239880807904,True
urban+grass,scarlet,152,1042351,0.00014582419933400554,False
urban+grass,sienna,5641,1042351,0.005411804660810034,True
urban+grass,tan,1016,1042351,0.0009747196481799317,True
urban+grass,terracotta,79807,1042351,0.07656442023848013,True
urban+grass,verde,1124,1042351,0.0010783315792856725,True
urban+grass,yellow,2667,1042351,0.002558639076472321,True
urban+other,alabaster,27,449,0.060133630289532294,False
urban+other,amber,31,449,0.06904231625835189,False
urban+other,aqua,4,449,0.008908685968819599,False
urban+other,azure,6,449,0.013363028953229399,False
urban+other,brown,4,449,0.008908685968819599,False
urban+other,cocoa,110,449,0.24498886414253898,False
urban+other,foo,20,449,0.044543429844097995,False
urban+other,green,4,449,0.008908685968819599,False
urban+other,grey,5,449,0.011135857461024499,False
urban+other,ivory,24,449,0.053452115812917596,False
urban+other,lavender,2,449,0.004454342984409799,False
urban+other,lemon,19,449,0.042316258351893093,False
urban+other,lilac,19,449,0.042316258351893093,False
urban+other,maroon,1,449,0.0022271714922048997,False
urban+other,navy,17,449,0.0378619153674833,False
urban+other,olive,25,449,0.0556792873051225,False
urban+other,orange,40,449,0.08908685968819599,False
urban+other,purple,18,449,0.0400890868596882,False
urban+other,red,33,449,0.07349665924276169,False
urban+other,sage,1,449,0.0022271714922048997,False
urban+other,sienna,3,449,0.0066815144766146995,False
urban+other,terracotta,34,449,0.0757238307349666,False
urban+other,yellow,2,449,0.004454342984409799,False
urban+shrub,alabaster,18210,287005,0.06344837197958224,True
urban+shrub,amber,18581,287005,0.06474103238619536,True
urban+shrub,aqua,317,287005,0.0011045103743837215,False
urban+shrub,aquamarine,95,287005,0.00033100468632950644,False
urban+shrub,auburn,40,287005,0.00013937039424400272,False
urban+shrub,azure,2637,287005,0.00918799324053588,True
urban+shrub,bar,40,287005,0.00013937039424400272,False
urban+shrub,beige,1914,287005,0.00666887336457553,True
urban+shrub,blue,1107,287005,0.003857075660702775,True
urban+shrub,brown,9261,287005,0.032267730527342726,True
urban+shrub,cocoa,64296,287005,0.22402397170780997,True
urban+shrub,coffee,2165,287005,0.007543422588456647,True
urban+shrub,crimson,114,287005,0.00039720562359540776,False
urban+shrub,emerald,4,287005,1.3937039424400272e-05,False
urban+shrub,foo,7839,287005,0.027313113011968433,True
urban+shrub,gold,94,287005,0.0003275204264734064,False
urban+shrub,gray,521,287005,0.0018152993850281355,False
urban+shrub,green,5059,287005,0.017626870612010244,True
urban+shrub,grey,711,287005,0.0024773087576871484,False
urban+shrub,indigo,934,287005,0.0032542987055974634,False
urban+shrub,ivory,9640,287005,0.03358826501280465,True
urban+shrub,lavender,4882,287005,0.01701015661748053,True
urban+shrub,lemon,12479,287005,0.043480078744272746,True
urban+shrub,lilac,11974,287005,0.04172052751694221,True
urban+shrub,maroon,36,287005,0.00012543335481960245,False
urban+shrub,navy,12564,287005,0.043776240832041256,True
urban+shrub,olive,13492,287005,0.047009633978502115,True
urban+shrub,orange,26409,287005,0.09201581853974669,True
urban+shrub,plum,50,287005,0.0001742129928050034,False
urban+shrub,purple,13825,287005,0.04816989251058344,True
urban+shrub,red,19220,287005,0.06696747443424331,True
urban+shrub,sage,2723,287005,0.009487639588160485,True
urban+shrub,scarlet,70,287005,0.00024389818992700475,False
urban+shrub,sienna,867,287005,0.0030208532952387588,False
urban+shrub,tan,110,287005,0.0003832685841710075,False
urban+shrub,terracotta,24359,287005,0.08487308583474155,True
urban+shrub,verde,198,287005,0.0006898834515078134,False
urban+shrub,yellow,168,287005,0.0005853556558248114,False
