clr,alabaster,amber,aqua,aquamarine,auburn,azure,bar,beige,blue,brown,cocoa,coffee,crimson,emerald,foo,gold,gray,green,grey,indigo,ivory,lavender,lemon,lilac,maroon,navy,olive,orange,plum,purple,red,sage,scarlet,sienna,tan,terracotta,verde,yellow
ivory,0.9656741321163285,0.9863247395022529,0.8522107813922946,0.8121398763308184,0.45260487202712024,0.994087443716585,0.2769447469036742,0.533383631003251,0.990588838449358,0.869762862540354,0.9917883007194522,0.8331649650258875,0.7899723419294497,0.21063702184345212,0.9968787179194701,0.9112567866394782,0.8508398456286338,0.9816830199867121,0.7732013936957303,0.8850060002723972,1.0000000000000002,0.9179627076944057,0.9948950884357977,0.999594217068705,0.40555359185971507,0.9908049769719616,0.9739533479377264,0.9892926110885875,0.3523603292967446,0.9934871774604174,0.9870286806046433,0.9196619080937158,0.9913281793529259,0.6882871401741408,0.5881690661881536,0.9772381341032257,0.7717935289496969,0.788436886692452
lavender,0.97887396297432,0.9636421704988323,0.9687003375245509,0.9306384042874276,0.3218288678683942,0.9383704845851986,0.38399340736245147,0.4236459780444471,0.9588820902624104,0.9829561861990104,0.9426544144717685,0.942326572400133,0.9377507203083805,0.38069185025308694,0.9399029141154028,0.9581627067952252,0.9722046377413982,0.9710005297433003,0.7275927144171502,0.9828780703830844,0.9179627076944057,1.0,0.9028838894384928,0.9204431118120615,0.3444714612671675,0.9469738077153169,0.9682599829377804,0.9530644413333627,0.3917140658492481,0.9402616030900083,0.9567255744669795,0.9896460722192365,0.9236294975048787,0.6246993688355588,0.765788839000675,0.9796958332937318,0.9073468554164981,0.9134705176645104
lemon,0.9454647059525921,0.9782424598458005,0.8167036593898541,0.7761169975369149,0.5350093390278812,0.9873488573403354,0.34959967662474123,0.6095850637562598,0.9796529587252919,0.8476291321239829,0.9888910770974824,0.8061870184482699,0.7645338430005996,0.268105035008531,0.9905873729328317,0.9162976893272909,0.8227135147907447,0.9682903138279069,0.8214852319945033,0.8755459718554173,0.9948950884357977,0.9028838894384928,1.0,0.9951535369926515,0.4884278343127831,0.9792178844853282,0.9580098045948171,0.9848293214404312,0.4315502584639915,0.9883311070078816,0.9807627037816651,0.9072509169326756,0.9859053321749014,0.7510475189658476,0.5984593156258242,0.9634847991045251,0.7358072634215981,0.7618046312025676
lilac,0.9660180557022526,0.9879665361037085,0.8529157396879564,0.8149704681923805,0.452731639392346,0.9951852602476755,0.2805722137670352,0.5331801141840642,0.991083675450226,0.8691852230769527,0.9910531504105328,0.8301192966917346,0.7954984580605992,0.2128801392531452,0.9981449084508828,0.9171094847852669,0.8523509663191755,0.9818221963802739,0.7725624577873903,0.8849185381715095,0.999594217068705,0.9204431118120615,0.9951535369926515,1.0000000000000002,0.4075040849546218,0.9911433865915493,0.9726710771499647,0.9895483008356002,0.35666925849152475,0.9947444952066257,0.9886009509608925,0.9197405534887828,0.992748196856591,0.6906983190754508,0.585545926757817,0.978180793377341,0.7675443224273377,0.7970397502638821
maroon,0.2998894811837535,0.3915903963228522,0.1765467430338294,0.1682778874895828,0.9785303089493026,0.4076326982717924,0.8795845666961464,0.973155711844999,0.3767240633241309,0.30838750389965547,0.45363450603520006,0.27707802270420173,0.16225333164780778,0.7875812751257423,0.3961068277750196,0.5179389545059524,0.25093354689313496,0.3534885598262573,0.8699523978622643,0.40786794602945114,0.40555359185971507,0.3444714612671675,0.4884278343127831,0.4075040849546218,1.0,0.3616639017745329,0.34851015994088097,0.43526218215093376,0.9459459231159943,0.41280022442586783,0.41178426953812247,0.3993641940615075,0.4066960712751489,0.9379963530153547,0.5655835783671685,0.3468076037748256,0.16128959423454098,0.20829856291285748
navy,0.9879190603305213,0.9964428249348574,0.9042544561103092,0.8674659106679373,0.39131702263437973,0.9945944896780097,0.2658718004911394,0.48011057421967956,0.9958065837812301,0.9080853156560122,0.993217549839385,0.8718394004417878,0.830494036797832,0.21987265806552933,0.9943399149668426,0.9280857106634258,0.8990023540010543,0.9936990249480218,0.7485531147577601,0.9124474190636713,0.9908049769719616,0.9469738077153169,0.9792178844853282,0.9911433865915493,0.3616639017745329,0.9999999999999998,0.984187281188565,0.9958173394814807,0.3262150883380141,0.9973634821162604,0.9968282703244715,0.9454947304824812,0.9856977220000126,0.6544354599179947,0.626483860265179,0.9887923482135852,0.8151289165128266,0.8439923154694547
olive,0.9915509608049068,0.983754719489172,0.9355541190340282,0.8981224448601934,0.3699727587635277,0.977420658000401,0.30140706493464975,0.4656615937631971,0.9913060223266562,0.9534095862210968,0.9826700114937721,0.9352802629021265,0.8643680232185438,0.2929746383351529,0.9784442129238345,0.929344763152306,0.93608247624303,0.9955864613930291,0.7561411651892664,0.955236507893714,0.9739533479377264,0.9682599829377804,0.9580098045948171,0.9726710771499647,0.34851015994088097,0.984187281188565,1.0,0.9855595503941279,0.34228277589381056,0.9777145061665046,0.9803793872679505,0.97673612857215,0.9679711301508112,0.6409324724724088,0.7053218371485926,0.9918173304822855,0.8937776250020647,0.8460680082216805
orange,0.9833976539730307,0.9962763232988584,0.8980773430081629,0.8607331242624734,0.45875294852485526,0.9925275619835573,0.3482073455400294,0.5463755716204368,0.9943579793737991,0.9169042253101808,0.9985270288798632,0.8819734863049554,0.8308118055105689,0.3018588762598512,0.9926025907548853,0.944993570649831,0.9008745412639164,0.9931904706733145,0.8020151317309923,0.9303133996159108,0.9892926110885875,0.9530644413333627,0.9848293214404312,0.9895483008356002,0.43526218215093376,0.9958173394814807,0.9855595503941279,1.0000000000000002,0.4065377943871531,0.9969327382228942,0.997465928869281,0.9570735512019464,0.9841582448646196,0.7125284921773297,0.6741159326536909,0.9882847841809627,0.821301948737432,0.8360611242382764
plum,0.29924320867912707,0.3692575735033463,0.22868482970753393,0.2249087544971667,0.8965533971120828,0.3604514662952962,0.9767351750260852,0.9058015503639066,0.35082834034964444,0.3692007357197185,0.41604032463915386,0.3398150372852453,0.29091858386377006,0.9085053996914592,0.3580747302527157,0.5449695649691243,0.3134362505817893,0.34566603735214524,0.8364973532282088,0.47118953015219356,0.3523603292967446,0.3917140658492481,0.4315502584639915,0.35666925849152475,0.9459459231159943,0.3262150883380141,0.34228277589381056,0.4065377943871531,1.0000000000000002,0.3712596385781782,0.38151792372248994,0.43212692654349444,0.3615851794856271,0.8904973181754807,0.6580507886742111,0.34636604114766445,0.24789326513024754,0.25594880975138623
purple,0.9787520737194181,0.9965702659191596,0.8828124786403287,0.8480588712270694,0.443034834923922,0.9967425448428126,0.3036465228604281,0.5271189533450031,0.994229325709192,0.8939146525529741,0.9948926077207688,0.8534061607981378,0.8161546962209835,0.24788796473217825,0.9968608991876957,0.936705102559101,0.8826638375141329,0.9892294335367886,0.778700163443139,0.905998501824812,0.9934871774604174,0.9402616030900083,0.9883311070078816,0.9947444952066257,0.41280022442586783,0.9973634821162604,0.9777145061665046,0.9969327382228942,0.3712596385781782,1.0,0.9980299235301564,0.939156127547723,0.9899713468778368,0.6954002204424041,0.625132918041122,0.9846803440903505,0.7894406491615238,0.8351638167387566
red,0.9856392779675973,0.9991830828037467,0.9041643185190246,0.8674346881632881,0.43066422167327667,0.9949235766638265,0.3233581019348779,0.5181913137615264,0.9947115419867087,0.9139551249786213,0.9941145599127429,0.870270726148815,0.8380155177432441,0.2733938448259388,0.993978313822818,0.948625242657163,0.903326870676638,0.9920571946493096,0.7781407831305867,0.9234180997977325,0.9870286806046433,0.9567255744669795,0.9807627037816651,0.9886009509608925,0.41178426953812247,0.9968282703244715,0.9803793872679505,0.997465928869281,0.38151792372248994,0.9980299235301564,0.9999999999999999,0.9536536775278203,0.9850443130526338,0.6938457700076798,0.6551493971416995,0.9898972137331672,0.8085092462538476,0.8580987632600875
sage,0.9750084958125835,0.9580926818812611,0.9632091755331016,0.9238849727360412,0.3813224140451411,0.9386051241093731,0.42213482191278984,0.48245695272878314,0.959617259959273,0.9900112786006585,0.9500951682478121,0.9659902373440609,0.8946721453152395,0.4379243041608308,0.9349949040041743,0.9490416156822824,0.9712755935858535,0.9708361493494128,0.7790226494620496,0.9918129385662382,0.9196619080937158,0.9896460722192365,0.9072509169326756,0.9197405534887828,0.3993641940615075,0.9454947304824812,0.97673612857215,0.9570735512019464,0.43212692654349444,0.939156127547723,0.9536536775278203,0.9999999999999997,0.9187390253205148,0.6671149327089717,0.8216437629425882,0.9723467694565395,0.9264942411037894,0.8819713935996776
scarlet,0.9628958918288542,0.9836125540490369,0.8601280284917316,0.8461459149120816,0.44467342347216987,0.9922850316134859,0.2822928830568601,0.5241807354779257,0.9876699521899959,0.8698922718877002,0.9848818389761302,0.834234667855876,0.8176018942149091,0.22422729121580887,0.9941541655989105,0.9394258146911264,0.8671599354001911,0.9764023551788508,0.7680252792740337,0.8805985416608846,0.9913281793529259,0.9236294975048787,0.9859053321749014,0.992748196856591,0.4066960712751489,0.9856977220000126,0.9679711301508112,0.9841582448646196,0.3615851794856271,0.9899713468778368,0.9850443130526338,0.9187390253205148,0.9999999999999997,0.6928125019853191,0.5747935975691121,0.9750653800222013,0.7645435482537184,0.836999643402107
sienna,0.600740248845212,0.6778106597385352,0.4715697861765662,0.461281629106327,0.9341428906009275,0.6923943423294024,0.8124441597442225,0.9644574171739915,0.6683334768842172,0.5799948581552403,0.726408770901358,0.5443996812149173,0.44561261342997766,0.7242936566652277,0.683421205682386,0.765990315935967,0.5341955522408944,0.647152054245983,0.9767700255023645,0.6613184432006834,0.6882871401741408,0.6246993688355588,0.7510475189658476,0.6906983190754508,0.9379963530153547,0.6544354599179947,0.6409324724724088,0.7125284921773297,0.8904973181754807,0.6954002204424041,0.6938457700076798,0.6671149327089717,0.6928125019853191,1.0000000000000002,0.6813272891616868,0.6407336099871555,0.42829956445559425,0.4859909111168537
tan,0.6854830111087452,0.6564487591021005,0.7506754140341882,0.6993482090900481,0.486943141493407,0.6224973582265046,0.7111665836241496,0.5745518723468818,0.6558644646806496,0.8325127703781832,0.6693249254054567,0.8361466824820828,0.6457640899235028,0.7979698825395442,0.6052506675468884,0.7330590079479773,0.7828160878404702,0.6806201484953475,0.776650371821447,0.8525111724142087,0.5881690661881536,0.765788839000675,0.5984593156258242,0.585545926757817,0.5655835783671685,0.626483860265179,0.7053218371485926,0.6741159326536909,0.6580507886742111,0.625132918041122,0.6551493971416995,0.8216437629425882,0.5747935975691121,0.6813272891616868,1.0,0.6768512261498035,0.8059436852211105,0.6303399468685769
terracotta,0.9948648921684903,0.9941779215074614,0.9351243625032741,0.8933728914384239,0.36039431329144833,0.9838863500508322,0.3062588960035963,0.4552828304706364,0.9941905497608259,0.9469260028825733,0.9835022485930801,0.9075455493714312,0.8893738076421694,0.27276485287007907,0.9872487653491411,0.9461688256205176,0.9326404895908644,0.997134523070626,0.7408591838558753,0.9513059224994972,0.9772381341032257,0.9796958332937318,0.9634847991045251,0.978180793377341,0.3468076037748256,0.9887923482135852,0.9918173304822855,0.9882847841809627,0.34636604114766445,0.9846803440903505,0.9898972137331672,0.9723467694565395,0.9750653800222013,0.6407336099871555,0.6768512261498035,1.0,0.8634348450717934,0.8708166764769529
verde,0.8838565168964687,0.8205645565047731,0.9427300960435936,0.9024779242507232,0.13754095382350748,0.7855144417138405,0.2824319516770661,0.24822137586741502,0.8330579802747796,0.961690378811462,0.8100950209824597,0.9845712788852302,0.8699258396474658,0.38033804651594627,0.7867435464683258,0.7976897790368694,0.9398675298392472,0.8653323456406473,0.5908921566718285,0.9390654743901117,0.7717935289496969,0.9073468554164981,0.7358072634215981,0.7675443224273377,0.16128959423454098,0.8151289165128266,0.8937776250020647,0.821301948737432,0.24789326513024754,0.7894406491615238,0.8085092462538476,0.9264942411037894,0.7645435482537184,0.42829956445559425,0.8059436852211105,0.8634348450717934,1.0000000000000004,0.7934522128583721
yellow,0.8854185926319476,0.8608640962947617,0.9310304247060384,0.962967486357048,0.1519405108380449,0.8391556779680582,0.24425591739162902,0.2458920477605592,0.8508976466251497,0.8872034761335741,0.8167234664907445,0.8466730542502346,0.9021541663374982,0.2802240224331888,0.8293816164205821,0.915541971177407,0.938091762659004,0.8554738191751654,0.5578153231490725,0.8517701579573971,0.788436886692452,0.9134705176645104,0.7618046312025676,0.7970397502638821,0.20829856291285748,0.8439923154694547,0.8460680082216805,0.8360611242382764,0.25594880975138623,0.8351638167387566,0.8580987632600875,0.8819713935996776,0.836999643402107,0.4859909111168537,0.6303399468685769,0.8708166764769529,0.7934522128583721,1.0000000000000002
