fips,lc_type,n_county,n_pool,num_neighbors,kl_div,l1_distance,top_color,top_contrib
6073,crop,13,4154,3,0.33338807288109484,0.1633831013321359,ivory,0.30156245915037905
6073,forest,21598,35037,3,0.27352564302167637,0.11153293783084,olive,0.14987809506858177
6073,grass,62,2710,3,1.3766929656942613,0.2489155749636099,ivory,0.6958262781443711
6073,shrub,12372,33602,3,0.6019716916059368,0.21705309141394732,beige,0.1209352070920055
6073,urban,612232,1584700,3,0.6632387010802772,0.2511126288072027,terracotta,0.15619241156181501
6073,urban+barren,7544,163839,3,2.024158634714785,0.40559947733573953,terracotta,0.5160165625725646
6073,urban+crop,144,32085,3,1.7616961263192696,0.24995330448588238,terracotta,0.6059660960526296
6073,urban+forest,122649,198197,3,0.2853734984835734,0.1254686132839179,olive,0.11328609726333201
6073,urban+grass,13059,145020,3,1.7454671367766132,0.41456731569917027,terracotta,0.4066978913033227
6073,urban+other,82,258,3,0.48482810344828176,0.21126126126126127,terracotta,0.11285846394275179
