fips,lc_type,clr,y_county,y_pool,p_county,p_pool,contrib,abs_diff
6027,urban+crop,aqua,2,2,0.04918032786885246,2.637200348110446e-05,0.37037439389547594,0.04915395586537136
6027,urban+crop,beige,6,6,0.11475409836065574,6.153467478924374e-05,0.8642069190894438,0.1146925636858665
6027,urban+crop,foo,2,2,0.04918032786885246,2.637200348110446e-05,0.37037439389547594,0.04915395586537136
6027,urban+crop,ivory,2,2,0.04918032786885246,2.637200348110446e-05,0.37037439389547594,0.04915395586537136
6027,urban+crop,lemon,1,195,0.03278688524590164,0.0017229708940988246,0.09658946001762095,0.031063914351802818
6027,urban+crop,lilac,3,3,0.06557377049180328,3.516267130813928e-05,0.4938325251939679,0.06553860782049514
6027,urban+crop,olive,2,217,0.04918032786885246,0.0019163655862935907,0.15959327385673924,0.047263962282558865
6027,urban+crop,orange,5,8790,0.09836065573770492,0.0772787608674631,0.023726727401792165,0.021081894870241813
6027,urban+forest,aqua,21,272,0.07096774193548387,0.004834767824885772,0.1906471973844586,0.0661329741105981
6027,urban+forest,beige,112,1442,0.36451612903225805,0.02555520136011051,0.9687854255668117,0.3389609276721475
6027,urban+forest,coffee,8,85,0.02903225806451613,0.0015230404137002798,0.08557835660391376,0.02750921765081585
6027,urban+forest,indigo,1,15,0.0064516129032258064,0.0002833563560372614,0.020163742754373,0.006168256547188545
6027,urban+forest,ivory,10,137,0.035483870967741936,0.0024439485708213794,0.09493579296366768,0.03303992239692056
6027,urban+forest,lilac,35,456,0.11612903225806452,0.008093365919314277,0.30932793478098075,0.10803566633875024
6027,urban+forest,olive,42,757,0.13870967741935483,0.013424007367265256,0.3239340359430006,0.12528567005208957
6027,urban+forest,orange,39,5070,0.12903225806451613,0.08980625509155953,0.046762297667944264,0.0392260029729566
6027,urban+forest,plum,2,20,0.00967741935483871,0.00037190521729890555,0.031537853415022625,0.009305514137539805
6027,urban+forest,sage,2,4610,0.00967741935483871,0.08165975985548826,-0.020639671692880116,0.07198234050064956
6027,urban+grass,aqua,159,197,0.10416666666666667,0.0020011117287381877,0.41169680104319567,0.10216555493792848
6027,urban+grass,beige,428,533,0.279296875,0.005396937692657537,1.1022293607780835,0.27389993730734247
6027,urban+grass,coffee,19,38,0.013020833333333334,0.00039415837081206733,0.04554105641796525,0.012626674962521267
6027,urban+grass,foo,88,108,0.057942708333333336,0.0011016221132952651,0.22960788956710682,0.05684108622003807
6027,urban+grass,gold,1,1,0.0013020833333333333,2.0213249785234222e-05,0.005423675137337742,0.001281870083548099
6027,urban+grass,gray,3,3,0.0026041666666666665,4.0426499570468444e-05,0.010847350274675484,0.002563740167096198
6027,urban+grass,indigo,3,95,0.0026041666666666665,0.0009702359896912427,0.002571168424811044,0.0016339306769754239
6027,urban+grass,ivory,138,158,0.09049479166666667,0.0016069533579261205,0.36478018285002134,0.08888783830874056
6027,urban+grass,lemon,101,174,0.06640625,0.0017686593562079944,0.24076046430552517,0.064637590643792
6027,urban+grass,lilac,243,285,0.15885416666666666,0.0028904947192884937,0.6364585784293565,0.15596367194737817
6027,urban+grass,maroon,1,2,0.0013020833333333333,3.0319874677851333e-05,0.004895725777821903,0.0012717634586554818
6027,urban+grass,olive,75,121,0.049479166666666664,0.0012330082368992876,0.1826817740092207,0.04824615842976738
6027,urban+grass,orange,235,15099,0.15364583333333334,0.15261003587851837,0.0010393046202626915,0.0010357974548149684
6027,urban+grass,plum,4,8,0.0032552083333333335,9.095962403355399e-05,0.011645819793532772,0.0031642487092997796
6027,urban+shrub,aqua,28,54,0.06682027649769585,0.0014299828402059174,0.256880137753934,0.06539029365748994
6027,urban+shrub,beige,125,189,0.2903225806451613,0.004939940720711351,1.1826694801629813,0.28538263992444995
6027,urban+shrub,coffee,21,21,0.05069124423963134,0.000571993136082367,0.22731887715886762,0.05011925110354897
6027,urban+shrub,foo,34,47,0.08064516129032258,0.00124798502417971,0.3361716561574121,0.07939717626614287
6027,urban+shrub,gray,2,2,0.0069124423963133645,7.799906401123187e-05,0.030998028703481943,0.006834443332302133
6027,urban+shrub,indigo,1,33,0.004608294930875576,0.0008839893921272945,0.007609069777484662,0.0037243055387482815
6027,urban+shrub,ivory,46,62,0.10829493087557604,0.0016379803442358692,0.45390676260640306,0.10665695053134017
6027,urban+shrub,lemon,3,50,0.009216589861751152,0.0013259840881909416,0.01786958722733597,0.00789060577356021
6027,urban+shrub,lilac,49,86,0.1152073732718894,0.002261972856325724,0.45282216273547815,0.11294540041556368
6027,urban+shrub,maroon,1,1,0.004608294930875576,5.199937600748791e-05,0.02066535246898796,0.004556295554868088
6027,urban+shrub,olive,9,20,0.02304147465437788,0.0005459934480786231,0.08623143182122144,0.022495481206299257
6027,urban+shrub,orange,75,6004,0.17511520737327188,0.15612812646248245,0.02009746303511578,0.018987080910789433
6027,urban+shrub,plum,2,2,0.0069124423963133645,7.799906401123187e-05,0.030998028703481943,0.006834443332302133
6029,barren,alabaster,181,1281,0.16177777777777777,0.09511091327249796,0.08593310911169698,0.06666686450527981
6029,barren,amber,53,488,0.048,0.03627865568662364,0.013438629129079267,0.011721344313376361
6029,barren,cocoa,472,6046,0.42044444444444445,0.44862378514726614,-0.02727519337454587,0.028179340702821687
6029,barren,green,53,488,0.048,0.03627865568662364,0.013438629129079267,0.011721344313376361
6029,barren,grey,4,13,0.0044444444444444444,0.0010386527190444396,0.006461024292971514,0.003405791725400005
