h3,total_exposure,exposure_bin
8929ac91453ffff,127,High (50+)
8929a568363ffff,127,High (50+)
8929a1993a3ffff,127,High (50+)
8929a0b6987ffff,127,High (50+)
8929a6218cbffff,127,High (50+)
8929aeb2aabffff,127,High (50+)
8929a1d4113ffff,127,High (50+)
8929a0861b7ffff,127,High (50+)
892832ab017ffff,127,High (50+)
8929a86ea6bffff,127,High (50+)
8929a562323ffff,127,High (50+)
892830ad657ffff,127,High (50+)
89283472c4fffff,127,High (50+)
8928308139bffff,127,High (50+)
8929a199203ffff,127,High (50+)
89291279893ffff,127,High (50+)
89283470dc3ffff,127,High (50+)
8929a4c5b27ffff,127,High (50+)
8928346322fffff,127,High (50+)
892832b10afffff,127,High (50+)
8929a54c3c3ffff,127,High (50+)
8928362315bffff,127,High (50+)
8929a0b6aafffff,127,High (50+)
8929a0a6357ffff,127,High (50+)
8929a0b65a3ffff,127,High (50+)
8929a0a003bffff,127,High (50+)
892830ad3dbffff,127,High (50+)
8929a199087ffff,127,High (50+)
8929a0106cfffff,127,High (50+)
8929a0a2cb3ffff,127,High (50+)
8928347a113ffff,127,High (50+)
8929a569597ffff,127,High (50+)
89283082537ffff,127,High (50+)
8929126e53bffff,127,High (50+)
8929aeb1ca7ffff,127,High (50+)
8929a54c1dbffff,127,High (50+)
892832bb48bffff,127,High (50+)
892832b4abbffff,127,High (50+)
8929a0c6b93ffff,127,High (50+)
8929a47267bffff,127,High (50+)
89283409dafffff,127,High (50+)
892830946bbffff,127,High (50+)
8929a08cc2fffff,127,High (50+)
8929a40150fffff,127,High (50+)
8929a41ae37ffff,127,High (50+)
8929a0b349bffff,127,High (50+)
8929a5796dbffff,127,High (50+)
8929a19b00fffff,127,High (50+)
8929a401487ffff,127,High (50+)
89283444ccbffff,127,High (50+)
89291345b8fffff,127,High (50+)
8929a0a2b8bffff,127,High (50+)
8929a56012fffff,127,High (50+)
89283631d0bffff,127,High (50+)
8929a41b05bffff,127,High (50+)
89283002c4fffff,127,High (50+)
8929a569ad3ffff,127,High (50+)
8928362118fffff,127,High (50+)
8929a56c9abffff,127,High (50+)
8929a0b65c7ffff,127,High (50+)
8929a188e53ffff,127,High (50+)
8929a0d6993ffff,127,High (50+)
8929a41ae6bffff,127,High (50+)
8929a41ae0bffff,127,High (50+)
8929a115347ffff,127,High (50+)
8929a54c807ffff,127,High (50+)
8929a41ae2bffff,127,High (50+)
8929a0b5423ffff,127,High (50+)
8929a4c5ba7ffff,127,High (50+)
89291279c6fffff,127,High (50+)
89283444c57ffff,127,High (50+)
8929a56215bffff,127,High (50+)
8929a0861a7ffff,127,High (50+)
89283470803ffff,127,High (50+)
8929a56210bffff,127,High (50+)
89283622ec7ffff,127,High (50+)
8929a1d612bffff,127,High (50+)
8929a54c85bffff,127,High (50+)
89283631d0fffff,127,High (50+)
8929a41816bffff,127,High (50+)
8928300252bffff,127,High (50+)
8929a1da99bffff,127,High (50+)
89283099dc3ffff,127,High (50+)
8929a56b4dbffff,127,High (50+)
8929a1bb413ffff,127,High (50+)
8929aeb2ec7ffff,127,High (50+)
8929a56d2afffff,127,High (50+)
8929ab99177ffff,127,High (50+)
8929a1d1b57ffff,127,High (50+)
8929a155ad7ffff,127,High (50+)
892832bb083ffff,127,High (50+)
892832b6193ffff,127,High (50+)
892832144d7ffff,127,High (50+)
8929a1d4bb7ffff,127,High (50+)
8929a18c073ffff,127,High (50+)
892832b4957ffff,127,High (50+)
8929a188083ffff,127,High (50+)
8929a142d13ffff,127,High (50+)
8929a1dab53ffff,127,High (50+)
8929a1d1903ffff,127,High (50+)
8929aeb6453ffff,127,High (50+)
89283446313ffff,127,High (50+)
8929a1c040fffff,127,High (50+)
8928347066fffff,127,High (50+)
8929a411d2fffff,127,High (50+)
8928346084fffff,127,High (50+)
89283453133ffff,127,High (50+)
8929a569543ffff,127,High (50+)
8929a54b443ffff,127,High (50+)
89291a6c637ffff,127,High (50+)
8929a4014b3ffff,127,High (50+)
8929ac9046fffff,127,High (50+)
8929a1c33abffff,127,High (50+)
8929a0af133ffff,127,High (50+)
8929a56c55bffff,127,High (50+)
8929a0d688fffff,127,High (50+)
89283034a6bffff,127,High (50+)
8929a56ca67ffff,127,High (50+)
8929a19a62bffff,127,High (50+)
892830d2bd3ffff,127,High (50+)
8929a56995bffff,127,High (50+)
89283094643ffff,127,High (50+)
892834706c7ffff,127,High (50+)
89283286aabffff,127,High (50+)
8929a198dabffff,127,High (50+)
8928346d2afffff,127,High (50+)
89283286d7bffff,127,High (50+)
8929a0b4863ffff,127,High (50+)
8929a454e97ffff,127,High (50+)
89283095607ffff,127,High (50+)
8929a0c6c37ffff,127,High (50+)
892830c1ba7ffff,126,High (50+)
8929a41b003ffff,126,High (50+)
89283284d47ffff,126,High (50+)
892832b4847ffff,126,High (50+)
89283446d7bffff,126,High (50+)
892830cad3bffff,126,High (50+)
89283453143ffff,126,High (50+)
8929a0b7127ffff,126,High (50+)
8929a184223ffff,126,High (50+)
892830980afffff,126,High (50+)
8929a1d556bffff,126,High (50+)
89283446ebbffff,126,High (50+)
8928346560fffff,126,High (50+)
89291279c4bffff,126,High (50+)
8929ab9aaabffff,126,High (50+)
8928341104fffff,126,High (50+)
8929a579cdbffff,126,High (50+)
8929a0b4b4fffff,126,High (50+)
8929a568b8bffff,126,High (50+)
89283465623ffff,126,High (50+)
89283631d3bffff,126,High (50+)
8928346ed13ffff,126,High (50+)
892832b307bffff,126,High (50+)
8929a1c23a3ffff,126,High (50+)
8929a102447ffff,126,High (50+)
89283444a77ffff,126,High (50+)
8929a1b1303ffff,126,High (50+)
89283474273ffff,126,High (50+)
8929a56013bffff,126,High (50+)
8928344628bffff,126,High (50+)
89283049053ffff,126,High (50+)
8929a011bbbffff,126,High (50+)
892836af143ffff,126,High (50+)
8929a0b4b53ffff,126,High (50+)
8929a56c31bffff,126,High (50+)
8929a0b00afffff,126,High (50+)
8929a56520bffff,126,High (50+)
8929aeb2e73ffff,126,High (50+)
8929a188a5bffff,126,High (50+)
892832b1ccfffff,126,High (50+)
8929aeb02c7ffff,126,High (50+)
8929a1d440fffff,126,High (50+)
892834462a3ffff,126,High (50+)
8929a0b3397ffff,126,High (50+)
8929ab9a177ffff,126,High (50+)
8929a18b37bffff,126,High (50+)
8929a1d0423ffff,126,High (50+)
8929a18f387ffff,126,High (50+)
8929a6399bbffff,126,High (50+)
8929a006a13ffff,126,High (50+)
8929a4c5167ffff,126,High (50+)
8929a089e53ffff,126,High (50+)
8929aeb284fffff,126,High (50+)
89283217623ffff,126,High (50+)
8929a18ab77ffff,126,High (50+)
8929a56c057ffff,126,High (50+)
8929a1d86d7ffff,126,High (50+)
8929a1d530fffff,126,High (50+)
89283446147ffff,126,High (50+)
8929a1bb503ffff,126,High (50+)
8928362f5cfffff,126,High (50+)
89283470e93ffff,126,High (50+)
89283409e7bffff,126,High (50+)
8928309b1a7ffff,126,High (50+)
8929a56db93ffff,126,High (50+)
8929a184d6bffff,126,High (50+)
8929a62568fffff,126,High (50+)
892832b1bdbffff,126,High (50+)
8929a056543ffff,126,High (50+)
8928329592fffff,126,High (50+)
89283409a93ffff,126,High (50+)
8929a005e7bffff,126,High (50+)
8929aeb283bffff,126,High (50+)
8929ab9ad63ffff,126,High (50+)
8929a0a6ebbffff,126,High (50+)
8929136912bffff,126,High (50+)
8929a0a8b0fffff,126,High (50+)
8929a1d558fffff,126,High (50+)
8929a471957ffff,126,High (50+)
8929a14512bffff,126,High (50+)
8929a0b74b7ffff,126,High (50+)
8928307904fffff,126,High (50+)
8929a56c43bffff,126,High (50+)
8929a639863ffff,126,High (50+)
8929a1134b3ffff,126,High (50+)
8929a1d555bffff,126,High (50+)
892832aa377ffff,126,High (50+)
89283286e17ffff,126,High (50+)
8929a1b1387ffff,126,High (50+)
8929a56ee4fffff,126,High (50+)
89283610b93ffff,126,High (50+)
8929a418107ffff,126,High (50+)
8929a47188fffff,126,High (50+)
8929a41ac23ffff,126,High (50+)
8929a1991c7ffff,126,High (50+)
8929a142d17ffff,126,High (50+)
89283444a4fffff,126,High (50+)
89283044da3ffff,126,High (50+)
8928362f413ffff,126,High (50+)
8929a46dd27ffff,126,High (50+)
8929aeb70d7ffff,126,High (50+)
8929a4c5c3bffff,126,High (50+)
89283099d3bffff,126,High (50+)
8929a1dacafffff,126,High (50+)
8929a10240fffff,126,High (50+)
8929a1c2adbffff,126,High (50+)
8929a40e267ffff,126,High (50+)
8928347a16bffff,126,High (50+)
89291a6dcd7ffff,126,High (50+)
892832b1063ffff,126,High (50+)
8929a56ca6fffff,126,High (50+)
8929a568957ffff,126,High (50+)
8929a1d0b0bffff,126,High (50+)
8929a56aa83ffff,126,High (50+)
8929a56de07ffff,126,High (50+)
8929a56e84bffff,126,High (50+)
8929a0a8203ffff,126,High (50+)
8929a3931bbffff,126,High (50+)
8929a07b427ffff,126,High (50+)
8929a0b5e27ffff,126,High (50+)
8928341b447ffff,126,High (50+)
89283460267ffff,126,High (50+)
8929a084227ffff,126,High (50+)
8929a0b5337ffff,126,High (50+)
8929a0c6d2fffff,126,High (50+)
8929a562b0bffff,126,High (50+)
8929a4c50abffff,126,High (50+)
8928316f253ffff,126,High (50+)
8929a54dc57ffff,126,High (50+)
8929a0b4513ffff,126,High (50+)
8929a066177ffff,126,High (50+)
8928346ebabffff,126,High (50+)
8929a1d1a57ffff,126,High (50+)
8929a0ad677ffff,126,High (50+)
8929a569267ffff,126,High (50+)
89283611ca7ffff,126,High (50+)
8929a0b2e33ffff,126,High (50+)
8929a56967bffff,126,High (50+)
89283472b6bffff,126,High (50+)
8929a56e143ffff,126,High (50+)
892834d0e03ffff,126,High (50+)
8929a43967bffff,126,High (50+)
8929a1b1147ffff,126,High (50+)
8929a0b2503ffff,126,High (50+)
892830c498bffff,126,High (50+)
892834449c7ffff,126,High (50+)
89283266627ffff,126,High (50+)
8929a418cd3ffff,126,High (50+)
8929a0b4b93ffff,126,High (50+)
8929124eb47ffff,126,High (50+)
8929a56e047ffff,126,High (50+)
892832b1453ffff,126,High (50+)
892834732c3ffff,126,High (50+)
8929a41b00fffff,126,High (50+)
89283097373ffff,126,High (50+)
8929a00258bffff,126,High (50+)
8929a56c9bbffff,126,High (50+)
89283284b23ffff,126,High (50+)
892832334c7ffff,126,High (50+)
8929a56e177ffff,126,High (50+)
8929a0a6d47ffff,126,High (50+)
892832b9aafffff,126,High (50+)
8928308c153ffff,126,High (50+)
89283473647ffff,126,High (50+)
8929a54cb2bffff,126,High (50+)
892830816abffff,126,High (50+)
892802aea93ffff,126,High (50+)
892830ad3d7ffff,126,High (50+)
8929a80dc4fffff,126,High (50+)
8928308f69bffff,126,High (50+)
8929a1d2017ffff,126,High (50+)
89283446217ffff,126,High (50+)
8929a0ad387ffff,126,High (50+)
8929a1bb56bffff,126,High (50+)
8929a1c450bffff,126,High (50+)
892832b826bffff,126,High (50+)
8929a54dc9bffff,126,High (50+)
8929a56f363ffff,126,High (50+)
892830490d3ffff,126,High (50+)
8929a3900dbffff,126,High (50+)
8929a0b0597ffff,126,High (50+)
892832a3503ffff,126,High (50+)
8929a00c3a7ffff,126,High (50+)
8929a0a896fffff,126,High (50+)
8929a189813ffff,126,High (50+)
8929a56e62bffff,126,High (50+)
8929a1986abffff,126,High (50+)
8929a56a9c3ffff,126,High (50+)
8929a056e97ffff,126,High (50+)
892834656afffff,126,High (50+)
8928344554fffff,126,High (50+)
8929a56a837ffff,126,High (50+)
8929a1c7113ffff,126,High (50+)
89283429143ffff,126,High (50+)
8929a188d43ffff,126,High (50+)
8929a41a2afffff,126,High (50+)
892912649c3ffff,126,High (50+)
89298990e03ffff,126,High (50+)
892830d2027ffff,126,High (50+)
8929a1d820bffff,126,High (50+)
8929a0ce06fffff,126,High (50+)
892832b9d07ffff,126,High (50+)
8929a1896d3ffff,126,High (50+)
8929a560d63ffff,126,High (50+)
8929a18dcd7ffff,126,High (50+)
8929a0a6d6bffff,126,High (50+)
8929a56d4cfffff,126,High (50+)
8928300b1b3ffff,126,High (50+)
8929a476247ffff,126,High (50+)
8929a08c6cfffff,126,High (50+)
8928342982bffff,126,High (50+)
8929a0b624fffff,126,High (50+)
8929a5672b7ffff,126,High (50+)
8929a1dae97ffff,126,High (50+)
8929a57954fffff,126,High (50+)
892832b8adbffff,126,High (50+)
8929ad1004fffff,126,High (50+)
8928308134fffff,126,High (50+)
8929a0d64c3ffff,126,High (50+)
8929a0b63c7ffff,126,High (50+)
8929a561333ffff,126,High (50+)
8929a568a97ffff,126,High (50+)
8929a0b214bffff,126,High (50+)
89283453107ffff,126,High (50+)
8929a40054fffff,126,High (50+)
89283610157ffff,126,High (50+)
8929a0a23c7ffff,126,High (50+)
8929a845137ffff,126,High (50+)
8929a1dac07ffff,126,High (50+)
8929a62062bffff,126,High (50+)
8928361192bffff,126,High (50+)
892830ad053ffff,126,High (50+)
8929a1d50d7ffff,126,High (50+)
8928328eea7ffff,126,High (50+)
892830ad61bffff,126,High (50+)
8929124cb0bffff,126,High (50+)
8929ac6992fffff,126,High (50+)
8929a56ec97ffff,126,High (50+)
8929a56c263ffff,126,High (50+)
8929ab9a983ffff,126,High (50+)
892830d2b4fffff,126,High (50+)
8929a0b654fffff,126,High (50+)
8929a56084fffff,126,High (50+)
892830aa4c3ffff,126,High (50+)
8928300ed77ffff,126,High (50+)
8929ac09c33ffff,126,High (50+)
8928347a0c7ffff,126,High (50+)
892830d2b67ffff,126,High (50+)
8929a1984a7ffff,126,High (50+)
89283470093ffff,126,High (50+)
89283002cc3ffff,126,High (50+)
89283620e0bffff,126,High (50+)
892830cedc7ffff,126,High (50+)
8929a0af343ffff,126,High (50+)
8929a56c51bffff,126,High (50+)
8929a03a237ffff,126,High (50+)
8929a1153abffff,126,High (50+)
892832a869bffff,126,High (50+)
8929a00e5c7ffff,126,High (50+)
8929a1d84a3ffff,126,High (50+)
8929a0b61abffff,126,High (50+)
89283286553ffff,126,High (50+)
89283631dabffff,126,High (50+)
89283444b6fffff,126,High (50+)
8929a1d61b7ffff,126,High (50+)
892832b1037ffff,126,High (50+)
8929a0b08b3ffff,126,High (50+)
89283446833ffff,126,High (50+)
8929a1d91a7ffff,126,High (50+)
8928308c027ffff,126,High (50+)
8929a568a9bffff,126,High (50+)
89283470167ffff,126,High (50+)
8929a419ad3ffff,126,High (50+)
892830c42a7ffff,126,High (50+)
892834742c3ffff,126,High (50+)
8928309ab2fffff,126,High (50+)
8929a561ed3ffff,126,High (50+)
892830ca423ffff,126,High (50+)
8929a00b12bffff,126,High (50+)
8929a1d1397ffff,126,High (50+)
8929a188253ffff,126,High (50+)
892832b167bffff,126,High (50+)
8929a56b347ffff,126,High (50+)
8929a560c9bffff,126,High (50+)
8929a56b34bffff,126,High (50+)
89291a6f3cfffff,126,High (50+)
89283095a0fffff,126,High (50+)
8928328616bffff,126,High (50+)
8929a419307ffff,126,High (50+)
8929a1d0a17ffff,126,High (50+)
8928300114fffff,126,High (50+)
89283475813ffff,126,High (50+)
892830c6e67ffff,126,High (50+)
8928328633bffff,126,High (50+)
89298990e0bffff,126,High (50+)
8929a560cbbffff,126,High (50+)
8928328da37ffff,126,High (50+)
8929a003513ffff,126,High (50+)
8928150dd43ffff,126,High (50+)
89283098b63ffff,126,High (50+)
8929a638247ffff,126,High (50+)
8928347346bffff,126,High (50+)
8929a0ab6d7ffff,126,High (50+)
8929a56cb3bffff,126,High (50+)
8928328613bffff,126,High (50+)
8929a0b0d5bffff,126,High (50+)
8929a198e37ffff,126,High (50+)
8929ab98577ffff,126,High (50+)
892830858afffff,126,High (50+)
8929a1d13dbffff,126,High (50+)
8929a010663ffff,126,High (50+)
892836da523ffff,126,High (50+)
892834462c7ffff,126,High (50+)
892834d2e87ffff,126,High (50+)
89283474c07ffff,126,High (50+)
89283031433ffff,126,High (50+)
892836af333ffff,126,High (50+)
8929a1db323ffff,126,High (50+)
8929a112353ffff,126,High (50+)
8929a56ebabffff,126,High (50+)
8929a086d7bffff,126,High (50+)
8929a625053ffff,126,High (50+)
8929a19b163ffff,126,High (50+)
8929a4c5cbbffff,126,High (50+)
8929a0a649bffff,126,High (50+)
8928362012fffff,126,High (50+)
8929a1d826fffff,126,High (50+)
8929a1d33bbffff,126,High (50+)
892834531c3ffff,126,High (50+)
89283623527ffff,126,High (50+)
892830c4287ffff,126,High (50+)
8929a1d8537ffff,126,High (50+)
8928308abafffff,126,High (50+)
8928347a1b7ffff,126,High (50+)
892832b9a17ffff,126,High (50+)
8929a401513ffff,126,High (50+)
8929a1873d7ffff,126,High (50+)
892834daedbffff,126,High (50+)
89283285947ffff,126,High (50+)
8929a41922fffff,126,High (50+)
8929a40b687ffff,126,High (50+)
8929a144ccfffff,126,High (50+)
89283386a47ffff,126,High (50+)
8929a56d117ffff,126,High (50+)
89283024cbbffff,126,High (50+)
89283411263ffff,126,High (50+)
8928309b133ffff,126,High (50+)
8929a1c35d3ffff,126,High (50+)
89283472aa7ffff,126,High (50+)
8929a568c8fffff,126,High (50+)
8929a54c227ffff,126,High (50+)
8929a18b063ffff,126,High (50+)
89283460b73ffff,126,High (50+)
8929a1c2e73ffff,126,High (50+)
8929a146b93ffff,126,High (50+)
8929a4c5cdbffff,126,High (50+)
8929a56e1b3ffff,126,High (50+)
89283465247ffff,126,High (50+)
8929a40043bffff,126,High (50+)
8929a54aa57ffff,126,High (50+)
8929a4c42afffff,126,High (50+)
8928309582bffff,126,High (50+)
8928309b127ffff,126,High (50+)
892832b0627ffff,126,High (50+)
89283446817ffff,126,High (50+)
8929a19932fffff,126,High (50+)
892830093a3ffff,126,High (50+)
8929a54cc7bffff,126,High (50+)
8929a1b337bffff,126,High (50+)
8929a0b76a7ffff,126,High (50+)
8929a41b3a3ffff,126,High (50+)
8929a54db6bffff,126,High (50+)
892830974cfffff,126,High (50+)
8929a579303ffff,126,High (50+)
8928362042fffff,126,High (50+)
8929a56cc6bffff,126,High (50+)
89283602c9bffff,126,High (50+)
892834716b3ffff,126,High (50+)
892832b9a33ffff,126,High (50+)
8929a1c346fffff,126,High (50+)
89283092043ffff,126,High (50+)
8929a18305bffff,126,High (50+)
8929a54956bffff,126,High (50+)
89283002083ffff,126,High (50+)
892836af547ffff,126,High (50+)
8929a56c947ffff,126,High (50+)
8928361585bffff,126,High (50+)
892832b14afffff,126,High (50+)
8929a56530bffff,126,High (50+)
89283421a53ffff,126,High (50+)
892832b15c3ffff,126,High (50+)
892834734a3ffff,126,High (50+)
8929a56089bffff,126,High (50+)
8929a568cafffff,126,High (50+)
89283446eabffff,126,High (50+)
8929a14488bffff,126,High (50+)
8929ac4d677ffff,126,High (50+)
89283095e93ffff,126,High (50+)
8929a1849cfffff,126,High (50+)
89283384c13ffff,126,High (50+)
8929a41820bffff,126,High (50+)
8929a0b462fffff,126,High (50+)
8929a1d4a0fffff,126,High (50+)
8929a0b611bffff,126,High (50+)
8928308ab27ffff,126,High (50+)
8929a030653ffff,126,High (50+)
8928300b133ffff,126,High (50+)
8929a032e4bffff,126,High (50+)
8929a57908fffff,126,High (50+)
8929a56b02fffff,126,High (50+)
8929a1d1a3bffff,126,High (50+)
8929ab8044fffff,126,High (50+)
8929a1d0323ffff,126,High (50+)
892832a800fffff,126,High (50+)
8929a00c1a3ffff,126,High (50+)
8929a144887ffff,126,High (50+)
8929a188a8bffff,126,High (50+)
8929a62cc8bffff,126,High (50+)
892832b064fffff,126,High (50+)
8929a1dae17ffff,126,High (50+)
892836aeab3ffff,126,High (50+)
8929a1c0187ffff,126,High (50+)
8929ab9a107ffff,126,High (50+)
8929a11224bffff,126,High (50+)
8929a1d510fffff,126,High (50+)
8929a56ea47ffff,126,High (50+)
8929a188657ffff,126,High (50+)
8929a199a83ffff,126,High (50+)
8929a6222cbffff,126,High (50+)
8929a0a5e6fffff,126,High (50+)
8929a569587ffff,126,High (50+)
8929a54d237ffff,126,High (50+)
8929a1d088bffff,126,High (50+)
8929a1d65cfffff,126,High (50+)
8928346115bffff,126,High (50+)
8929a46ca0fffff,126,High (50+)
8929a089acbffff,126,High (50+)
8929a1da893ffff,126,High (50+)
8929a56ed7bffff,126,High (50+)
8929aeb054fffff,126,High (50+)
8929a11350fffff,126,High (50+)
892836af187ffff,126,High (50+)
89283474a6fffff,126,High (50+)
892836aeabbffff,126,High (50+)
8929a0b984bffff,126,High (50+)
892830c4123ffff,126,High (50+)
8929a00742fffff,126,High (50+)
8929a408d03ffff,126,High (50+)
8929a00ecbbffff,126,High (50+)
8929a419eabffff,126,High (50+)
8929a110693ffff,126,High (50+)
89283046c2fffff,126,High (50+)
8929a5681b7ffff,126,High (50+)
8928347038bffff,126,High (50+)
8929a1d0e07ffff,126,High (50+)
8929a0969cbffff,125,High (50+)
89283384cc7ffff,125,High (50+)
89283611b6bffff,125,High (50+)
8929ab816cfffff,125,High (50+)
892834735d7ffff,125,High (50+)
8929a456adbffff,125,High (50+)
8929a0a698bffff,125,High (50+)
8929a14404fffff,125,High (50+)
8929a189903ffff,125,High (50+)
8929a145c17ffff,125,High (50+)
892989908dbffff,125,High (50+)
8929a0b5497ffff,125,High (50+)
8928362f1c3ffff,125,High (50+)
8929a1d1aa7ffff,125,High (50+)
8929a0b5b63ffff,125,High (50+)
8929a56508bffff,125,High (50+)
892830c43b7ffff,125,High (50+)
8929a0adecbffff,125,High (50+)
89283611a73ffff,125,High (50+)
89283429c73ffff,125,High (50+)
8929a471bd7ffff,125,High (50+)
8929a03210fffff,125,High (50+)
8929a1c2aa7ffff,125,High (50+)
8929a40f273ffff,125,High (50+)
8928362f18fffff,125,High (50+)
892830d351bffff,125,High (50+)
8929a4199cfffff,125,High (50+)
89283447547ffff,125,High (50+)
8929a00317bffff,125,High (50+)
8928347217bffff,125,High (50+)
89283002cd7ffff,125,High (50+)
8929a4c5e1bffff,125,High (50+)
8929a1b2a5bffff,125,High (50+)
8929a0325afffff,125,High (50+)
8929a0b0397ffff,125,High (50+)
8929a56ea9bffff,125,High (50+)
892830133dbffff,125,High (50+)
892830133cfffff,125,High (50+)
892830133cbffff,125,High (50+)
892830982a7ffff,125,High (50+)
8929a1c2e17ffff,125,High (50+)
89283010b7bffff,125,High (50+)
8929a4c4453ffff,125,High (50+)
89291a6f16fffff,125,High (50+)
8929ae2484bffff,125,High (50+)
8929a18dcc7ffff,125,High (50+)
8929a18e067ffff,125,High (50+)
8929a96725bffff,125,High (50+)
8929a110497ffff,125,High (50+)
8929a8432d7ffff,125,High (50+)
8929a54c233ffff,125,High (50+)
8928341a6a3ffff,125,High (50+)
8929ab9a997ffff,125,High (50+)
892832b1a53ffff,125,High (50+)
8929a189ba3ffff,125,High (50+)
8928347a45bffff,125,High (50+)
892830495b7ffff,125,High (50+)
8929a1c2e43ffff,125,High (50+)
892830ad60fffff,125,High (50+)
892830c45a7ffff,125,High (50+)
8929a1c21d3ffff,125,High (50+)
8929a1d08afffff,125,High (50+)
8929a56a50bffff,125,High (50+)
8929a1124cbffff,125,High (50+)
8929a189bd3ffff,125,High (50+)
89283098307ffff,125,High (50+)
892832b992bffff,125,High (50+)
8929a568b2bffff,125,High (50+)
892832b1843ffff,125,High (50+)
8929a0b03d7ffff,125,High (50+)
8929a568c17ffff,125,High (50+)
89283049b57ffff,125,High (50+)
8929a0a6e47ffff,125,High (50+)
8928301152bffff,125,High (50+)
89283049b6fffff,125,High (50+)
8929ab98543ffff,125,High (50+)
89283460337ffff,125,High (50+)
8928360207bffff,125,High (50+)
8929a010603ffff,125,High (50+)
8929a1d619bffff,125,High (50+)
89283098383ffff,125,High (50+)
892836006a3ffff,125,High (50+)
8929a032163ffff,125,High (50+)
89283286d03ffff,125,High (50+)
8928344458fffff,125,High (50+)
8929ab83167ffff,125,High (50+)
