fips,lc_type,clr,count,exposure,observed_prop,baseline_prop,shrinkage_weight,stabilized_prop,movement,abs_movement,effective_n,exposure_bin
6001,urban+forest,red,2321,29114,0.07972109637974857,0.024935956488270256,0.9996566405713501,0.07970228538541692,-1.8810994331652786e-05,1.8810994331652786e-05,29124.0,100+
6001,urban+grass,alabaster,5304,68720,0.07718277066356229,0.09442884402662827,0.9998545031281827,0.07718527991328775,2.509249725460294e-06,2.509249725460294e-06,68730.0,100+
6001,urban+grass,amber,6635,68720,0.0965512223515716,0.0693230974978678,0.9998545031281827,0.09654726074457994,-3.961606991662037e-06,3.961606991662037e-06,68730.0,100+
6001,urban+grass,cocoa,18043,68720,0.262558207217695,0.12069350919220109,0.9998545031281827,0.26253756634791103,-2.0640869783983273e-05,2.0640869783983273e-05,68730.0,100+
6001,urban+grass,green,3419,68720,0.04975261932479628,0.01873745024468725,0.9998545031281827,0.04974810671471624,-4.512610080040225e-06,4.512610080040225e-06,68730.0,100+
6001,urban+grass,grey,130,68720,0.0018917345750873108,0.0020607261853252887,0.9998545031281827,0.0018917591628379638,2.4587750652995885e-08,2.4587750652995885e-08,68730.0,100+
6001,urban+grass,indigo,269,68720,0.003914435389988358,0.012316388625328705,0.9998545031281827,0.003915657847901256,1.2224579128972124e-06,1.2224579128972124e-06,68730.0,100+
6001,urban+grass,lemon,174,68720,0.002532013969732247,0.016329432216211238,0.9998545031281827,0.0025340214509262647,2.007481194017842e-06,2.007481194017842e-06,68730.0,100+
6001,urban+grass,navy,7961,68720,0.11584691501746217,0.0331107275764114,0.9998545031281827,0.11583487716100341,-1.2037856458757545e-05,1.2037856458757545e-05,68730.0,100+
6001,urban+grass,orange,11715,68720,0.1704743888242142,0.06055062066424841,0.9998545031281827,0.17045839525980855,-1.5993564405653027e-05,1.5993564405653027e-05,68730.0,100+
6001,urban+grass,purple,6159,68720,0.08962456344586729,0.03392043563060811,0.9998545031281827,0.08961645866952286,-8.104776344428077e-06,8.104776344428077e-06,68730.0,100+
6001,urban+grass,red,8911,68720,0.12967112922002327,0.06711270963427866,0.9998545031281827,0.12966202716566771,-9.102054355558664e-06,9.102054355558664e-06,68730.0,100+
6001,urban+other,alabaster,4,32,0.125,0.060133630289532294,0.7619047619047619,0.10955562625941245,-0.015444373740587547,0.015444373740587547,42.0,20-50
6001,urban+other,amber,5,32,0.15625,0.06904231625835189,0.7619047619047619,0.13548626577579806,-0.02076373422420194,0.02076373422420194,42.0,20-50
6001,urban+other,cocoa,6,32,0.1875,0.24498886414253898,0.7619047619047619,0.20118782479584263,0.013687824795842629,0.013687824795842629,42.0,20-50
6001,urban+other,navy,4,32,0.125,0.0378619153674833,0.7619047619047619,0.10425283699225793,-0.02074716300774207,0.02074716300774207,42.0,20-50
6001,urban+other,orange,6,32,0.1875,0.08908685968819599,0.7619047619047619,0.16406829992576094,-0.02343170007423906,0.02343170007423906,42.0,20-50
6001,urban+other,purple,1,32,0.03125,0.0400890868596882,0.7619047619047619,0.033354544490401955,0.002104544490401955,0.002104544490401955,42.0,20-50
6001,urban+other,red,6,32,0.1875,0.07349665924276169,0.7619047619047619,0.16035634743875277,-0.027143652561247233,0.027143652561247233,42.0,20-50
6001,urban+shrub,alabaster,452,4744,0.09527824620573355,0.06344837197958224,0.997896508203618,0.09521129232641896,-6.695387931458796e-05,6.695387931458796e-05,4754.0,100+
6001,urban+shrub,amber,592,4744,0.12478920741989882,0.06474103238619536,0.997896508203618,0.12466289657632772,-0.00012631084357110633,0.00012631084357110633,4754.0,100+
6001,urban+shrub,cocoa,1186,4744,0.25,0.22402397170780997,0.997896508203618,0.2499453596375848,-5.464036241520365e-05,5.464036241520365e-05,4754.0,100+
6001,urban+shrub,green,271,4744,0.057124789207419896,0.017626870612010244,0.997896508203618,0.05704170565968029,-8.30835477396083e-05,8.30835477396083e-05,4754.0,100+
6001,urban+shrub,grey,7,4744,0.001475548060708263,0.0024773087576871484,0.997896508203618,0.001477655256116296,2.107195408032961e-06,2.107195408032961e-06,4754.0,100+
6001,urban+shrub,indigo,5,4744,0.0010539629005059021,0.0032542987055974634,0.997896508203618,0.0010585912888211979,4.628388315295728e-06,4.628388315295728e-06,4754.0,100+
6001,urban+shrub,lemon,12,4744,0.002529510961214165,0.043480078744272746,0.997896508203618,0.002615650144603015,8.613918338884995e-05,8.613918338884995e-05,4754.0,100+
