fips,lc_type,bldgtype,freq
6093,forest,M,0.14933155080213903
6093,urban+forest,W,0.1320855614973262
6093,urban+forest,M,0.12259358288770053
6093,forest,H,0.07232620320855615
6093,shrub,H,0.04879679144385027
6093,shrub,W,0.04572192513368984
6093,urban+grass,W,0.044919786096256686
6093,urban+grass,M,0.04264705882352941
6093,shrub,M,0.0393048128342246
6093,urban+shrub,W,0.017914438502673796
6093,urban+forest,C,0.01697860962566845
6093,urban+forest,H,0.016711229946524065
6093,urban+shrub,M,0.014037433155080214
6093,urban+forest,S,0.011631016042780749
6093,urban+crop,M,0.0074866310160427805
6093,urban+crop,W,0.007219251336898396
6093,urban+grass,H,0.006951871657754011
6093,urban+shrub,H,0.0062834224598930484
6093,forest,C,0.004411764705882353
6093,forest,S,0.004010695187165776
6093,urban+grass,S,0.004010695187165776
6093,grass,H,0.0037433155080213902
6093,grass,M,0.0030748663101604276
6093,grass,W,0.0030748663101604276
6093,urban+crop,H,0.00267379679144385
6093,shrub,S,0.0021390374331550803
6093,crop,H,0.0018716577540106951
6093,urban+grass,C,0.0009358288770053476
6093,crop,M,0.0008021390374331551
6093,crop,W,0.0006684491978609625
6093,shrub,C,0.0006684491978609625
6093,grass,S,0.00026737967914438503
6093,urban+crop,C,0.00026737967914438503
6093,urban+crop,S,0.00013368983957219252
6091,forest,M,0.2882447665056361
6091,forest,W,0.2785829307568438
6091,urban+forest,W,0.07085346215780998
6091,urban+forest,M,0.06924315619967794
6091,urban+grass,M,0.06602254428341385
6091,urban+grass,W,0.05636070853462158
6091,shrub,W,0.043478260869565216
6091,urban+shrub,M,0.02576489533011272
6091,shrub,M,0.02254428341384863
6091,urban+shrub,W,0.01932367149758454
6091,urban+grass,C,0.011272141706924315
6091,forest,C,0.00966183574879227
6091,grass,W,0.00966183574879227
6091,forest,S,0.00644122383252818
6091,urban+forest,C,0.00644122383252818
6091,forest,H,0.004830917874396135
6091,grass,M,0.004830917874396135
6091,urban+forest,S,0.00322061191626409
6091,urban+grass,S,0.001610305958132045
6091,urban+shrub,H,0.001610305958132045
6089,urban+forest,W,0.2164630383808466
6089,urban+forest,M,0.19848615739026698
6089,forest,W,0.15039697231478052
6089,forest,M,0.14854580608005266
6089,forest,H,0.112962277345839
6089,urban+forest,H,0.035583528734213665
6089,urban+forest,C,0.02176148751491217
6089,urban+grass,W,0.020074869389937883
6089,urban+grass,M,0.019498951005800323
6089,shrub,W,0.014891603932699823
6089,shrub,M,0.012382245258957588
6089,shrub,H,0.009584927393146571
6089,urban+forest,S,0.007569213048665103
6089,forest,S,0.005388950594430047
6089,urban+shrub,W,0.005306676539553252
6089,urban+shrub,M,0.004031428688962935
6089,urban+grass,C,0.0034966473322637706
6089,forest,C,0.003003003003003003
6089,urban+grass,H,0.0026327697560574272
6089,urban+shrub,H,0.0014397959603439055
6089,urban+grass,S,0.0011929737957135217
6089,crop,M,0.0008638775762063434
6089,crop,H,0.000822740548767946
6089,shrub,C,0.0007816035213295487
6089,shrub,S,0.0006170554115759595
6089,crop,W,0.0005347813566991649
6089,grass,M,0.000411370274383973
6089,grass,W,0.0002879591920687811
6089,urban+shrub,C,0.0002879591920687811
6089,grass,H,0.0002468221646303838
6089,urban+crop,H,0.0002056851371919865
6089,urban+shrub,S,0.0001645481097535892
6089,crop,C,8.22740548767946e-05
6087,urban+forest,W,0.2567269076305221
6087,urban+forest,M,0.24467871485943776
6087,forest,W,0.2073293172690763
6087,forest,M,0.19603413654618473
6087,urban+forest,C,0.033785140562248996
6087,urban+forest,H,0.02705823293172691
6087,urban+forest,S,0.017720883534136547
6087,forest,H,0.0051204819277108436
6087,forest,S,0.004367469879518073
6087,forest,C,0.003714859437751004
6087,urban,M,0.00040160642570281126
6087,urban,W,0.00040160642570281126
6087,urban+barren,W,0.00040160642570281126
6087,urban+shrub,M,0.00040160642570281126
6087,urban+barren,M,0.00035140562248995986
6087,urban+shrub,W,0.00035140562248995986
6087,barren,M,0.00030120481927710846
6087,barren,W,0.00030120481927710846
6087,urban+crop,C,0.00020080321285140563
6087,crop,W,0.00010040160642570282
6087,shrub,W,0.00010040160642570282
6087,urban+crop,S,0.00010040160642570282
6087,urban+crop,M,5.020080321285141e-05
6085,urban,W,0.3060670553036612
6085,urban,M,0.30070016347429135
6085,urban+forest,W,0.06705530366120724
6085,urban+forest,M,0.06673658020007608
6085,urban,C,0.04846652889588024
6085,urban+grass,W,0.03791781047263605
6085,urban+grass,M,0.0369513586872706
6085,forest,M,0.028551453276168738
6085,forest,W,0.027790629530242743
6085,urban,S,0.018917779628430133
6085,urban,H,0.009972959912813712
6085,urban+shrub,W,0.009633673647738606
6085,urban+shrub,M,0.009242980372803635
6085,shrub,W,0.005983775947688227
6085,shrub,M,0.005685615290501013
6085,urban+grass,C,0.003978902563153512
6085,urban+forest,C,0.0037013047099102433
6085,urban+grass,S,0.0018814965608710404
6085,urban+forest,S,0.0016964313253755282
6085,crop,W,0.0016450243155156636
6085,urban+grass,H,0.0014393962760762059
