lc_type,clr,count,total,proportion,stable
urban+grass,maroon,108,264796,0.0004078611459387604,False
urban+grass,navy,11024,264796,0.04163204882248977,True
urban+grass,olive,7051,264796,0.026628045740872217,True
urban+grass,orange,13240,264796,0.0500007552984184,True
urban+grass,plum,172,264796,0.0006495566398283962,False
urban+grass,purple,12198,264796,0.04606565053852777,True
urban+grass,red,22383,264796,0.08452922249580809,True
urban+grass,sage,10493,264796,0.039626731521624194,True
urban+grass,scarlet,117,264796,0.0004418495747669904,False
urban+grass,sienna,2140,264796,0.008081693076934697,True
urban+grass,tan,514,264796,0.0019411169353011374,False
urban+grass,terracotta,19613,264796,0.0740683394008973,True
urban+grass,verde,560,264796,0.002114835571534313,False
urban+grass,yellow,1531,264796,0.005781809392891132,True
urban+other,alabaster,11,163,0.06748466257668712,False
urban+other,amber,13,163,0.07975460122699386,False
urban+other,aqua,2,163,0.012269938650306749,False
urban+other,azure,2,163,0.012269938650306749,False
urban+other,brown,2,163,0.012269938650306749,False
urban+other,cocoa,24,163,0.147239263803681,False
urban+other,foo,9,163,0.05521472392638037,False
urban+other,green,4,163,0.024539877300613498,False
urban+other,grey,3,163,0.018404907975460124,False
urban+other,ivory,7,163,0.04294478527607362,False
urban+other,lavender,2,163,0.012269938650306749,False
urban+other,lemon,7,163,0.04294478527607362,False
urban+other,lilac,7,163,0.04294478527607362,False
urban+other,maroon,1,163,0.006134969325153374,False
urban+other,navy,10,163,0.06134969325153374,False
urban+other,olive,10,163,0.06134969325153374,False
urban+other,orange,13,163,0.07975460122699386,False
urban+other,purple,9,163,0.05521472392638037,False
urban+other,red,13,163,0.07975460122699386,False
urban+other,sage,1,163,0.006134969325153374,False
urban+other,sienna,3,163,0.018404907975460124,False
urban+other,terracotta,8,163,0.049079754601226995,False
urban+other,yellow,2,163,0.012269938650306749,False
urban+shrub,alabaster,8120,105609,0.07688738649168159,True
urban+shrub,amber,7765,105609,0.07352593055516102,True
urban+shrub,aqua,223,105609,0.0021115624615326346,False
urban+shrub,aquamarine,68,105609,0.0006438845174180231,False
urban+shrub,auburn,36,105609,0.00034088003863307103,False
urban+shrub,azure,1888,105609,0.01787726424831217,True
urban+shrub,bar,35,105609,0.0003314111486710413,False
urban+shrub,beige,983,105609,0.009307918832675245,False
urban+shrub,blue,749,105609,0.0070921985815602835,False
urban+shrub,brown,2733,105609,0.02587847626622731,True
urban+shrub,cocoa,14137,105609,0.1338616973932146,True
urban+shrub,coffee,827,105609,0.007830771998598605,False
urban+shrub,crimson,78,105609,0.0007385734170383206,False
urban+shrub,emerald,4,105609,3.787555984811901e-05,False
urban+shrub,foo,4099,105609,0.03881297995435995,True
urban+shrub,gold,64,105609,0.0006060089575699041,False
urban+shrub,gray,366,105609,0.003465613726102889,False
urban+shrub,green,3781,105609,0.03580187294643449,True
urban+shrub,grey,537,105609,0.0050847939096099765,False
urban+shrub,indigo,608,105609,0.005757085096914089,False
urban+shrub,ivory,4070,105609,0.03853838214546109,True
urban+shrub,lavender,2444,105609,0.023141967067200713,True
urban+shrub,lemon,4489,105609,0.042505847039551556,True
urban+shrub,lilac,4318,105609,0.04088666685604447,True
urban+shrub,maroon,36,105609,0.00034088003863307103,False
urban+shrub,navy,6051,105609,0.057296253160242026,True
urban+shrub,olive,4741,105609,0.04489200730998305,True
urban+shrub,orange,8217,105609,0.07780586881799846,True
urban+shrub,plum,41,105609,0.0003882244884432198,False
urban+shrub,purple,6540,105609,0.061926540351674574,True
urban+shrub,red,8446,105609,0.07997424461930328,True
urban+shrub,sage,1560,105609,0.014771468340766413,True
urban+shrub,scarlet,41,105609,0.0003882244884432198,False
urban+shrub,sienna,587,105609,0.005558238407711464,False
urban+shrub,tan,60,105609,0.000568133397721785,False
urban+shrub,terracotta,6578,105609,0.062286358170231704,True
urban+shrub,verde,133,105609,0.001259362364949957,False
urban+shrub,yellow,156,105609,0.0014771468340766412,False
