fips,lc_type,clr,count,exposure
6025,urban+barren,olive,206,1694
6025,urban+barren,purple,288,1694
6025,urban+barren,sienna,145,1694
6025,urban+barren,terracotta,3,1694
6025,urban+barren,yellow,46,1694
6025,urban+crop,aquamarine,2608,26927
6025,urban+crop,auburn,74,26927
6025,urban+crop,beige,463,26927
6025,urban+crop,cocoa,6232,26927
6025,urban+crop,emerald,70,26927
6025,urban+crop,foo,3121,26927
6025,urban+crop,gray,3121,26927
6025,urban+crop,ivory,69,26927
6025,urban+crop,navy,52,26927
6025,urban+crop,olive,3120,26927
6025,urban+crop,purple,4830,26927
6025,urban+crop,sienna,2099,26927
6025,urban+crop,terracotta,40,26927
6025,urban+crop,yellow,1028,26927
6025,urban+forest,aquamarine,3,48
6025,urban+forest,beige,1,48
6025,urban+forest,cocoa,17,48
6025,urban+forest,emerald,1,48
6025,urban+forest,foo,3,48
6025,urban+forest,gray,2,48
6025,urban+forest,olive,15,48
6025,urban+forest,purple,3,48
6025,urban+forest,sienna,3,48
6025,urban+shrub,aquamarine,4,65
6025,urban+shrub,cocoa,17,65
6025,urban+shrub,foo,10,65
6025,urban+shrub,gray,7,65
6025,urban+shrub,olive,6,65
6025,urban+shrub,purple,12,65
6025,urban+shrub,sienna,5,65
6025,urban+shrub,yellow,4,65
6027,barren,aqua,39,351
6027,barren,beige,150,351
6027,barren,coffee,47,351
6027,barren,gray,7,351
6027,barren,indigo,8,351
6027,barren,ivory,25,351
6027,barren,lilac,14,351
6027,barren,maroon,1,351
6027,barren,olive,8,351
6027,barren,orange,47,351
6027,barren,plum,4,351
6027,barren,sage,1,351
6027,crop,beige,1,2
6027,crop,ivory,1,2
6027,forest,aqua,15,259
6027,forest,beige,82,259
6027,forest,coffee,7,259
6027,forest,gray,2,259
6027,forest,ivory,27,259
6027,forest,lilac,20,259
6027,forest,olive,70,259
6027,forest,orange,29,259
6027,forest,plum,1,259
6027,forest,sage,6,259
6027,grass,aqua,19,255
6027,grass,beige,96,255
6027,grass,coffee,2,255
6027,grass,foo,2,255
6027,grass,gray,2,255
6027,grass,ivory,85,255
6027,grass,lilac,14,255
6027,grass,olive,16,255
6027,grass,orange,19,255
6027,shrub,aqua,52,481
6027,shrub,beige,210,481
6027,shrub,coffee,5,481
6027,shrub,gray,2,481
6027,shrub,ivory,81,481
6027,shrub,lilac,52,481
6027,shrub,olive,27,481
6027,shrub,orange,52,481
6027,urban+barren,aqua,235,3191
6027,urban+barren,beige,988,3191
6027,urban+barren,coffee,116,3191
6027,urban+barren,foo,107,3191
6027,urban+barren,gold,9,3191
6027,urban+barren,gray,27,3191
6027,urban+barren,indigo,14,3191
6027,urban+barren,ivory,363,3191
6027,urban+barren,lemon,166,3191
6027,urban+barren,lilac,528,3191
6027,urban+barren,maroon,3,3191
6027,urban+barren,olive,85,3191
6027,urban+barren,orange,509,3191
6027,urban+barren,plum,39,3191
6027,urban+barren,sage,2,3191
6027,urban+crop,aqua,2,23
6027,urban+crop,beige,6,23
6027,urban+crop,foo,2,23
6027,urban+crop,ivory,2,23
6027,urban+crop,lemon,1,23
6027,urban+crop,lilac,3,23
6027,urban+crop,olive,2,23
6027,urban+crop,orange,5,23
6027,urban+forest,aqua,21,272
6027,urban+forest,beige,112,272
6027,urban+forest,coffee,8,272
6027,urban+forest,indigo,1,272
6027,urban+forest,ivory,10,272
6027,urban+forest,lilac,35,272
6027,urban+forest,olive,42,272
6027,urban+forest,orange,39,272
6027,urban+forest,plum,2,272
6027,urban+forest,sage,2,272
6027,urban+grass,aqua,159,1498
6027,urban+grass,beige,428,1498
6027,urban+grass,coffee,19,1498
6027,urban+grass,foo,88,1498
6027,urban+grass,gold,1,1498
6027,urban+grass,gray,3,1498
6027,urban+grass,indigo,3,1498
6027,urban+grass,ivory,138,1498
6027,urban+grass,lemon,101,1498
6027,urban+grass,lilac,243,1498
6027,urban+grass,maroon,1,1498
6027,urban+grass,olive,75,1498
6027,urban+grass,orange,235,1498
6027,urban+grass,plum,4,1498
6027,urban+shrub,aqua,28,396
6027,urban+shrub,beige,125,396
6027,urban+shrub,coffee,21,396
6027,urban+shrub,foo,34,396
6027,urban+shrub,gray,2,396
6027,urban+shrub,indigo,1,396
6027,urban+shrub,ivory,46,396
6027,urban+shrub,lemon,3,396
6027,urban+shrub,lilac,49,396
6027,urban+shrub,maroon,1,396
6027,urban+shrub,olive,9,396
6027,urban+shrub,orange,75,396
6027,urban+shrub,plum,2,396
6029,barren,alabaster,181,1087
6029,barren,amber,53,1087
6029,barren,cocoa,472,1087
6029,barren,green,53,1087
6029,barren,grey,4,1087
6029,barren,indigo,4,1087
6029,barren,navy,115,1087
6029,barren,orange,119,1087
6029,barren,purple,43,1087
6029,barren,red,43,1087
6029,crop,alabaster,445,1819
6029,crop,amber,16,1819
6029,crop,cocoa,640,1819
6029,crop,green,42,1819
6029,crop,grey,180,1819
6029,crop,indigo,32,1819
6029,crop,navy,152,1819
6029,crop,orange,191,1819
6029,crop,red,121,1819
6029,forest,alabaster,443,3869
6029,forest,amber,65,3869
6029,forest,cocoa,1826,3869
6029,forest,green,714,3869
6029,forest,grey,17,3869
6029,forest,indigo,6,3869
6029,forest,lemon,2,3869
6029,forest,navy,217,3869
6029,forest,orange,356,3869
6029,forest,red,223,3869
6029,grass,alabaster,421,1389
6029,grass,amber,67,1389
6029,grass,cocoa,435,1389
6029,grass,green,68,1389
6029,grass,grey,64,1389
6029,grass,indigo,6,1389
6029,grass,lemon,1,1389
6029,grass,navy,117,1389
6029,grass,orange,124,1389
6029,grass,purple,4,1389
6029,grass,red,82,1389
6029,shrub,alabaster,1125,7233
6029,shrub,amber,474,7233
6029,shrub,cocoa,3044,7233
6029,shrub,green,503,7233
6029,shrub,grey,10,7233
6029,shrub,indigo,5,7233
6029,shrub,lemon,2,7233
6029,shrub,navy,741,7233
6029,shrub,orange,731,7233
6029,shrub,purple,71,7233
6029,shrub,red,527,7233
6029,urban,alabaster,11817,135535
6029,urban,amber,11814,135535
6029,urban,cocoa,36948,135535
6029,urban,green,8054,135535
6029,urban,grey,328,135535
6029,urban,indigo,343,135535
6029,urban,lemon,328,135535
6029,urban,navy,14365,135535
6029,urban,orange,21744,135535
6029,urban,purple,8054,135535
6029,urban,red,21740,135535
6029,urban+barren,alabaster,1330,13965
6029,urban+barren,amber,1635,13965
6029,urban+barren,cocoa,3529,13965
6029,urban+barren,green,404,13965
6029,urban+barren,grey,12,13965
6029,urban+barren,indigo,14,13965
6029,urban+barren,lemon,27,13965
6029,urban+barren,navy,1327,13965
6029,urban+barren,orange,2685,13965
6029,urban+barren,purple,1341,13965
6029,urban+barren,red,1661,13965
6029,urban+crop,alabaster,2197,21169
6029,urban+crop,amber,2426,21169
6029,urban+crop,cocoa,5362,21169
6029,urban+crop,green,789,21169
6029,urban+crop,grey,61,21169
6029,urban+crop,indigo,56,21169
6029,urban+crop,lemon,82,21169
6029,urban+crop,navy,1833,21169
6029,urban+crop,orange,3745,21169
6029,urban+crop,purple,1424,21169
6029,urban+crop,red,3194,21169
6029,urban+forest,alabaster,858,12684
6029,urban+forest,amber,987,12684
6029,urban+forest,cocoa,4613,12684
6029,urban+forest,green,2047,12684
6029,urban+forest,grey,9,12684
6029,urban+forest,indigo,4,12684
6029,urban+forest,lemon,15,12684
6029,urban+forest,navy,618,12684
6029,urban+forest,orange,1784,12684
6029,urban+forest,purple,747,12684
6029,urban+forest,red,1002,12684
6029,urban+grass,alabaster,3004,34108
6029,urban+grass,amber,3013,34108
6029,urban+grass,cocoa,9346,34108
6029,urban+grass,green,1000,34108
6029,urban+grass,grey,45,34108
6029,urban+grass,indigo,42,34108
6029,urban+grass,lemon,38,34108
6029,urban+grass,navy,3604,34108
6029,urban+grass,orange,6545,34108
6029,urban+grass,purple,3360,34108
6029,urban+grass,red,4111,34108
6029,urban+shrub,alabaster,466,4588
6029,urban+shrub,amber,439,4588
6029,urban+shrub,cocoa,1214,4588
6029,urban+shrub,green,292,4588
6029,urban+shrub,grey,2,4588
6029,urban+shrub,indigo,2,4588
6029,urban+shrub,lemon,2,4588
6029,urban+shrub,navy,411,4588
6029,urban+shrub,orange,752,4588
6029,urban+shrub,purple,442,4588
6029,urban+shrub,red,566,4588
6031,barren,cocoa,3,7
6031,barren,foo,1,7
6031,barren,grey,1,7
6031,barren,olive,1,7
6031,barren,purple,1,7
6031,barren,sienna,0,7
6031,crop,aquamarine,106,1609
6031,crop,auburn,1,1609
6031,crop,beige,18,1609
6031,crop,cocoa,579,1609
6031,crop,emerald,1,1609
6031,crop,foo,57,1609
6031,crop,grey,594,1609
6031,crop,ivory,20,1609
6031,crop,navy,1,1609
6031,crop,olive,106,1609
6031,crop,purple,103,1609
6031,crop,sienna,23,1609
6031,forest,aquamarine,10,251
6031,forest,cocoa,115,251
6031,forest,grey,25,251
6031,forest,olive,93,251
6031,forest,purple,8,251
6031,grass,cocoa,4,10
6031,grass,grey,6,10
6031,shrub,aquamarine,18,131
6031,shrub,beige,6,131
6031,shrub,cocoa,56,131
6031,shrub,foo,7,131
6031,shrub,grey,11,131
6031,shrub,olive,21,131
6031,shrub,purple,6,131
6031,shrub,sienna,6,131
6031,urban+barren,aquamarine,26,254
6031,urban+barren,auburn,2,254
6031,urban+barren,beige,3,254
6031,urban+barren,cocoa,60,254
6031,urban+barren,foo,39,254
6031,urban+barren,grey,21,254
6031,urban+barren,olive,23,254
6031,urban+barren,purple,31,254
6031,urban+barren,sienna,31,254
6031,urban+barren,yellow,18,254
6031,urban+crop,aquamarine,2288,29582
6031,urban+crop,auburn,89,29582
6031,urban+crop,beige,340,29582
6031,urban+crop,cocoa,7544,29582
6031,urban+crop,emerald,54,29582
6031,urban+crop,foo,4675,29582
6031,urban+crop,grey,2288,29582
6031,urban+crop,ivory,31,29582
6031,urban+crop,navy,31,29582
6031,urban+crop,olive,3761,29582
6031,urban+crop,purple,4097,29582
6031,urban+crop,sienna,3473,29582
6031,urban+crop,terracotta,56,29582
6031,urban+crop,yellow,855,29582
6031,urban+forest,aquamarine,12,232
6031,urban+forest,cocoa,101,232
6031,urban+forest,foo,28,232
6031,urban+forest,grey,5,232
6031,urban+forest,olive,50,232
6031,urban+forest,purple,16,232
6031,urban+forest,sienna,16,232
6031,urban+forest,yellow,4,232
6031,urban+grass,aquamarine,120,1827
6031,urban+grass,auburn,7,1827
6031,urban+grass,beige,30,1827
6031,urban+grass,cocoa,479,1827
6031,urban+grass,emerald,3,1827
6031,urban+grass,foo,213,1827
6031,urban+grass,grey,213,1827
6031,urban+grass,ivory,7,1827
6031,urban+grass,navy,3,1827
6031,urban+grass,olive,170,1827
6031,urban+grass,purple,281,1827
6031,urban+grass,sienna,192,1827
6031,urban+grass,terracotta,3,1827
6031,urban+grass,yellow,106,1827
6031,urban+shrub,aquamarine,16,181
6031,urban+shrub,cocoa,49,181
6031,urban+shrub,foo,16,181
6031,urban+shrub,grey,24,181
6031,urban+shrub,olive,16,181
6031,urban+shrub,purple,37,181
6031,urban+shrub,sienna,16,181
6031,urban+shrub,yellow,7,181
6033,crop,bar,1,14
6033,crop,coffee,2,14
6033,crop,grey,3,14
6033,crop,lavender,2,14
6033,crop,olive,1,14
6033,crop,orange,3,14
6033,crop,plum,1,14
6033,crop,sage,1,14
6033,forest,bar,3,8813
6033,forest,coffee,3810,8813
6033,forest,grey,562,8813
6033,forest,indigo,1,8813
6033,forest,lavender,293,8813
6033,forest,navy,293,8813
6033,forest,olive,2790,8813
6033,forest,orange,1002,8813
6033,forest,plum,1,8813
6033,forest,sage,58,8813
6033,grass,bar,1,142
6033,grass,coffee,50,142
6033,grass,crimson,1,142
6033,grass,grey,42,142
6033,grass,lavender,10,142
6033,grass,navy,4,142
6033,grass,olive,16,142
6033,grass,orange,18,142
6033,shrub,bar,2,872
6033,shrub,coffee,417,872
6033,shrub,crimson,6,872
6033,shrub,grey,127,872
6033,shrub,lavender,62,872
6033,shrub,navy,33,872
6033,shrub,olive,127,872
6033,shrub,orange,96,872
6033,shrub,sage,2,872
6033,urban+crop,coffee,4,4
6033,urban+forest,coffee,5505,13667
6033,urban+forest,crimson,512,13667
6033,urban+forest,gold,46,13667
6033,urban+forest,grey,512,13667
6033,urban+forest,lavender,1872,13667
6033,urban+forest,olive,2921,13667
6033,urban+forest,orange,2197,13667
6033,urban+forest,plum,41,13667
6033,urban+forest,sage,61,13667
6033,urban+grass,amber,3,3016
6033,urban+grass,bar,13,3016
6033,urban+grass,coffee,956,3016
6033,urban+grass,crimson,169,3016
6033,urban+grass,foo,3,3016
6033,urban+grass,gold,169,3016
6033,urban+grass,grey,342,3016
6033,urban+grass,lavender,459,3016
6033,urban+grass,navy,52,3016
6033,urban+grass,olive,342,3016
6033,urban+grass,orange,476,3016
6033,urban+grass,plum,19,3016
6033,urban+grass,sage,13,3016
6033,urban+shrub,coffee,113,333
6033,urban+shrub,crimson,23,333
6033,urban+shrub,gold,19,333
6033,urban+shrub,grey,23,333
6033,urban+shrub,lavender,63,333
6033,urban+shrub,olive,31,333
6033,urban+shrub,orange,61,333
6035,crop,alabaster,21,44
6035,crop,bar,1,44
6035,crop,coffee,20,44
6035,crop,tan,1,44
6035,crop,verde,1,44
6035,forest,alabaster,79,1173
6035,forest,bar,1,1173
6035,forest,blue,1,1173
6035,forest,coffee,540,1173
6035,forest,lilac,79,1173
6035,forest,plum,1,1173
6035,forest,red,18,1173
6035,forest,tan,10,1173
6035,forest,terracotta,35,1173
6035,forest,verde,409,1173
6035,grass,alabaster,77,253
6035,grass,bar,4,253
6035,grass,blue,9,253
6035,grass,coffee,81,253
6035,grass,lilac,27,253
6035,grass,red,20,253
6035,grass,tan,4,253
6035,grass,terracotta,4,253
6035,grass,verde,27,253
6035,shrub,alabaster,95,1234
6035,shrub,bar,2,1234
6035,shrub,blue,16,1234
6035,shrub,coffee,716,1234
6035,shrub,lilac,94,1234
6035,shrub,plum,1,1234
6035,shrub,red,95,1234
6035,shrub,tan,24,1234
6035,shrub,terracotta,8,1234
6035,shrub,verde,183,1234
6035,urban+crop,alabaster,1,14
6035,urban+crop,coffee,8,14
6035,urban+crop,lilac,1,14
6035,urban+crop,red,2,14
6035,urban+crop,terracotta,1,14
6035,urban+crop,verde,1,14
6035,urban+forest,alabaster,188,2124
6035,urban+forest,bar,8,2124
6035,urban+forest,coffee,783,2124
6035,urban+forest,lilac,188,2124
6035,urban+forest,plum,8,2124
6035,urban+forest,red,255,2124
6035,urban+forest,tan,38,2124
6035,urban+forest,terracotta,125,2124
6035,urban+forest,verde,531,2124
6035,urban+grass,alabaster,143,1972
6035,urban+grass,bar,6,1972
6035,urban+grass,blue,63,1972
6035,urban+grass,coffee,632,1972
6035,urban+grass,lilac,323,1972
6035,urban+grass,plum,25,1972
6035,urban+grass,red,318,1972
6035,urban+grass,tan,90,1972
6035,urban+grass,terracotta,149,1972
6035,urban+grass,verde,190,1972
6035,urban+grass,yellow,33,1972
6035,urban+shrub,alabaster,34,577
6035,urban+shrub,blue,19,577
6035,urban+shrub,coffee,222,577
6035,urban+shrub,lilac,88,577
6035,urban+shrub,plum,2,577
6035,urban+shrub,red,84,577
6035,urban+shrub,tan,18,577
6035,urban+shrub,terracotta,66,577
6035,urban+shrub,verde,40,577
6035,urban+shrub,yellow,4,577
6037,barren,azure,1,44
6037,barren,beige,2,44
6037,barren,cocoa,22,44
6037,barren,ivory,4,44
6037,barren,lemon,3,44
6037,barren,lilac,1,44
6037,barren,olive,6,44
6037,barren,terracotta,5,44
6037,crop,cocoa,1,2
6037,crop,ivory,1,2
6037,forest,azure,19,13613
6037,forest,beige,56,13613
6037,forest,cocoa,6350,13613
6037,forest,foo,19,13613
6037,forest,ivory,1041,13613
6037,forest,lemon,19,13613
6037,forest,lilac,307,13613
6037,forest,olive,4092,13613
6037,forest,sage,52,13613
6037,forest,sienna,4,13613
6037,forest,terracotta,1654,13613
6037,grass,azure,41,2109
6037,grass,beige,20,2109
6037,grass,cocoa,764,2109
6037,grass,foo,41,2109
6037,grass,grey,18,2109
6037,grass,ivory,635,2109
6037,grass,lemon,41,2109
6037,grass,olive,311,2109
6037,grass,sage,3,2109
6037,grass,sienna,1,2109
6037,grass,terracotta,234,2109
6037,shrub,amber,7,9426
6037,shrub,azure,375,9426
6037,shrub,beige,121,9426
6037,shrub,cocoa,4079,9426
6037,shrub,grey,20,9426
6037,shrub,ivory,1427,9426
6037,shrub,lemon,761,9426
6037,shrub,lilac,150,9426
6037,shrub,olive,1427,9426
6037,shrub,sage,20,9426
6037,shrub,sienna,12,9426
6037,shrub,terracotta,1027,9426
6037,urban,amber,6280,1891556
6037,urban,auburn,4612,1891556
6037,urban,azure,73474,1891556
6037,urban,beige,39323,1891556
6037,urban,cocoa,569900,1891556
6037,urban,foo,145016,1891556
6037,urban,grey,10141,1891556
6037,urban,ivory,218355,1891556
6037,urban,lavender,4612,1891556
6037,urban,lemon,181542,1891556
6037,urban,lilac,145016,1891556
6037,urban,olive,181542,1891556
6037,urban,sage,6280,1891556
6037,urban,sienna,14347,1891556
6037,urban,terracotta,291116,1891556
6037,urban+barren,amber,23,7664
6037,urban+barren,auburn,2,7664
6037,urban+barren,azure,38,7664
6037,urban+barren,beige,205,7664
6037,urban+barren,cocoa,2362,7664
6037,urban+barren,foo,362,7664
6037,urban+barren,grey,24,7664
6037,urban+barren,ivory,886,7664
6037,urban+barren,lavender,8,7664
6037,urban+barren,lemon,957,7664
6037,urban+barren,lilac,597,7664
6037,urban+barren,olive,955,7664
6037,urban+barren,sage,24,7664
6037,urban+barren,sienna,43,7664
6037,urban+barren,terracotta,1178,7664
6037,urban+crop,beige,2,47
6037,urban+crop,cocoa,17,47
6037,urban+crop,foo,4,47
6037,urban+crop,ivory,4,47
6037,urban+crop,lemon,4,47
6037,urban+crop,lilac,4,47
6037,urban+crop,olive,4,47
6037,urban+crop,terracotta,8,47
6037,urban+forest,amber,36,120743
6037,urban+forest,auburn,13,120743
6037,urban+forest,beige,744,120743
6037,urban+forest,cocoa,45555,120743
6037,urban+forest,foo,4713,120743
6037,urban+forest,grey,36,120743
6037,urban+forest,ivory,7262,120743
6037,urban+forest,lavender,44,120743
6037,urban+forest,lemon,7262,120743
6037,urban+forest,lilac,8513,120743
6037,urban+forest,olive,29016,120743
6037,urban+forest,sage,542,120743
6037,urban+forest,sienna,154,120743
6037,urban+forest,terracotta,16853,120743
6037,urban+grass,amber,194,107483
6037,urban+grass,auburn,26,107483
6037,urban+grass,azure,847,107483
6037,urban+grass,beige,1099,107483
6037,urban+grass,cocoa,32444,107483
6037,urban+grass,foo,4086,107483
6037,urban+grass,grey,122,107483
6037,urban+grass,ivory,11606,107483
6037,urban+grass,lavender,112,107483
6037,urban+grass,lemon,14856,107483
6037,urban+grass,lilac,9639,107483
6037,urban+grass,olive,13806,107483
6037,urban+grass,sage,190,107483
6037,urban+grass,sienna,300,107483
6037,urban+grass,terracotta,18156,107483
6037,urban+other,azure,6,125
6037,urban+other,cocoa,38,125
6037,urban+other,foo,10,125
6037,urban+other,ivory,15,125
6037,urban+other,lemon,12,125
6037,urban+other,lilac,12,125
6037,urban+other,olive,12,125
6037,urban+other,terracotta,20,125
6037,urban+shrub,amber,70,54292
6037,urban+shrub,auburn,39,54292
6037,urban+shrub,azure,1541,54292
6037,urban+shrub,beige,644,54292
6037,urban+shrub,cocoa,15390,54292
6037,urban+shrub,foo,3735,54292
6037,urban+shrub,grey,68,54292
6037,urban+shrub,ivory,4799,54292
6037,urban+shrub,lavender,70,54292
6037,urban+shrub,lemon,5788,54292
6037,urban+shrub,lilac,5791,54292
6037,urban+shrub,olive,5786,54292
6037,urban+shrub,sage,71,54292
6037,urban+shrub,sienna,203,54292
6037,urban+shrub,terracotta,10297,54292
6039,crop,bar,21,496
6039,crop,coffee,197,496
6039,crop,gray,169,496
6039,crop,lavender,32,496
6039,crop,navy,5,496
6039,crop,olive,32,496
6039,crop,orange,33,496
6039,crop,plum,1,496
6039,crop,sage,1,496
6039,crop,scarlet,5,496
6039,forest,bar,13,6445
6039,forest,coffee,2999,6445
6039,forest,gray,646,6445
6039,forest,lavender,177,6445
6039,forest,navy,67,6445
6039,forest,olive,2142,6445
6039,forest,orange,318,6445
6039,forest,plum,3,6445
6039,forest,sage,78,6445
6039,forest,scarlet,2,6445
6039,grass,coffee,5,12
6039,grass,gray,5,12
6039,grass,olive,1,12
6039,grass,orange,1,12
6039,shrub,bar,3,1463
6039,shrub,coffee,731,1463
6039,shrub,gray,217,1463
6039,shrub,lavender,93,1463
6039,shrub,navy,35,1463
6039,shrub,olive,215,1463
6039,shrub,orange,164,1463
6039,shrub,sage,3,1463
6039,shrub,scarlet,2,1463
6039,urban+crop,amber,23,15153
6039,urban+crop,bar,36,15153
6039,urban+crop,coffee,4477,15153
6039,urban+crop,foo,29,15153
6039,urban+crop,gold,1028,15153
6039,urban+crop,gray,1458,15153
6039,urban+crop,indigo,9,15153
6039,urban+crop,lavender,2052,15153
6039,urban+crop,navy,575,15153
6039,urban+crop,olive,1458,15153
6039,urban+crop,orange,2761,15153
6039,urban+crop,plum,58,15153
6039,urban+crop,sage,36,15153
6039,urban+crop,scarlet,1153,15153
6039,urban+forest,bar,13,6584
6039,urban+forest,coffee,2599,6584
6039,urban+forest,gray,574,6584
6039,urban+forest,lavender,880,6584
6039,urban+forest,olive,1692,6584
6039,urban+forest,orange,693,6584
6039,urban+forest,plum,20,6584
6039,urban+forest,sage,98,6584
6039,urban+forest,scarlet,15,6584
6039,urban+grass,bar,2,2236
6039,urban+grass,coffee,659,2236
6039,urban+grass,gold,121,2236
6039,urban+grass,gray,295,2236
6039,urban+grass,lavender,394,2236
6039,urban+grass,olive,245,2236
6039,urban+grass,orange,361,2236
6039,urban+grass,plum,7,2236
6039,urban+grass,scarlet,152,2236
6039,urban+shrub,coffee,542,1395
6039,urban+shrub,gold,3,1395
6039,urban+shrub,gray,127,1395
6039,urban+shrub,lavender,244,1395
6039,urban+shrub,olive,186,1395
6039,urban+shrub,orange,257,1395
6039,urban+shrub,scarlet,36,1395
6041,forest,bar,6,26207
6041,forest,coffee,10726,26207
6041,forest,gray,2104,26207
6041,forest,lavender,2634,26207
6041,forest,olive,7469,26207
6041,forest,orange,3155,26207
6041,forest,plum,10,26207
6041,forest,sage,103,26207
6041,grass,coffee,44,141
6041,grass,gray,44,141
6041,grass,lavender,11,141
6041,grass,navy,7,141
6041,grass,olive,22,141
6041,grass,orange,13,141
6041,shrub,coffee,303,694
6041,shrub,crimson,5,694
6041,shrub,gray,115,694
6041,shrub,lavender,75,694
6041,shrub,navy,29,694
6041,shrub,olive,109,694
6041,shrub,orange,58,694
6041,urban,amber,1,1495
6041,urban,bar,9,1495
6041,urban,coffee,502,1495
6041,urban,crimson,123,1495
6041,urban,foo,9,1495
6041,urban,gold,41,1495
6041,urban,gray,123,1495
6041,urban,indigo,1,1495
6041,urban,lavender,206,1495
6041,urban,navy,41,1495
6041,urban,olive,123,1495
6041,urban,orange,288,1495
6041,urban,plum,19,1495
6041,urban,sage,9,1495
6041,urban+barren,coffee,85,246
6041,urban+barren,crimson,19,246
6041,urban+barren,foo,1,246
6041,urban+barren,gold,11,246
6041,urban+barren,gray,17,246
6041,urban+barren,lavender,33,246
6041,urban+barren,navy,10,246
6041,urban+barren,olive,19,246
6041,urban+barren,orange,47,246
6041,urban+barren,plum,3,246
6041,urban+barren,sage,1,246
6041,urban+forest,bar,119,44256
6041,urban+forest,coffee,18631,44256
6041,urban+forest,crimson,1679,44256
6041,urban+forest,foo,34,44256
6041,urban+forest,gray,2967,44256
6041,urban+forest,lavender,5037,44256
6041,urban+forest,olive,9221,44256
6041,urban+forest,orange,5774,44256
6041,urban+forest,plum,290,44256
6041,urban+forest,sage,504,44256
6041,urban+grass,coffee,816,2873
6041,urban+grass,crimson,230,2873
6041,urban+grass,gold,203,2873
6041,urban+grass,gray,316,2873
6041,urban+grass,lavender,465,2873
6041,urban+grass,navy,67,2873
6041,urban+grass,olive,286,2873
6041,urban+grass,orange,490,2873
6041,urban+shrub,amber,1,331
6041,urban+shrub,bar,3,331
6041,urban+shrub,coffee,96,331
6041,urban+shrub,crimson,17,331
6041,urban+shrub,foo,1,331
6041,urban+shrub,gold,17,331
6041,urban+shrub,gray,39,331
6041,urban+shrub,lavender,46,331
6041,urban+shrub,navy,11,331
6041,urban+shrub,olive,39,331
6041,urban+shrub,orange,52,331
6041,urban+shrub,plum,6,331
6041,urban+shrub,sage,3,331
6043,forest,aquamarine,84,1930
6043,forest,coffee,39,1930
6043,forest,ivory,89,1930
6043,forest,lilac,87,1930
6043,forest,olive,306,1930
6043,forest,orange,89,1930
6043,forest,sage,1,1930
6043,forest,tan,1235,1930
6043,grass,ivory,1,2
6043,grass,tan,1,2
6043,shrub,aquamarine,45,357
6043,shrub,coffee,12,357
6043,shrub,gray,2,357
6043,shrub,indigo,3,357
6043,shrub,ivory,28,357
6043,shrub,lilac,9,357
6043,shrub,olive,2,357
6043,shrub,orange,48,357
6043,shrub,plum,1,357
6043,shrub,tan,207,357
6043,urban+forest,aquamarine,27,531
6043,urban+forest,coffee,37,531
6043,urban+forest,foo,18,531
6043,urban+forest,ivory,27,531
6043,urban+forest,lilac,50,531
6043,urban+forest,olive,93,531
6043,urban+forest,orange,80,531
6043,urban+forest,plum,1,531
6043,urban+forest,sage,3,531
6043,urban+forest,tan,195,531
6043,urban+shrub,coffee,8,39
6043,urban+shrub,gold,1,39
6043,urban+shrub,gray,2,39
6043,urban+shrub,indigo,1,39
6043,urban+shrub,ivory,2,39
6043,urban+shrub,lilac,2,39
6043,urban+shrub,maroon,1,39
6043,urban+shrub,orange,4,39
6043,urban+shrub,plum,2,39
6043,urban+shrub,tan,16,39
6045,forest,bar,6,8591
6045,forest,coffee,3878,8591
6045,forest,grey,618,8591
6045,forest,lavender,439,8591
6045,forest,navy,13,8591
6045,forest,olive,2906,8591
6045,forest,orange,594,8591
6045,forest,plum,4,8591
6045,forest,sage,133,8591
6045,urban+forest,amber,1,9994
6045,urban+forest,bar,31,9994
6045,urban+forest,coffee,3792,9994
6045,urban+forest,crimson,254,9994
6045,urban+forest,foo,3,9994
6045,urban+forest,gold,154,9994
6045,urban+forest,grey,610,9994
6045,urban+forest,lavender,1252,9994
6045,urban+forest,olive,2190,9994
6045,urban+forest,orange,1282,9994
6045,urban+forest,plum,103,9994
6045,urban+forest,sage,322,9994
6047,crop,bar,315,3390
6047,crop,coffee,1226,3390
6047,crop,gray,861,3390
6047,crop,indigo,6,3390
6047,crop,lavender,113,3390
6047,crop,navy,113,3390
6047,crop,olive,379,3390
6047,crop,orange,298,3390
6047,crop,plum,6,3390
6047,crop,sage,73,3390
6047,forest,bar,1,1359
6047,forest,coffee,651,1359
6047,forest,gray,85,1359
6047,forest,lavender,63,1359
6047,forest,navy,2,1359
6047,forest,olive,401,1359
6047,forest,orange,89,1359
6047,forest,sage,67,1359
6047,grass,bar,31,199
6047,grass,coffee,77,199
6047,grass,gray,41,199
6047,grass,indigo,2,199
6047,grass,lavender,9,199
6047,grass,navy,4,199
6047,grass,olive,11,199
6047,grass,orange,14,199
6047,grass,plum,5,199
6047,grass,sage,5,199
6047,shrub,bar,31,1317
6047,shrub,coffee,632,1317
6047,shrub,crimson,26,1317
6047,shrub,gold,8,1317
6047,shrub,gray,168,1317
6047,shrub,lavender,130,1317
6047,shrub,navy,26,1317
6047,shrub,olive,128,1317
6047,shrub,orange,136,1317
6047,shrub,plum,15,1317
6047,shrub,sage,17,1317
6047,urban+crop,bar,106,51078
6047,urban+crop,coffee,17525,51078
6047,urban+crop,crimson,3946,51078
6047,urban+crop,foo,63,51078
6047,urban+crop,gold,982,51078
6047,urban+crop,gray,4452,51078
