fips,lc_type,clr,count,exposure
6047,urban+crop,lavender,7939,51078
6047,urban+crop,navy,982,51078
6047,urban+crop,olive,4945,51078
6047,urban+crop,orange,9736,51078
6047,urban+crop,plum,296,51078
6047,urban+crop,sage,106,51078
6047,urban+forest,bar,1,5106
6047,urban+forest,coffee,2191,5106
6047,urban+forest,crimson,242,5106
6047,urban+forest,foo,2,5106
6047,urban+forest,gold,140,5106
6047,urban+forest,gray,190,5106
6047,urban+forest,lavender,446,5106
6047,urban+forest,navy,20,5106
6047,urban+forest,olive,1030,5106
6047,urban+forest,orange,816,5106
6047,urban+forest,plum,5,5106
6047,urban+forest,sage,23,5106
6047,urban+grass,amber,3,3828
6047,urban+grass,bar,17,3828
6047,urban+grass,coffee,1264,3828
6047,urban+grass,crimson,179,3828
6047,urban+grass,foo,11,3828
6047,urban+grass,gold,110,3828
6047,urban+grass,gray,293,3828
6047,urban+grass,indigo,1,3828
6047,urban+grass,lavender,582,3828
6047,urban+grass,navy,75,3828
6047,urban+grass,olive,479,3828
6047,urban+grass,orange,756,3828
6047,urban+grass,plum,33,3828
6047,urban+grass,sage,25,3828
6047,urban+shrub,bar,3,731
6047,urban+shrub,coffee,263,731
6047,urban+shrub,crimson,57,731
6047,urban+shrub,foo,3,731
6047,urban+shrub,gold,14,731
6047,urban+shrub,gray,63,731
6047,urban+shrub,lavender,123,731
6047,urban+shrub,navy,1,731
6047,urban+shrub,olive,57,731
6047,urban+shrub,orange,136,731
6047,urban+shrub,plum,8,731
6047,urban+shrub,sage,3,731
6049,crop,aqua,8,73
6049,crop,beige,22,73
6049,crop,coffee,4,73
6049,crop,grey,5,73
6049,crop,indigo,1,73
6049,crop,ivory,21,73
6049,crop,lilac,5,73
6049,crop,olive,2,73
6049,crop,orange,5,73
6049,forest,aqua,22,252
6049,forest,beige,148,252
6049,forest,ivory,12,252
6049,forest,lilac,15,252
6049,forest,olive,44,252
6049,forest,orange,11,252
6049,grass,beige,4,8
6049,grass,ivory,4,8
6049,shrub,aqua,74,997
6049,shrub,beige,529,997
6049,shrub,coffee,43,997
6049,shrub,foo,10,997
6049,shrub,grey,3,997
6049,shrub,indigo,3,997
6049,shrub,ivory,74,997
6049,shrub,lilac,47,997
6049,shrub,olive,48,997
6049,shrub,orange,164,997
6049,shrub,plum,1,997
6049,shrub,sage,1,997
6049,urban+crop,aqua,12,158
6049,urban+crop,beige,51,158
6049,urban+crop,coffee,8,158
6049,urban+crop,foo,12,158
6049,urban+crop,ivory,19,158
6049,urban+crop,lemon,6,158
6049,urban+crop,lilac,22,158
6049,urban+crop,olive,1,158
6049,urban+crop,orange,27,158
6049,urban+forest,aqua,1,29
6049,urban+forest,beige,17,29
6049,urban+forest,ivory,1,29
6049,urban+forest,lilac,2,29
6049,urban+forest,olive,4,29
6049,urban+forest,orange,4,29
6049,urban+grass,aqua,110,1223
6049,urban+grass,beige,316,1223
6049,urban+grass,coffee,57,1223
6049,urban+grass,foo,36,1223
6049,urban+grass,gold,2,1223
6049,urban+grass,grey,3,1223
6049,urban+grass,indigo,3,1223
6049,urban+grass,ivory,124,1223
6049,urban+grass,lemon,86,1223
6049,urban+grass,lilac,208,1223
6049,urban+grass,olive,68,1223
6049,urban+grass,orange,196,1223
6049,urban+grass,plum,13,1223
6049,urban+grass,sage,1,1223
6049,urban+shrub,aqua,19,267
6049,urban+shrub,auburn,1,267
6049,urban+shrub,beige,97,267
6049,urban+shrub,coffee,17,267
6049,urban+shrub,foo,16,267
6049,urban+shrub,grey,2,267
6049,urban+shrub,indigo,2,267
6049,urban+shrub,ivory,19,267
6049,urban+shrub,lemon,8,267
6049,urban+shrub,lilac,33,267
6049,urban+shrub,olive,3,267
6049,urban+shrub,orange,46,267
6049,urban+shrub,plum,4,267
6051,barren,aqua,8,87
6051,barren,beige,42,87
6051,barren,coffee,2,87
6051,barren,ivory,14,87
6051,barren,lemon,1,87
6051,barren,lilac,9,87
6051,barren,olive,4,87
6051,barren,orange,7,87
6051,crop,beige,1,4
6051,crop,coffee,1,4
6051,crop,grey,1,4
6051,crop,ivory,1,4
6051,forest,aqua,263,2938
6051,forest,beige,1199,2938
6051,forest,coffee,18,2938
6051,forest,foo,13,2938
6051,forest,grey,1,2938
6051,forest,indigo,1,2938
6051,forest,ivory,304,2938
6051,forest,lilac,146,2938
6051,forest,olive,635,2938
6051,forest,orange,357,2938
6051,forest,sage,1,2938
6051,grass,aqua,5,81
6051,grass,beige,21,81
6051,grass,coffee,6,81
6051,grass,grey,6,81
6051,grass,indigo,1,81
6051,grass,ivory,26,81
6051,grass,lilac,5,81
6051,grass,olive,3,81
6051,grass,orange,6,81
6051,grass,plum,1,81
6051,grass,sage,1,81
6051,shrub,aqua,57,305
6051,shrub,beige,166,305
6051,shrub,coffee,12,305
6051,shrub,ivory,25,305
6051,shrub,lilac,25,305
6051,shrub,olive,2,305
6051,shrub,orange,18,305
6051,urban+barren,aqua,22,214
6051,urban+barren,beige,75,214
6051,urban+barren,foo,10,214
6051,urban+barren,ivory,20,214
6051,urban+barren,lemon,8,214
6051,urban+barren,lilac,36,214
6051,urban+barren,olive,5,214
6051,urban+barren,orange,38,214
6051,urban+forest,aqua,251,3325
6051,urban+forest,beige,1330,3325
6051,urban+forest,coffee,77,3325
6051,urban+forest,foo,27,3325
6051,urban+forest,gold,1,3325
6051,urban+forest,grey,2,3325
6051,urban+forest,indigo,9,3325
6051,urban+forest,ivory,127,3325
6051,urban+forest,lemon,65,3325
6051,urban+forest,lilac,421,3325
6051,urban+forest,olive,574,3325
6051,urban+forest,orange,397,3325
6051,urban+forest,plum,18,3325
6051,urban+forest,sage,26,3325
6051,urban+grass,aqua,38,343
6051,urban+grass,beige,105,343
6051,urban+grass,coffee,19,343
6051,urban+grass,foo,20,343
6051,urban+grass,grey,1,343
6051,urban+grass,indigo,4,343
6051,urban+grass,ivory,20,343
6051,urban+grass,lemon,6,343
6051,urban+grass,lilac,42,343
6051,urban+grass,maroon,1,343
6051,urban+grass,olive,12,343
6051,urban+grass,orange,70,343
6051,urban+grass,plum,4,343
6051,urban+grass,sage,1,343
6051,urban+shrub,aqua,26,216
6051,urban+shrub,beige,64,216
6051,urban+shrub,foo,13,216
6051,urban+shrub,ivory,16,216
6051,urban+shrub,lemon,13,216
6051,urban+shrub,lilac,37,216
6051,urban+shrub,olive,10,216
6051,urban+shrub,orange,37,216
6053,crop,alabaster,432,1432
6053,crop,amber,28,1432
6053,crop,bar,38,1432
6053,crop,brown,432,1432
6053,crop,green,116,1432
6053,crop,indigo,161,1432
6053,crop,lavender,56,1432
6053,crop,navy,4,1432
6053,crop,terracotta,165,1432
6053,forest,alabaster,2704,14768
6053,forest,amber,682,14768
6053,forest,bar,52,14768
6053,forest,brown,6269,14768
6053,forest,gold,10,14768
6053,forest,green,2537,14768
6053,forest,indigo,1283,14768
6053,forest,navy,16,14768
6053,forest,terracotta,1215,14768
6053,grass,alabaster,3,14
6053,grass,bar,3,14
6053,grass,brown,7,14
6053,grass,indigo,1,14
6053,shrub,alabaster,493,1813
6053,shrub,amber,80,1813
6053,shrub,bar,56,1813
6053,shrub,brown,593,1813
6053,shrub,green,119,1813
6053,shrub,indigo,259,1813
6053,shrub,lavender,5,1813
6053,shrub,navy,8,1813
6053,shrub,terracotta,200,1813
6053,urban,alabaster,952,5444
6053,urban,amber,692,5444
6053,urban,bar,28,5444
6053,urban,brown,1174,5444
6053,urban,foo,494,5444
6053,urban,gold,22,5444
6053,urban,green,165,5444
6053,urban,indigo,376,5444
6053,urban,lavender,425,5444
6053,urban,lilac,13,5444
6053,urban,navy,11,5444
6053,urban,terracotta,1092,5444
6053,urban+barren,alabaster,26,155
6053,urban+barren,amber,18,155
6053,urban+barren,brown,40,155
6053,urban+barren,foo,9,155
6053,urban+barren,green,6,155
6053,urban+barren,indigo,15,155
6053,urban+barren,lavender,14,155
6053,urban+barren,terracotta,27,155
6053,urban+crop,alabaster,8196,44917
6053,urban+crop,amber,4332,44917
6053,urban+crop,bar,273,44917
6053,urban+crop,brown,10684,44917
6053,urban+crop,foo,4014,44917
6053,urban+crop,gold,124,44917
6053,urban+crop,green,2639,44917
6053,urban+crop,indigo,3031,44917
6053,urban+crop,lavender,3031,44917
6053,urban+crop,lilac,66,44917
6053,urban+crop,navy,66,44917
6053,urban+crop,terracotta,8461,44917
6053,urban+forest,alabaster,2307,22925
6053,urban+forest,amber,1045,22925
6053,urban+forest,bar,161,22925
6053,urban+forest,brown,8738,22925
6053,urban+forest,foo,394,22925
6053,urban+forest,gold,58,22925
6053,urban+forest,green,4381,22925
6053,urban+forest,indigo,1252,22925
6053,urban+forest,lavender,1461,22925
6053,urban+forest,lilac,82,22925
6053,urban+forest,navy,65,22925
6053,urban+forest,terracotta,2981,22925
6053,urban+grass,alabaster,649,3686
6053,urban+grass,amber,508,3686
6053,urban+grass,bar,22,3686
6053,urban+grass,brown,792,3686
6053,urban+grass,foo,185,3686
6053,urban+grass,gold,16,3686
6053,urban+grass,green,67,3686
6053,urban+grass,indigo,397,3686
6053,urban+grass,lavender,289,3686
6053,urban+grass,lilac,6,3686
6053,urban+grass,navy,10,3686
6053,urban+grass,terracotta,745,3686
6053,urban+shrub,alabaster,267,1326
6053,urban+shrub,amber,134,1326
6053,urban+shrub,bar,2,1326
6053,urban+shrub,brown,340,1326
6053,urban+shrub,foo,97,1326
6053,urban+shrub,green,77,1326
6053,urban+shrub,indigo,97,1326
6053,urban+shrub,lavender,77,1326
6053,urban+shrub,terracotta,235,1326
6055,crop,aqua,9,159
6055,crop,cocoa,52,159
6055,crop,foo,4,159
6055,crop,gray,59,159
6055,crop,ivory,1,159
6055,crop,olive,22,159
6055,crop,purple,9,159
6055,crop,sienna,2,159
6055,crop,tan,1,159
6055,forest,aqua,306,4853
6055,forest,cocoa,1982,4853
6055,forest,emerald,40,4853
6055,forest,foo,70,4853
6055,forest,gray,553,4853
6055,forest,ivory,6,4853
6055,forest,navy,2,4853
6055,forest,olive,1450,4853
6055,forest,purple,393,4853
6055,forest,sienna,3,4853
6055,forest,tan,48,4853
6055,grass,aqua,4,61
6055,grass,cocoa,17,61
6055,grass,foo,2,61
6055,grass,gray,18,61
6055,grass,olive,12,61
6055,grass,purple,7,61
6055,grass,sienna,1,61
6055,shrub,aqua,109,945
6055,shrub,cocoa,340,945
6055,shrub,emerald,1,945
6055,shrub,foo,72,945
6055,shrub,gray,112,945
6055,shrub,olive,161,945
6055,shrub,purple,105,945
6055,shrub,sienna,33,945
6055,shrub,tan,12,945
6055,urban+crop,cocoa,2,2
6055,urban+forest,aqua,544,7041
6055,urban+forest,cocoa,2291,7041
6055,urban+forest,emerald,42,7041
6055,urban+forest,foo,739,7041
6055,urban+forest,gray,335,7041
6055,urban+forest,ivory,4,7041
6055,urban+forest,maroon,19,7041
6055,urban+forest,navy,12,7041
6055,urban+forest,olive,1499,7041
6055,urban+forest,purple,626,7041
6055,urban+forest,sienna,608,7041
6055,urban+forest,tan,160,7041
6055,urban+forest,terracotta,18,7041
6055,urban+forest,yellow,144,7041
6055,urban+grass,aqua,2408,25169
6055,urban+grass,cocoa,5647,25169
6055,urban+grass,emerald,78,25169
6055,urban+grass,foo,3375,25169
6055,urban+grass,gray,2405,25169
6055,urban+grass,ivory,75,25169
6055,urban+grass,maroon,131,25169
6055,urban+grass,navy,77,25169
6055,urban+grass,olive,2661,25169
6055,urban+grass,purple,3270,25169
6055,urban+grass,sienna,3139,25169
6055,urban+grass,tan,521,25169
6055,urban+grass,terracotta,123,25169
6055,urban+grass,yellow,1259,25169
6055,urban+shrub,aqua,50,430
6055,urban+shrub,cocoa,97,430
6055,urban+shrub,emerald,1,430
6055,urban+shrub,foo,71,430
6055,urban+shrub,gray,34,430
6055,urban+shrub,maroon,2,430
6055,urban+shrub,olive,60,430
6055,urban+shrub,purple,59,430
6055,urban+shrub,sienna,48,430
6055,urban+shrub,tan,3,430
6055,urban+shrub,terracotta,0,430
6055,urban+shrub,yellow,5,430
6057,forest,bar,1,24267
6057,forest,coffee,11000,24267
6057,forest,grey,1911,24267
6057,forest,lavender,1116,24267
6057,forest,navy,677,24267
6057,forest,olive,7289,24267
6057,forest,orange,2183,24267
6057,forest,sage,90,24267
6057,shrub,coffee,2,2
6057,urban+forest,bar,16,7642
6057,urban+forest,coffee,3056,7642
6057,urban+forest,foo,4,7642
6057,urban+forest,grey,489,7642
6057,urban+forest,lavender,931,7642
6057,urban+forest,olive,1679,7642
6057,urban+forest,orange,986,7642
6057,urban+forest,plum,55,7642
6057,urban+forest,sage,208,7642
6057,urban+forest,scarlet,218,7642
6059,barren,alabaster,14,98
6059,barren,amber,4,98
6059,barren,cocoa,30,98
6059,barren,green,7,98
6059,barren,navy,14,98
6059,barren,orange,14,98
6059,barren,purple,4,98
6059,barren,red,11,98
6059,forest,alabaster,548,4599
6059,forest,amber,11,4599
6059,forest,cocoa,1977,4599
6059,forest,green,1140,4599
6059,forest,grey,10,4599
6059,forest,indigo,4,4599
6059,forest,navy,356,4599
6059,forest,orange,318,4599
6059,forest,purple,11,4599
6059,forest,red,224,4599
6059,grass,alabaster,46,152
6059,grass,amber,8,152
6059,grass,cocoa,43,152
6059,grass,green,12,152
6059,grass,navy,15,152
6059,grass,orange,12,152
6059,grass,purple,8,152
6059,grass,red,8,152
6059,shrub,alabaster,83,618
6059,shrub,amber,25,618
6059,shrub,cocoa,201,618
6059,shrub,green,33,618
6059,shrub,indigo,1,618
6059,shrub,navy,96,618
6059,shrub,orange,101,618
6059,shrub,purple,39,618
6059,shrub,red,39,618
6059,urban,alabaster,60177,693749
6059,urban,amber,60163,693749
6059,urban,cocoa,191193,693749
6059,urban,green,13607,693749
6059,urban,grey,1778,693749
6059,urban,indigo,1922,693749
6059,urban,lemon,1789,693749
6059,urban,navy,73332,693749
6059,urban,orange,137849,693749
6059,urban,purple,68649,693749
6059,urban,red,83290,693749
6059,urban+barren,alabaster,520,5282
6059,urban+barren,amber,468,5282
6059,urban+barren,cocoa,1451,5282
6059,urban+barren,green,91,5282
6059,urban+barren,grey,3,5282
6059,urban+barren,indigo,3,5282
6059,urban+barren,lemon,3,5282
6059,urban+barren,navy,522,5282
6059,urban+barren,orange,1055,5282
6059,urban+barren,purple,420,5282
6059,urban+barren,red,746,5282
6059,urban+crop,alabaster,15,206
6059,urban+crop,amber,20,206
6059,urban+crop,cocoa,59,206
6059,urban+crop,green,14,206
6059,urban+crop,navy,21,206
6059,urban+crop,orange,33,206
6059,urban+crop,purple,15,206
6059,urban+crop,red,29,206
6059,urban+forest,alabaster,3670,51861
6059,urban+forest,amber,2600,51861
6059,urban+forest,cocoa,20086,51861
6059,urban+forest,green,9369,51861
6059,urban+forest,grey,12,51861
6059,urban+forest,indigo,6,51861
6059,urban+forest,lemon,6,51861
6059,urban+forest,navy,2600,51861
6059,urban+forest,orange,6274,51861
6059,urban+forest,purple,964,51861
6059,urban+forest,red,6274,51861
6059,urban+grass,alabaster,2248,19190
6059,urban+grass,amber,2045,19190
6059,urban+grass,cocoa,4798,19190
6059,urban+grass,green,1148,19190
6059,urban+grass,grey,59,19190
6059,urban+grass,indigo,32,19190
6059,urban+grass,lemon,40,19190
6059,urban+grass,navy,1503,19190
6059,urban+grass,orange,3077,19190
6059,urban+grass,purple,1351,19190
6059,urban+grass,red,2889,19190
6059,urban+other,alabaster,23,176
6059,urban+other,amber,25,176
6059,urban+other,cocoa,37,176
6059,urban+other,green,4,176
6059,urban+other,navy,13,176
6059,urban+other,orange,34,176
6059,urban+other,purple,13,176
6059,urban+other,red,27,176
6059,urban+shrub,alabaster,821,8987
6059,urban+shrub,amber,958,8987
6059,urban+shrub,cocoa,2318,8987
6059,urban+shrub,green,325,8987
6059,urban+shrub,grey,2,8987
6059,urban+shrub,indigo,2,8987
6059,urban+shrub,lemon,3,8987
6059,urban+shrub,navy,964,8987
6059,urban+shrub,orange,1666,8987
6059,urban+shrub,purple,966,8987
6059,urban+shrub,red,962,8987
6061,crop,alabaster,35,111
6061,crop,blue,10,111
6061,crop,brown,38,111
6061,crop,lavender,7,111
6061,crop,sage,20,111
6061,crop,terracotta,1,111
6061,forest,alabaster,3313,27230
6061,forest,blue,1456,27230
6061,forest,brown,12532,27230
6061,forest,grey,11,27230
6061,forest,lavender,977,27230
6061,forest,olive,101,27230
6061,forest,red,12,27230
6061,forest,sage,8189,27230
6061,forest,terracotta,639,27230
6061,grass,alabaster,16,53
6061,grass,blue,5,53
6061,grass,brown,16,53
6061,grass,lavender,5,53
6061,grass,red,1,53
6061,grass,sage,9,53
6061,grass,terracotta,1,53
6061,shrub,alabaster,189,1865
6061,shrub,blue,190,1865
6061,shrub,brown,835,1865
6061,shrub,grey,1,1865
6061,shrub,lavender,213,1865
6061,shrub,olive,7,1865
6061,shrub,red,55,1865
6061,shrub,sage,320,1865
6061,shrub,terracotta,55,1865
6061,urban,alabaster,4945,46413
6061,urban,amber,941,46413
6061,urban,blue,4150,46413
6061,urban,brown,15703,46413
6061,urban,grey,106,46413
6061,urban,lavender,7082,46413
6061,urban,olive,195,46413
6061,urban,red,3239,46413
6061,urban,sage,5435,46413
6061,urban,sienna,101,46413
6061,urban,terracotta,4516,46413
6061,urban+barren,alabaster,26,335
6061,urban+barren,amber,9,335
6061,urban+barren,blue,35,335
6061,urban+barren,brown,113,335
6061,urban+barren,lavender,59,335
6061,urban+barren,olive,2,335
6061,urban+barren,red,19,335
6061,urban+barren,sage,46,335
6061,urban+barren,terracotta,26,335
6061,urban+crop,alabaster,32,241
6061,urban+crop,amber,13,241
6061,urban+crop,blue,15,241
6061,urban+crop,brown,75,241
6061,urban+crop,lavender,32,241
6061,urban+crop,red,21,241
6061,urban+crop,sage,24,241
6061,urban+crop,terracotta,29,241
6061,urban+forest,alabaster,1976,25715
6061,urban+forest,blue,746,25715
6061,urban+forest,brown,11187,25715
6061,urban+forest,grey,62,25715
6061,urban+forest,lavender,2544,25715
6061,urban+forest,olive,443,25715
6061,urban+forest,red,1280,25715
6061,urban+forest,sage,6505,25715
6061,urban+forest,sienna,10,25715
6061,urban+forest,terracotta,962,25715
6061,urban+grass,alabaster,3156,24095
6061,urban+grass,amber,1231,24095
6061,urban+grass,blue,2446,24095
6061,urban+grass,brown,7264,24095
6061,urban+grass,grey,14,24095
6061,urban+grass,lavender,3170,24095
6061,urban+grass,olive,14,24095
6061,urban+grass,red,1463,24095
6061,urban+grass,sage,3385,24095
6061,urban+grass,sienna,7,24095
6061,urban+grass,terracotta,1945,24095
6061,urban+shrub,alabaster,228,2886
6061,urban+shrub,amber,135,2886
6061,urban+shrub,blue,198,2886
6061,urban+shrub,brown,883,2886
6061,urban+shrub,lavender,528,2886
6061,urban+shrub,olive,3,2886
6061,urban+shrub,red,260,2886
6061,urban+shrub,sage,361,2886
6061,urban+shrub,sienna,1,2886
6061,urban+shrub,terracotta,289,2886
6063,forest,alabaster,409,4765
6063,forest,bar,2,4765
6063,forest,beige,61,4765
6063,forest,coffee,2285,4765
6063,forest,lilac,238,4765
6063,forest,plum,1,4765
6063,forest,red,163,4765
6063,forest,verde,1606,4765
6063,shrub,alabaster,8,92
6063,shrub,bar,1,92
6063,shrub,beige,7,92
6063,shrub,coffee,61,92
6063,shrub,lilac,3,92
6063,shrub,red,3,92
6063,shrub,verde,9,92
6063,urban+forest,alabaster,147,3227
6063,urban+forest,bar,5,3227
6063,urban+forest,beige,162,3227
6063,urban+forest,coffee,1279,3227
6063,urban+forest,lilac,369,3227
6063,urban+forest,plum,37,3227
6063,urban+forest,red,214,3227
6063,urban+forest,terracotta,107,3227
6063,urban+forest,verde,833,3227
6063,urban+forest,yellow,74,3227
6063,urban+grass,alabaster,2,23
6063,urban+grass,beige,4,23
6063,urban+grass,coffee,9,23
6063,urban+grass,lilac,2,23
6063,urban+grass,red,2,23
6063,urban+grass,terracotta,2,23
6063,urban+grass,verde,2,23
6063,urban+shrub,beige,2,10
6063,urban+shrub,coffee,5,10
6063,urban+shrub,lilac,2,10
6063,urban+shrub,red,1,10
6065,barren,alabaster,1072,6844
6065,barren,amber,466,6844
6065,barren,cocoa,2303,6844
6065,barren,green,414,6844
6065,barren,grey,65,6844
6065,barren,indigo,31,6844
6065,barren,lemon,20,6844
6065,barren,navy,616,6844
6065,barren,orange,1043,6844
6065,barren,purple,49,6844
6065,barren,red,765,6844
6065,crop,alabaster,473,1750
6065,crop,amber,68,1750
6065,crop,cocoa,524,1750
6065,crop,green,68,1750
6065,crop,grey,47,1750
6065,crop,indigo,5,1750
6065,crop,navy,221,1750
6065,crop,orange,208,1750
6065,crop,purple,68,1750
6065,crop,red,68,1750
6065,forest,alabaster,803,8792
6065,forest,amber,277,8792
6065,forest,cocoa,3589,8792
6065,forest,green,2288,8792
6065,forest,grey,27,8792
6065,forest,indigo,27,8792
6065,forest,lemon,5,8792
6065,forest,navy,803,8792
6065,forest,orange,551,8792
6065,forest,purple,211,8792
6065,forest,red,211,8792
6065,grass,alabaster,756,2496
6065,grass,amber,120,2496
6065,grass,cocoa,746,2496
6065,grass,green,67,2496
6065,grass,grey,27,2496
6065,grass,indigo,6,2496
6065,grass,lemon,3,2496
6065,grass,navy,236,2496
6065,grass,orange,338,2496
6065,grass,purple,20,2496
6065,grass,red,177,2496
6065,shrub,alabaster,2232,20591
6065,shrub,amber,1106,20591
6065,shrub,cocoa,7409,20591
6065,shrub,green,1117,20591
6065,shrub,grey,32,20591
6065,shrub,indigo,44,20591
6065,shrub,lemon,11,20591
6065,shrub,navy,3137,20591
6065,shrub,orange,3083,20591
6065,shrub,purple,140,20591
6065,shrub,red,2280,20591
6065,urban,alabaster,34850,275553
6065,urban,amber,34859,275553
6065,urban,cocoa,63879,275553
6065,urban,green,8253,275553
6065,urban,grey,911,275553
6065,urban,indigo,295,275553
6065,urban,lemon,905,275553
6065,urban,navy,18966,275553
6065,urban,orange,52226,275553
6065,urban,purple,27422,275553
6065,urban,red,32987,275553
6065,urban+barren,alabaster,12947,149319
6065,urban+barren,amber,17190,149319
6065,urban+barren,cocoa,36011,149319
6065,urban+barren,green,4386,149319
6065,urban+barren,grey,514,149319
6065,urban+barren,indigo,584,149319
6065,urban+barren,lemon,763,149319
6065,urban+barren,navy,15720,149319
6065,urban+barren,orange,28359,149319
6065,urban+barren,purple,8932,149319
6065,urban+barren,red,23913,149319
6065,urban+crop,alabaster,473,4808
6065,urban+crop,amber,408,4808
6065,urban+crop,cocoa,1374,4808
6065,urban+crop,green,275,4808
6065,urban+crop,grey,21,4808
6065,urban+crop,indigo,19,4808
6065,urban+crop,lemon,22,4808
6065,urban+crop,navy,405,4808
6065,urban+crop,orange,814,4808
6065,urban+crop,purple,496,4808
6065,urban+crop,red,501,4808
6065,urban+forest,alabaster,1169,23639
6065,urban+forest,amber,1169,23639
6065,urban+forest,cocoa,9217,23639
6065,urban+forest,green,3849,23639
6065,urban+forest,grey,8,23639
6065,urban+forest,indigo,11,23639
6065,urban+forest,lemon,8,23639
6065,urban+forest,navy,1630,23639
6065,urban+forest,orange,3296,23639
6065,urban+forest,purple,1641,23639
6065,urban+forest,red,1641,23639
6065,urban+grass,alabaster,11275,112771
6065,urban+grass,amber,15822,112771
6065,urban+grass,cocoa,23822,112771
6065,urban+grass,green,3310,112771
6065,urban+grass,grey,97,112771
6065,urban+grass,indigo,99,112771
6065,urban+grass,lemon,155,112771
6065,urban+grass,navy,11286,112771
6065,urban+grass,orange,21757,112771
6065,urban+grass,purple,10309,112771
6065,urban+grass,red,14839,112771
6065,urban+shrub,alabaster,8263,77685
6065,urban+shrub,amber,10703,77685
6065,urban+shrub,cocoa,16829,77685
6065,urban+shrub,green,1324,77685
6065,urban+shrub,grey,231,77685
6065,urban+shrub,indigo,200,77685
6065,urban+shrub,lemon,314,77685
6065,urban+shrub,navy,6881,77685
6065,urban+shrub,orange,15592,77685
6065,urban+shrub,purple,7827,77685
6065,urban+shrub,red,9521,77685
6067,crop,alabaster,547,1643
6067,crop,amber,31,1643
6067,crop,cocoa,586,1643
6067,crop,gray,21,1643
6067,crop,green,115,1643
6067,crop,indigo,1,1643
6067,crop,navy,125,1643
6067,crop,orange,115,1643
6067,crop,purple,51,1643
6067,crop,red,51,1643
6067,forest,alabaster,470,5250
6067,forest,cocoa,2273,5250
6067,forest,green,1033,5250
6067,forest,navy,537,5250
6067,forest,orange,537,5250
6067,forest,red,400,5250
6067,grass,alabaster,19,78
6067,grass,amber,2,78
6067,grass,cocoa,23,78
6067,grass,gray,2,78
6067,grass,green,3,78
6067,grass,indigo,1,78
6067,grass,navy,10,78
6067,grass,orange,11,78
6067,grass,red,7,78
6067,shrub,alabaster,387,3973
6067,shrub,amber,178,3973
6067,shrub,cocoa,1760,3973
6067,shrub,gray,4,3973
6067,shrub,green,144,3973
6067,shrub,indigo,7,3973
6067,shrub,lemon,3,3973
6067,shrub,navy,593,3973
6067,shrub,orange,595,3973
6067,shrub,purple,34,3973
6067,shrub,red,268,3973
6067,urban,alabaster,31071,287693
6067,urban,amber,36802,287693
6067,urban,cocoa,66306,287693
6067,urban,gray,308,287693
6067,urban,green,20088,287693
6067,urban,indigo,304,287693
6067,urban,lemon,568,287693
6067,urban,navy,25469,287693
6067,urban,orange,43342,287693
6067,urban,purple,20088,287693
6067,urban,red,43347,287693
6067,urban+barren,alabaster,38,439
6067,urban+barren,amber,48,439
6067,urban+barren,cocoa,130,439
6067,urban+barren,gray,1,439
6067,urban+barren,green,6,439
6067,urban+barren,indigo,1,439
6067,urban+barren,lemon,2,439
6067,urban+barren,navy,43,439
6067,urban+barren,orange,79,439
6067,urban+barren,purple,24,439
6067,urban+barren,red,67,439
6067,urban+crop,alabaster,4088,41359
6067,urban+crop,amber,4941,41359
6067,urban+crop,cocoa,9974,41359
6067,urban+crop,gray,14,41359
6067,urban+crop,green,2459,41359
6067,urban+crop,indigo,11,41359
6067,urban+crop,lemon,29,41359
6067,urban+crop,navy,4097,41359
6067,urban+crop,orange,6686,41359
6067,urban+crop,purple,3280,41359
6067,urban+crop,red,5780,41359
6067,urban+forest,alabaster,2188,55212
6067,urban+forest,amber,2794,55212
6067,urban+forest,cocoa,21345,55212
6067,urban+forest,gray,9,55212
6067,urban+forest,green,10013,55212
6067,urban+forest,indigo,35,55212
6067,urban+forest,lemon,15,55212
6067,urban+forest,navy,4394,55212
6067,urban+forest,orange,6651,55212
6067,urban+forest,purple,3339,55212
6067,urban+forest,red,4429,55212
6067,urban+grass,alabaster,1651,16785
6067,urban+grass,amber,1651,16785
6067,urban+grass,cocoa,4422,16785
6067,urban+grass,gray,23,16785
6067,urban+grass,green,1012,16785
6067,urban+grass,indigo,22,16785
6067,urban+grass,lemon,23,16785
6067,urban+grass,navy,1651,16785
6067,urban+grass,orange,2701,16785
6067,urban+grass,purple,1816,16785
6067,urban+grass,red,1813,16785
6067,urban+shrub,alabaster,730,5745
6067,urban+shrub,amber,580,5745
6067,urban+shrub,cocoa,1598,5745
6067,urban+shrub,gray,5,5745
6067,urban+shrub,green,282,5745
6067,urban+shrub,indigo,1,5745
6067,urban+shrub,lemon,3,5745
6067,urban+shrub,navy,358,5745
6067,urban+shrub,orange,949,5745
6067,urban+shrub,purple,503,5745
6067,urban+shrub,red,736,5745
6069,crop,alabaster,124,336
6069,crop,azure,1,336
6069,crop,bar,15,336
6069,crop,beige,15,336
6069,crop,coffee,130,336
6069,crop,green,26,336
6069,crop,lilac,13,336
6069,crop,plum,1,336
6069,crop,red,6,336
6069,crop,terracotta,5,336
6069,forest,alabaster,21,330
6069,forest,beige,7,330
6069,forest,coffee,144,330
6069,forest,green,121,330
6069,forest,lilac,21,330
6069,forest,red,15,330
6069,forest,terracotta,1,330
6069,grass,alabaster,9,35
6069,grass,azure,3,35
